case;E2SNO (kmol/y);E2S1 (kmol/y);E2RIV (kmol/y);Etot (kmol/y);S1StorFugP (kmol/y);S1StorFugN (kmol/y);S2StorFugP (kmol/y);S2StorFugN (kmol/y);S3StorFugP (kmol/y);S3StorFugN (kmol/y);SNOStorFugP (kmol/y);SNOStorFugN (kmol/y);S1StorPreP (kmol/y);S1StorPreN (kmol/y);S2StorPreP (kmol/y);S2StorPreN (kmol/y);S3StorPreP (kmol/y);S3StorPreN (kmol/y);SNOStorPreP (kmol/y);SNOStorPreN (kmol/y);S1StorIonP (kmol/y);S1StorIonN (kmol/y);S2StorIonP (kmol/y);S2StorIonN (kmol/y);S3StorIonP (kmol/y);S3StorIonN (kmol/y);SNOStorIonP (kmol/y);SNOStorIonN (kmol/y);Fug-stora (kmol/y);Fug-storb (kmol/y);Pre-stora (kmol/y);Pre-storb (kmol/y);Ion-stora (kmol/y);Ion-storb (kmol/y);Fug-Abs (kmol/y);Fug-Sea (kmol/y);Pre-Abs (kmol/y);Pre-Sea (kmol/y);Ion-Abs (kmol/y);Ion-Sea (kmol/y);DecayS1 (kmol/y);DecayS2 (kmol/y);DecayS3 (kmol/y);DecaySNO (kmol/y);Decay (kmol/y);VolatS1 (kmol/y);VolatS2 (kmol/y);VolatS3 (kmol/y);VolatSNO (kmol/y);Volat (kmol/y);Fug-Sed (kmol/y);Pre-Sed (kmol/y);Ion-Sed (kmol/y);RGWStorPFug (kmol/y);RGWStorNFug (kmol/y);RGWStorPPre (kmol/y);RGWStorNPre (kmol/y);RGWStorPIon (kmol/y);RGWStorNIon (kmol/y);RGWS1PFug (kmol/y);RGWS1NFug (kmol/y);RGWS2PFug (kmol/y);RGWS2NFug (kmol/y);RGWS3PFug (kmol/y);RGWS3NFug (kmol/y);RGWS1PPre (kmol/y);RGWS1NPre (kmol/y);RGWS2PPre (kmol/y);RGWS2NPre (kmol/y);RGWS3PPre (kmol/y);RGWS3NPre (kmol/y);RGWS1PIon (kmol/y);RGWS1NIon (kmol/y);RGWS2PIon (kmol/y);RGWS2NIon (kmol/y);RGWS3PIon (kmol/y);RGWS3NIon (kmol/y);RGWDecay (kmol/y)
85-43-8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
5567-15-7;0.4957;4.2003;8.0109;12.707;0;-8.80E-04;0;-1.31E-03;4.86E-05;0;1.56E-03;0;0;-4.6763;0;-1.43E-02;0;-1.91E-02;8.70E-03;0;0;-2.83E-13;0;-3.57E-12;7.77E-14;0;1.50E-12;0;0;-2.37E-04;0;-4.8173;6.41E-13;0;-0.66649;-0.403;-0.5051;-5.9789;-1.44E-12;-8.01E-11;-3.66E-02;-4.62E-03;-5.86E-05;-1.80E-03;-9.56E-02;0;0;0;0;0;-2.18E-02;-0.24137;0;0;-2.30E-06;0;-2.02E-04;0;-4.87E-15;0;0;4.36E-07;0;1.98E-07;0;0;0;0;0;0;0;0;0;4.99E-13;0;1.20E-13;0;-2.03E-05
60-00-4;4.966;41.396;123.67;170.03;0;-1.10E-02;9.39E-05;0;0;-1.12E-03;1.03E-02;0;0;0;0;0;0;0;0;0;0;-1.9241;1.4888;0;0;-7.3743;9.38E-02;0;0;-1.44E-02;0;0;0;-19.916;-10.297;-5.7253;0;0;-9.5449;-124.3;-5.97E-02;-3.67E-03;-3.16E-03;-4.39E-03;-0.21667;0;0;0;0;0;-3.12E-08;0;0;0;-1.63E-03;0;0;0;-8.3079;0;0;3.26E-04;0;1.39E-03;0;0;0;0;0;0;0;0;0;0.73796;0;7.5693;0;-9.72E-04
77-71-4;0.3073;2.5708;4.1656;7.0439;0;-7.55E-04;5.51E-05;0;0;-3.47E-04;8.00E-04;0;0;0;0;0;0;0;0;0;0;-0.11925;9.11E-02;0;0;-0.45416;5.78E-03;0;0;-1.03E-03;0;0;0;-1.1226;-0.3469;-0.19569;0;0;-0.36633;-4.974;-1.38E-02;-1.88E-03;-2.16E-03;-1.00E-03;-3.80E-02;-4.38E-05;0;0;-1.64E-04;-2.10E-04;-1.11E-08;0;0;0;-3.29E-04;0;0;0;-0.50436;0;0;4.29E-05;0;3.31E-04;0;0;0;0;0;0;0;0;0;4.52E-02;0;0.45976;0;-7.14E-04
78-40-0;5.6369;47.146;9.7809;62.566;0;-2.2036;1.3904;0;0;-3.5796;0.1702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-9.0879;0;0;0;0;-2.7947;-32.473;0;0;0;0;-2.1468;-5.2063;-5.8583;-5.73E-02;-16.371;-1.4241;0;0;-0.28152;-1.8339;-9.36E-04;0;0;0;-4.9006;0;0;0;0;0;0;0.67299;0;6.0009;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.7732
79-77-6;5.7043;52.663;5.8413;64.209;0;-2.6304;0;-1.5335;0;-3.0631;1.08E-02;0;0;-1.83E-05;0;-2.04E-05;0;-3.90E-05;0;-7.83E-03;0;0;0;0;0;0;0;0;0;-7.6899;0;-8.00E-03;0;0;-0.78733;-7.5199;-1.25E-06;-4.56E-05;0;0;-17.478;-13.261;-4.3073;-5.11E-03;-36.113;-1.5192;0;0;-5.5763;-12.028;-6.22E-02;-8.24E-06;0;0;-0.92596;0;-7.12E-05;0;0;0;0;0.37293;0;1.2051;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.65209
83066-88-0;0.46196;3.886;16.061;20.408;0;-9.82E-04;0;-1.03E-05;0;-1.61E-06;1.09E-03;0;0;-7.16E-09;0;-1.42E-09;5.45E-09;0;0;-1.13E-03;0;-0.18169;0.14246;0;0;-0.69663;9.82E-03;0;0;-1.32E-03;0;-1.13E-03;0;-2.0103;-1.3374;-0.74069;-1.71E-07;-7.90E-05;-1.1826;-15.134;-7.77E-05;-1.11E-06;-5.71E-08;-6.78E-06;-3.54E-04;-8.61E-07;0;0;-1.29E-04;-1.30E-04;-1.03E-04;-3.89E-08;0;0;-1.52E-06;1.67E-08;0;0;-0.79463;0;0;1.05E-05;0;3.18E-06;0;0;0;0;0;0;0;0;0;7.02E-02;0;0.72419;0;-1.49E-08
85-68-7;1.6302;15.431;1.0772;18.139;0;-4.63E-02;4.26E-02;0;1.82E-03;0;3.67E-02;0;0;-1.77E-07;0;-9.40E-08;4.16E-08;0;0;-2.85E-03;0;0;0;0;0;0;0;0;3.57E-02;0;0;-2.85E-03;0;0;-0.15645;-0.77699;-2.07E-06;-6.62E-04;0;0;-16.249;-0.48773;-9.88E-03;-0.28866;-17.222;-2.61E-03;0;0;-9.80E-03;-1.24E-02;-4.56E-03;-1.83E-07;0;2.00E-05;0;4.71E-08;0;0;0;0;0;4.63E-04;0;8.61E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.84E-04
88-73-3;13.699;116.08;22.536;152.31;0;-6.5916;2.8652;0;0;-20.816;0.1218;0;0;-1.94E-05;0;-2.94E-05;0;-6.62E-05;0;-2.54E-02;0;0;0;0;0;0;0;0;0;-42.683;0;-2.61E-02;0;0;-5.7189;-69.386;-5.17E-06;-2.14E-04;0;0;0;0;0;0;0;-4.569;0;0;-12.258;-34.456;-4.97E-02;-3.06E-05;0;0;-19.396;0;-4.23E-04;0;0;0;0;1.8365;0;17.561;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90-02-8;1.4836;12.491;1.4669;15.442;0;-0.2107;4.71E-02;0;3.56E-02;0;2.43E-02;0;0;0;0;0;0;0;0;0;0;-4.76E-02;1.16E-02;0;8.53E-03;0;3.78E-03;0;0;-6.45E-02;0;0;0;-1.45E-02;-0.2002;-1.0253;0;0;-2.12E-02;-0.23683;-8.3553;-3.2879;-0.54329;-0.32273;-13.2;-0.13561;0;0;-0.52419;-0.67723;-4.36E-05;0;0;3.12E-03;0;0;0;8.37E-04;0;0;0;1.34E-02;0;2.77E-02;0;0;0;0;0;0;0;0;0;3.39E-03;0;6.96E-03;0;-5.54E-02
95-16-9;2.961;24.828;95.342;123.13;0;-1.1995;0.74519;0;0;-3.9013;8.35E-02;0;0;-9.80E-08;0;-7.24E-08;0;-6.59E-08;0;-7.51E-04;0;-7.70E-06;4.23E-06;0;0;-2.56E-05;3.62E-07;0;0;-10.971;0;-7.53E-04;0;-6.98E-05;-14.816;-92.822;-4.79E-07;-1.34E-04;-3.81E-05;-5.29E-04;-0.22974;-0.60109;-0.74016;-4.83E-03;-2.3566;-0.94682;0;0;-0.70036;-2.1563;-8.42E-03;-5.43E-08;0;0;-4.164;0;-4.71E-07;0;-2.33E-05;0;0;0.40506;0;3.997;0;0;0;0;0;0;0;0;0;2.46E-06;0;2.53E-05;0;-0.23935
97-53-0;0.80279;6.8436;0.96782;8.6142;0;-0.19669;6.98E-02;0;3.97E-02;0;1.97E-02;0;0;0;0;0;0;0;0;0;0;-1.10E-03;4.12E-04;0;2.36E-04;0;7.58E-05;0;0;-2.70E-02;0;0;0;-1.41E-04;-0.1534;-0.99029;0;0;-4.88E-04;-5.78E-03;-4.055;-2.0963;-0.45593;-0.13495;-7.1573;-0.10887;0;0;-0.16428;-0.27957;-3.41E-04;0;0;3.01E-03;0;0;0;1.99E-05;0;0;0;1.52E-02;0;3.98E-02;0;0;0;0;0;0;0;0;0;1.02E-04;0;2.70E-04;0;-5.84E-02
98-52-2;1.7408;15.202;2.2616;19.204;0;-0.74756;0.24074;0;0.10602;0;2.52E-02;0;0;-3.59E-07;0;-3.82E-07;0;-6.65E-07;0;-1.18E-03;0;0;0;0;0;0;0;0;0;-0.26141;0;-1.18E-03;0;0;-0.3823;-3.0742;-7.70E-07;-1.63E-04;0;0;-6.2416;-4.8033;-1.6976;-5.99E-02;-13.68;-0.334;0;0;-1.2502;-1.7992;-4.59E-03;-3.06E-07;0;0;-2.33E-02;0;-2.63E-06;0;0;0;0;6.95E-02;0;0.25622;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.30255
99607-70-2;7.97E-02;0.67176;1.0468;1.7982;0;-1.04E-02;0;-5.93E-05;0;-3.50E-05;2.27E-03;0;2.96E-09;0;5.11E-09;0;1.16E-08;0;0;-1.92E-04;0;-4.07E-07;1.22E-08;0;0;-4.99E-10;4.19E-08;0;0;-1.35E-02;0;-1.92E-04;0;-4.34E-07;-0.15262;-0.80239;-1.11E-07;-3.81E-05;-1.45E-06;-1.81E-05;-0.70549;-3.01E-02;-5.96E-04;-5.35E-03;-0.82346;-4.88E-05;0;0;-5.22E-04;-5.74E-04;-5.34E-03;-9.39E-09;0;0;-8.80E-06;9.14E-10;0;0;-1.79E-10;0;0;3.52E-05;0;5.79E-06;0;0;0;0;0;0;0;0;0;3.94E-08;0;1.04E-08;0;-4.81E-05
70-55-3;0.19548;1.6355;3.3816;5.2126;0;-7.56E-02;4.64E-02;0;0;-7.02E-02;5.93E-03;0;0;0;0;0;0;0;0;0;0;-3.34E-04;2.20E-04;0;0;-2.97E-04;1.72E-05;0;0;-0.25236;0;0;0;-1.17E-03;-0.53596;-3.4516;0;0;-1.37E-03;-1.60E-02;-0.11647;-0.26153;-0.26989;-3.12E-03;-0.88849;-4.88E-02;0;0;-1.14E-02;-6.53E-02;-2.34E-05;0;0;0;-0.1233;0;0;0;-6.35E-04;0;0;2.15E-02;0;0.18179;0;0;0;0;0;0;0;0;0;1.07E-04;0;8.76E-04;0;-8.04E-02
78-69-3;2.9119;25.642;3.8373;32.391;0;-0.72516;0.14362;0;4.63E-02;0;1.93E-02;0;0;-1.92E-06;0;-2.22E-06;0;-4.23E-06;0;-2.43E-03;0;0;0;0;0;0;0;0;0;-0.47963;0;-2.46E-03;0;0;-0.50913;-2.7107;-1.34E-06;-1.45E-04;0;0;-19.848;-4.2306;-0.48193;-0.16566;-25.702;-0.21323;0;0;-2.5005;-2.9849;-1.89E-03;-1.38E-06;0;3.35E-03;0;0;-1.27E-05;0;0;0;0;1.99E-02;0;2.61E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-4.94E-02
85-73-4;2.74E-02;0.22926;0.483;0.73963;0;-5.87E-05;1.02E-07;0;0;-2.87E-07;5.53E-05;0;0;-1.80E-08;0;-2.14E-08;0;-4.05E-08;0;-6.30E-05;0;-1.04E-02;7.96E-03;0;0;-3.98E-02;5.69E-04;0;0;-4.29E-05;0;-6.31E-05;0;-0.10139;-3.98E-02;-2.16E-02;-5.86E-08;-9.70E-06;-3.91E-02;-0.51773;-7.06E-03;-1.33E-04;-1.31E-05;-5.28E-04;-1.99E-02;0;0;0;0;0;-7.36E-07;-1.73E-08;0;0;-2.71E-07;0;-2.62E-07;0;-4.43E-02;0;0;8.78E-07;-1.74E-10;4.73E-07;0;0;0;0;0;0;0;0;0;3.96E-03;0;4.03E-02;0;-3.65E-06
90-05-1;4.8433;40.546;6.3123;51.699;0;-1.1291;0.34313;0;0.26838;0;0.1275;0;0;0;0;0;0;0;0;0;0;-6.34E-03;2.07E-03;0;1.59E-03;0;4.81E-04;0;0;-0.12351;0;0;0;-6.43E-04;-1.0108;-6.6273;0;0;-3.24E-03;-3.87E-02;-22.211;-13.407;-3.2077;-0.86906;-42.566;-0.69289;0;0;-0.61739;-1.3333;-1.82E-04;0;0;2.09E-02;0;0;0;1.37E-04;0;0;0;0.10045;0;0.29004;0;0;0;0;0;0;0;0;0;6.27E-04;0;1.78E-03;0;-0.41413
93-17-4;0.10588;0.88579;0.25599;1.2477;0;-1.90E-02;6.42E-03;0;4.11E-03;0;2.58E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.97E-03;0;0;0;0;-3.78E-02;-0.19826;0;0;0;0;-0.58386;-0.26282;-4.82E-02;-2.76E-02;-1.0069;-2.02E-03;0;0;-7.82E-04;-2.81E-03;-2.07E-06;0;0;3.62E-04;0;0;0;0;0;0;0;1.46E-03;0;3.37E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.20E-03
96-97-9;5.35E-02;0.44793;0.4615;0.96289;0;-1.13E-04;3.09E-06;0;7.05E-08;0;1.24E-04;0;0;0;0;0;0;0;0;0;0;-1.91E-02;1.44E-02;0;0;-7.32E-02;9.48E-04;0;0;-1.63E-05;0;0;0;-0.17357;-3.71E-02;-1.94E-02;0;0;-4.40E-02;-0.61149;-3.99E-02;-6.55E-04;-2.32E-05;-3.07E-03;-7.77E-02;-3.27E-07;0;0;-2.00E-05;-2.03E-05;-8.87E-07;0;0;0;-9.12E-08;0;0;0;-8.03E-02;0;0;1.44E-06;0;4.10E-07;0;0;0;0;0;0;0;0;0;7.24E-03;0;7.31E-02;0;-4.19E-06
98-59-9;3.5776;31.321;5.0319;39.93;0;-1.2315;0.3962;0;0.29494;0;9.09E-02;0;0;-1.64E-06;0;-1.73E-06;0;-2.96E-06;0;-6.08E-03;0;0;0;0;0;0;0;0;0;-0.17759;0;-6.09E-03;0;0;-0.88436;-6.9726;-4.79E-06;-9.90E-04;0;0;-12.589;-10.999;-3.9336;-0.3116;-30.231;-0.73143;0;0;-0.86276;-1.6616;-2.42E-03;-1.77E-06;0;0;-1.52E-02;0;-1.59E-05;0;0;0;0;0.14198;0;0.55296;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.67989
99-93-4;6.51E-02;0.54446;0.16906;0.77859;0;-1.19E-02;3.59E-03;0;3.01E-03;0;1.23E-03;0;0;0;0;0;0;0;0;0;0;-5.28E-03;1.73E-03;0;1.43E-03;0;3.79E-04;0;0;-1.30E-03;0;0;0;-4.73E-04;-2.20E-02;-0.11107;0;0;-4.26E-03;-5.03E-02;-0.27128;-0.19604;-5.57E-02;-1.12E-02;-0.58869;-1.41E-04;0;0;-2.64E-04;-4.06E-04;-3.20E-06;0;0;1.58E-04;0;0;0;8.22E-05;0;0;0;1.19E-03;0;3.92E-03;0;0;0;0;0;0;0;0;0;5.93E-04;0;1.92E-03;0;-7.87E-03
101-68-8;270.23;2613.7;188.43;3072.3;0;-216.65;0;-119.31;0;-20.467;6.8403;0;0;-0.91932;0;-1.61E-03;0;-2.85E-03;0;-0.45103;0;0;0;0;0;0;0;0;0;-351.46;0;-1.3748;0;0;-29.926;-199.23;-4.27E-04;-9.80E-02;0;0;-2061.1;-362.8;-24.889;-6.7549;-2473;-8.6992;0;0;-3.6383;-12.39;-5.0006;-2.57E-04;0;0;-2.1654;0;-1.08E-03;0;0;0;0;2.536;0;1.4902;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.8646
102-76-1;23.356;195.02;33.51;251.88;0;-4.3;1.4293;0;0.95136;0;0.56543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.3636;0;0;0;0;-5.1149;-29.386;0;0;0;0;-126.45;-59.133;-11.174;-5.9569;-216.79;-9.86E-02;0;0;-0.12231;-0.22115;-5.37E-05;0;0;8.38E-02;0;0;0;0;0;0;0;0.33806;0;0.80199;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.2245
103-95-7;0.20338;1.8204;0.23729;2.2611;0;-8.41E-02;3.55E-02;0;0;-6.43E-04;2.34E-03;0;0;-1.69E-07;0;-1.77E-07;0;-3.16E-07;0;-2.50E-04;0;0;0;0;0;0;0;0;0;-3.90E-02;0;-2.51E-04;0;0;-3.83E-02;-0.29615;-1.99E-07;-4.57E-05;0;0;-0.94052;-0.51889;-0.13942;-3.99E-03;-1.6664;-3.17E-02;0;0;-0.16289;-0.2196;-1.37E-03;-6.72E-08;0;0;-4.34E-03;0;-6.40E-07;0;0;0;0;6.85E-03;0;1.86E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.11E-02
107-56-2;0.63559;5.3389;17.128;23.103;0;-1.52E-03;0;-1.22E-05;1.42E-07;0;5.12E-04;0;0;0;0;0;0;0;0;0;0;-0.28423;0.1806;0;0;-0.85302;5.27E-03;0;0;-2.20E-03;0;0;0;-2.4336;-1.1649;-0.74776;0;0;-1.0612;-15.692;-5.21E-02;-5.63E-04;-7.80E-06;-1.26E-03;-0.17781;-3.23E-03;0;0;-0.42896;-1.8225;-1.47E-04;0;0;2.24E-08;0;0;0;0;-0.99732;0;0;1.06E-05;-1.99E-08;1.67E-06;-2.78E-09;0;0;0;0;0;0;0;0;9.00E-02;0;0.90712;0;-4.96E-07
111-18-2;0.11708;0.98342;0.19988;1.3004;0;-2.53E-04;0;-3.02E-06;0;-3.32E-06;3.11E-04;0;0;0;0;0;0;0;0;0;0;-4.60E-02;3.47E-02;0;0;-0.17516;2.20E-03;0;4.16E-05;0;0;0;0;-0.39063;-1.69E-02;-9.86E-03;0;0;-5.13E-02;-0.82996;-1.02E-03;-2.54E-05;-7.75E-06;-7.51E-05;-1.30E-03;-2.84E-04;0;0;-1.59E-04;-4.49E-04;-1.27E-07;0;0;0;-4.98E-06;0;0;0;-0.1913;0;0;4.66E-06;0;5.02E-06;0;0;0;0;0;0;0;0;0;1.73E-02;0;0.17403;0;-2.15E-06
112-15-2;0.77293;6.4546;1.0612;8.2889;0;-0.18634;5.91E-02;0;4.71E-02;0;2.12E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.30E-02;0;0;0;0;-0.17224;-1.1548;0;0;0;0;-3.4406;-2.2311;-0.56559;-0.1417;-6.8669;-6.58E-02;0;0;-1.53E-02;-8.15E-02;-5.12E-06;0;0;3.45E-03;0;0;0;0;0;0;0;1.78E-02;0;5.38E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-7.51E-02
112-45-8;0.26235;2.3753;0.23075;2.8684;0;-7.48E-02;1.36E-02;0;1.48E-03;0;2.14E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.86E-02;0;0;0;0;-2.20E-02;-0.13049;0;0;0;0;-2.0364;-0.22763;-1.53E-02;-1.26E-03;-2.3117;-1.69E-02;0;0;-0.2589;-0.34526;-1.78E-04;0;0;5.64E-05;0;0;0;0;0;0;0;7.67E-04;0;5.28E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.35E-03
112-88-9;31.834;330.05;9.3062;371.2;0;-0.65053;9.17E-03;0;1.49E-04;0;5.43E-03;0;0;-216.79;0;-3.73E-03;0;-2.44E-09;0;-2.17E-02;0;0;0;0;0;0;0;0;0;-0.68179;0;-216.83;0;0;-1.0606;-6.3423;-0.3182;-14.146;0;0;-112.47;-8.24E-02;-2.04E-04;-2.61E-02;-113.77;-9.32E-02;0;0;-31.714;-31.811;-7.63E-02;-4.74E-02;0;9.94E-07;0;0;0;0;0;0;0;6.71E-07;0;4.51E-08;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.17E-04
118-45-6;0.46216;3.9366;0.71259;5.1113;0;-0.10147;9.81E-03;0;1.42E-02;0;5.30E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.98E-02;0;0;0;0;-0.10321;-0.56413;0;0;0;0;-2.4782;-1.0175;-0.17721;-4.43E-02;-3.9596;-5.64E-02;0;0;-0.34343;-0.42413;-2.88E-05;0;0;1.30E-03;0;0;0;0;0;0;0;5.78E-03;0;1.24E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.94E-02
120-40-1;0.2311;1.9344;1.7959;3.9616;0;-3.77E-02;2.56E-02;0;1.98E-03;0;5.86E-03;0;0;-9.34E-07;0;-1.04E-06;0;-1.95E-06;0;-3.63E-04;0;-1.93E-09;3.77E-09;0;4.37E-10;0;4.95E-10;0;0;-7.59E-03;0;-3.68E-04;2.80E-09;0;-0.26211;-1.3622;-2.92E-07;-2.57E-05;-2.27E-08;-2.30E-07;-1.668;-0.36776;-3.97E-02;-2.78E-02;-2.3265;-4.60E-06;0;0;-8.45E-04;-8.49E-04;-1.62E-03;-2.06E-07;0;0;-1.38E-04;0;-2.94E-06;0;-3.06E-11;0;0;1.89E-03;0;2.11E-03;0;0;0;0;0;0;0;0;0;1.16E-09;0;1.49E-09;0;-3.90E-03
123-68-2;0.1803;1.558;0.19232;1.9306;0;-5.37E-02;7.91E-03;0;3.74E-03;0;1.13E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.97E-02;0;0;0;0;-1.72E-02;-0.10483;0;0;0;0;-1.0914;-0.30114;-4.20E-02;-7.69E-04;-1.4695;-3.34E-02;0;0;-0.17845;-0.29924;-4.92E-05;0;0;2.74E-04;0;0;0;0;0;0;0;1.69E-03;0;2.73E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-4.70E-03
127-47-9;9.63E-03;9.97E-02;2.94E-03;0.11224;0;-9.45E-04;4.26E-07;0;3.51E-08;0;3.86E-06;0;0;-8.68E-07;0;-8.93E-07;0;-1.61E-06;0;-5.55E-06;0;0;0;0;0;0;0;0;0;-9.51E-04;0;-8.17E-06;0;0;-3.72E-04;-1.37E-03;-4.76E-08;-1.07E-05;0;0;-9.88E-02;-2.20E-05;-4.39E-08;-1.06E-04;-1.00E-01;-8.83E-07;0;0;-9.47E-03;-9.55E-03;-1.26E-05;-1.57E-08;0;1.16E-10;0;0;-1.22E-08;0;0;0;0;1.91E-10;0;4.16E-11;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.88E-08
149-74-6;0.54543;4.8666;0.69729;6.1093;0;-0.11754;2.13E-02;0;3.58E-04;0;6.14E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-9.03E-02;0;0;0;0;-9.65E-02;-0.52836;0;0;0;0;-4.4863;-0.3344;-1.31E-02;-1.96E-02;-4.9296;-1.37E-02;0;0;-0.42573;-0.46163;-2.43E-03;0;0;0;-6.81E-05;0;0;0;0;0;0;7.45E-04;0;2.57E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;-9.45E-04
461-58-5;53.753;449.4;766.33;1269.5;0;-0.60469;0.3486;0;0;-1.6972;0.16373;0;0;0;0;0;0;0;0;0;0;-20.376;15.745;0;0;-70.176;0.99719;0;0;-4.1033;0;0;0;-176.88;-65.096;-54.773;0;0;-64.573;-869.56;-4.8513;-7.8889;-10.308;-0.25069;-34.363;-1.56E-03;0;0;-2.88E-02;-3.04E-02;-2.74E-06;0;0;0;-1.6572;0;0;0;-80.329;0;0;0.16786;0;1.7116;0;0;0;0;0;0;0;0;0;7.5826;0;75.913;0;-3.3946
542-05-2;7.59E-03;6.34E-02;6.64E-02;0.1374;0;-1.63E-05;4.85E-07;0;9.18E-09;0;1.49E-05;0;0;0;0;0;0;0;0;0;0;-2.70E-03;2.03E-03;0;0;-1.03E-02;1.35E-04;0;0;-5.22E-06;0;0;0;-2.46E-02;-5.34E-03;-2.79E-03;0;0;-6.29E-03;-8.74E-02;-5.63E-03;-1.09E-04;-2.15E-06;-4.36E-04;-1.11E-02;-7.42E-11;0;0;-2.63E-08;-2.63E-08;-6.16E-11;0;0;0;-2.05E-10;0;0;0;-1.14E-02;0;0;2.46E-07;0;6.28E-08;0;0;0;0;0;0;0;0;0;1.02E-03;0;1.03E-02;0;-4.04E-08
611-70-1;18.756;159.44;30.343;208.54;0;-9.1906;4.1706;0;0;-19.908;0.15953;0;0;-7.41E-07;0;-8.70E-07;0;-1.64E-06;0;-1.46E-03;0;0;0;0;0;0;0;0;0;-41.546;0;-1.47E-03;0;0;-7.0773;-83.423;-1.31E-06;-9.87E-05;0;0;-4.7286;-10.607;-11.422;-1.84E-02;-31.64;-6.0583;0;0;-16.882;-44.766;-8.23E-02;-9.06E-07;0;0;-19.04;0;-1.03E-05;0;0;0;0;2.2886;0;20.105;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.352
624-03-3;0.30563;3.1876;8.55E-02;3.5786;0;-5.41E-04;1.51E-06;0;2.94E-06;0;5.48E-04;0;0;-3.452;0;-0.10151;0;-0.17893;4.80E-03;0;0;0;0;0;0;0;0;0;0;-3.00E-03;0;-3.831;0;0;-7.30E-03;-1.19E-02;-8.07E-02;-26.426;0;0;-5.35E-02;-2.11E-03;-3.91E-03;-3.10E-03;-7.06E-02;-8.26E-14;0;0;-1.23E-07;-1.23E-07;-3.30E-04;-1.04E-02;0;0;-2.22E-04;0;-8.95E-04;0;0;0;0;8.74E-09;0;2.26E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.26E-03
645-62-5;0.11152;0.94826;0.14814;1.2079;0;-4.12E-02;1.75E-03;0;6.25E-03;0;1.89E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.85E-02;0;0;0;0;-1.75E-02;-0.12479;0;0;0;0;-0.42076;-0.29013;-8.35E-02;-6.49E-04;-0.83436;-2.60E-02;0;0;-0.10909;-0.20254;-2.23E-05;0;0;1.74E-04;0;0;0;0;0;0;0;3.02E-03;0;9.65E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.28E-02
693-57-2;0.39083;3.2635;1.5892;5.2436;0;-5.94E-02;1.87E-02;0;1.50E-02;0;4.68E-03;0;0;-1.56E-07;0;-2.21E-07;0;-4.60E-07;0;-3.88E-04;0;-5.55E-02;1.88E-02;0;1.51E-02;0;3.66E-03;0;0;-8.94E-03;0;-3.90E-04;0;-5.79E-03;-0.18493;-0.76166;-2.83E-07;-2.48E-05;-5.95E-02;-0.70603;-1.453;-1.1993;-0.4;-5.69E-02;-3.516;0;0;0;0;0;-1.22E-04;-1.91E-07;0;4.44E-05;0;0;-2.95E-06;4.53E-05;0;0;0;6.32E-03;0;2.33E-02;0;0;0;0;0;0;0;0;0;6.96E-03;0;2.55E-02;0;-6.22E-02
