case,Etot (kmol/y),Fug-stora (kmol/y),Fug-storb (kmol/y),Pre-stora (kmol/y),Pre-storb (kmol/y),Ion-stora (kmol/y),Ion-storb (kmol/y),Fug-Abs (kmol/y),Fug-Sea (kmol/y),Pre-Abs (kmol/y),Pre-Sea (kmol/y),Ion-Abs (kmol/y),Ion-Sea (kmol/y),Decay (kmol/y),Volat (kmol/y),Fug-Sed (kmol/y),Pre-Sed (kmol/y),Ion-Sed (kmol/y),
"14078-41-2",  3.4905    ,  0.0000    ,-0.21028E-02,  0.0000    ,-0.35860E-03,  0.0000    ,-0.16669E-03,-0.42329E-01,-0.18632    ,-0.41064E-06,-0.59177E-04,-0.12793E-01,-0.15300    , -3.0856    ,  0.0000    ,-0.78093E-02,-0.13793E-06,  0.0000    ,
"15471-17-7",  21.809    ,  0.0000    ,-0.14344E-02,  0.0000    ,  0.0000    ,  0.0000    , -2.4002    , -1.3519    ,-0.74404    ,  0.0000    ,  0.0000    , -1.2305    , -15.899    ,-0.18191    ,-0.16545E-04,-0.13257E-11,  0.0000    ,  0.0000    ,
"16219-75-3",  1599.1    ,  0.0000    , -172.51    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -13.623    , -95.179    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -287.13    , -1030.5    ,-0.12827    ,  0.0000    ,  0.0000    ,
"18063-03-1",  61.100    ,  0.0000    ,-0.16331    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.17454E-06, -4.9972    , -23.612    ,  0.0000    ,  0.0000    ,-0.26033E-05,-0.24491E-04, -32.288    ,-0.33446E-01,-0.16594E-04,  0.0000    ,  0.0000    ,
"19444-21-4", 0.66229    ,  0.0000    ,-0.19584E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.28287E-07,-0.13168E-01,-0.48550E-01,  0.0000    ,  0.0000    ,-0.88625E-07,-0.69246E-06,-0.57107    ,-0.27552E-01,-0.12496E-06,  0.0000    ,  0.0000    ,
"21743-27-1",  16.165    ,  0.0000    ,-0.57049E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.16661E-04, -1.5277    , -8.2993    ,  0.0000    ,  0.0000    ,-0.13500E-03,-0.17138E-02, -6.2749    ,-0.42161E-02,-0.12614E-04,  0.0000    ,  0.0000    ,
"24199-46-0",  35.616    ,  0.0000    ,-0.82335    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.47400    , -3.2549    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -25.202    , -5.8608    ,-0.86175E-03,  0.0000    ,  0.0000    ,
"25265-77-4",  649.58    ,  0.0000    , -3.3301    ,  0.0000    ,-0.12013    ,  0.0000    ,  0.0000    , -16.830    , -155.44    ,-0.81626E-04,-0.18819E-01,  0.0000    ,  0.0000    , -459.14    , -14.596    ,-0.12688    ,-0.30876E-04,  0.0000    ,
"26741-53-7",  5.8263    , 0.66068E-02,  0.0000    ,  0.0000    , -6.6510    ,  0.0000    ,  0.0000    ,-0.13823E-01,-0.12560    ,-0.34639E-01, -4.1580    ,  0.0000    ,  0.0000    , -1.5914    ,  0.0000    ,-0.25484E-02,-0.14410E-01,  0.0000    ,
"29806-73-3",  145.02    ,  0.0000    ,-0.26941E-02,  0.0000    , -111.42    ,  0.0000    ,  0.0000    ,-0.35059    , -2.6844    ,-0.16419    ,  0.0000    ,  0.0000    ,  0.0000    , -18.426    , -12.321    ,-0.27353E-01,-0.32232E-01,  0.0000    ,
"31775-89-0", 0.84499E-01,  0.0000    ,-0.13442E-01,  0.0000    ,-0.60245E-05,  0.0000    ,-0.85652E-03,-0.70105E-02,-0.41567E-01,-0.58635E-08,-0.18564E-05,-0.24501E-03,-0.27847E-02,-0.18337E-01,  0.0000    ,-0.24879E-03,-0.89881E-09,  0.0000    ,
"34690-00-1",  4.1095    ,  0.0000    ,-0.27412E-03,  0.0000    ,  0.0000    ,  0.0000    ,-0.45153    ,-0.25495    ,-0.14032    ,  0.0000    ,  0.0000    ,-0.23196    , -2.9966    ,-0.34276E-01,  0.0000    ,-0.84710E-14,  0.0000    ,  0.0000    ,
"36635-56-0",  5.2394    ,  0.0000    ,-0.16137E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.65050E-06,-0.49035    , -2.2986    ,  0.0000    ,  0.0000    ,-0.11638E-04,-0.10900E-03, -2.4339    ,-0.10382E-03,-0.13957E-05,  0.0000    ,  0.0000    ,
"40601-76-1",  7.6737    ,  0.0000    ,-0.71783E-02,  0.0000    , -3.0993    ,  0.0000    ,-0.12442E-05,-0.38165    ,-0.21558    ,-0.28959    , -3.4358    ,-0.22386E-07,-0.10403E-05,-0.10328    ,  0.0000    ,-0.88095E-02,-0.14380    ,  0.0000    ,
"52449-76-0",  26.867    ,  0.0000    ,-0.27356E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.0973    , -3.9549    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -21.777    ,-0.96637E-02,-0.10225E-04,  0.0000    ,  0.0000    ,
"55314-16-4",  68.941    ,  0.0000    ,-0.27506    ,  0.0000    ,  0.0000    ,  0.0000    , -5.1073    , -4.1629    , -4.6559    ,  0.0000    ,  0.0000    , -3.4157    , -44.557    , -6.7634    ,-0.65171E-03,-0.26690E-04,  0.0000    ,  0.0000    ,
"56973-87-6", 0.38419    ,  0.0000    ,-0.66810E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.38770E-02,-0.21079E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.31113    ,-0.41383E-01,-0.23197E-04,  0.0000    ,  0.0000    ,
"59487-23-9", 0.43174    ,  0.0000    ,-0.14274E-02,  0.0000    ,-0.57002E-04,  0.0000    ,-0.23288E-10,-0.45625E-01,-0.23315    ,-0.10061E-04,-0.92465E-04,-0.88231E-10,  0.0000    ,-0.14804    ,  0.0000    ,-0.34273E-02,-0.60250E-06,  0.0000    ,
"64354-92-3",  36.467    ,  0.0000    , -10.887    ,  0.0000    ,-0.67013E-02,  0.0000    ,  0.0000    ,-0.74300    , -6.4825    ,-0.51240E-05,-0.11504E-02,  0.0000    ,  0.0000    , -15.887    , -2.3454    ,-0.11503    ,-0.17833E-05,  0.0000    ,
"67801-15-4",  4.8730    ,  0.0000    ,-0.86972E-01,  0.0000    ,-0.21971E-06,  0.0000    ,  0.0000    ,-0.45003E-01,-0.25222    ,-0.72393E-09,-0.18830E-06,  0.0000    ,  0.0000    , -3.9422    ,-0.54604    ,-0.22924E-03,-0.10432E-09,  0.0000    ,
"70516-41-5",  15.714    , 0.14075E-01,  0.0000    ,  0.0000    , -6.5189    , 0.19734E-05,  0.0000    ,-0.77653    ,-0.82401    ,-0.57747    , -6.5071    ,-0.96513E-06,-0.55589E-04,-0.32783    ,  0.0000    ,-0.11142    ,-0.13649    ,  0.0000    ,
"75490-39-0", 0.34118    ,  0.0000    ,-0.40826E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.57687E-02,-0.37599E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.26803    ,-0.25550E-01,-0.11974E-03,  0.0000    ,  0.0000    ,
"79456-26-1",  45.677    ,  0.0000    ,-0.15061    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.40535E-05, -3.8560    , -21.281    ,  0.0000    ,  0.0000    ,-0.29915E-04,-0.38351E-03, -20.265    ,-0.11991    ,-0.11243E-02,  0.0000    ,  0.0000    ,
"84418-63-3",  1.6640    ,  0.0000    ,-0.30684E-01,  0.0000    ,-0.24391E-03,  0.0000    ,  0.0000    ,-0.48434E-01,-0.48271    ,-0.20770E-07,-0.11039E-04,  0.0000    ,  0.0000    , -1.1004    ,-0.58082E-03,-0.84334E-03,-0.78049E-08,  0.0000    ,
"88150-62-3",  5.2359    ,  0.0000    ,-0.10192E-01,  0.0000    ,-0.49536E-03,  0.0000    ,-0.14592E-08,-0.46758    , -2.1514    ,-0.48760E-06,-0.64049E-04,-0.24410E-07,-0.23024E-06, -2.6023    ,  0.0000    ,-0.41087E-02,-0.17786E-06,  0.0000    ,
"93413-62-8",  2.1138    ,  0.0000    ,-0.62523E-03,  0.0000    ,  0.0000    ,  0.0000    ,-0.22397E-05,-0.57805E-01,-0.10923    ,  0.0000    ,  0.0000    ,-0.11759E-03,-0.53532E-03, -1.9455    ,-0.39613E-06,-0.53518E-05,  0.0000    ,  0.0000    ,
"99817-36-4",  118.59    ,  0.0000    ,-0.17865E-01,  0.0000    ,-0.13623E-01,  0.0000    , -19.429    , -5.3120    , -2.9663    ,-0.83274E-05,-0.76748E-03, -5.8251    , -80.042    , -3.8092    , -1.1710    ,-0.96010E-02,-0.63564E-05,  0.0000    ,
"107737-97-3",  1.0007    ,  0.0000    ,-0.10669E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.17088E-01,-0.87127E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.81333    ,-0.72461E-01,-0.79629E-04,  0.0000    ,  0.0000    ,
"120298-38-6", 0.75500    ,  0.0000    ,-0.20101E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.45511E-03,-0.61913E-01,-0.26531    ,  0.0000    ,  0.0000    ,-0.71526E-02,-0.71115E-01,-0.34701    ,-0.97103E-11,-0.17333E-07,  0.0000    ,  0.0000    ,
"131538-00-6",  1.8006    ,  0.0000    ,-0.54626    ,  0.0000    ,-0.35037E-03,  0.0000    ,-0.94681E-01,-0.75984E-01,-0.85101    ,-0.68397E-07,-0.32391E-04,-0.99639E-02,-0.14967    ,-0.67438E-01,-0.16217E-02,-0.34415E-02,-0.83187E-08,  0.0000    ,
"139007-06-0",  2.2827    ,  0.0000    ,-0.19515E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.14291E-03,-0.39783E-01,-0.20075    ,  0.0000    ,  0.0000    ,-0.99686E-04,-0.12149E-02, -1.8807    ,-0.14030    ,-0.20531E-03,  0.0000    ,  0.0000    ,
"151900-44-6",  4.9615    ,  0.0000    ,-0.14301E-02,  0.0000    , -10.639    ,  0.0000    ,  0.0000    ,-0.10266E-01,-0.19097E-01,-0.11202    , -25.750    ,  0.0000    ,  0.0000    ,-0.91113E-01,  0.0000    ,-0.13219E-02,-0.24821E-01,  0.0000    ,
"167004-78-6",  190.49    ,  0.0000    ,-0.18760    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -6.1507    , -22.273    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -161.84    ,-0.28305E-01,-0.22876E-04,  0.0000    ,  0.0000    ,
"220727-26-4",  1.7289    ,  0.0000    ,-0.83402E-04,  0.0000    ,-0.16530E-03,  0.0000    ,-0.25466    ,-0.90475E-01,-0.49951E-01,-0.16822E-06,-0.28381E-04,-0.91655E-01, -1.2271    ,-0.14842E-01,-0.21485E-04,-0.48039E-04,-0.49962E-07,  0.0000    ,
"932742-30-8",  20.296    ,  0.0000    ,-0.29740E-01,  0.0000    , -12.547    ,  0.0000    ,-0.43622E-07,-0.40939E-01,-0.17935E-01,-0.45685    , -161.75    ,-0.19523E-07,-0.63548E-06,-0.61010    ,  0.0000    ,-0.73607E-03,-0.41128E-01,  0.0000    ,
"114772-54-2",  2.1610    ,  0.0000    ,-0.23133E-02,  0.0000    ,-0.34698E-03,  0.0000    ,  0.0000    ,-0.34988E-01,-0.19668    ,-0.23241E-06,-0.80496E-04,  0.0000    ,  0.0000    , -1.8988    ,-0.26900E-01,-0.10380E-02,-0.29508E-07,  0.0000    ,
"114-07-8",  1.3682    ,  0.0000    ,-0.60123E-02,  0.0000    ,-0.16000E-04,  0.0000    ,-0.61210E-07,-0.17917    ,-0.94220    ,-0.19151E-07,-0.54247E-05,-0.10881E-05,-0.11162E-04,-0.24067    ,  0.0000    ,-0.35246E-04,-0.34128E-08,  0.0000    ,
"15687-27-1",  52.022    ,  0.0000    ,-0.51929E-02,  0.0000    ,-0.56445E-03,  0.0000    , -2.4177    , -4.1102    , -2.2629    ,-0.30535E-06,-0.99228E-04, -3.2640    , -39.936    ,-0.21024E-01,-0.38683E-02,-0.14589E-02,-0.20056E-07,  0.0000    ,
"41859-67-0",  3.1715    ,  0.0000    ,-0.23373E-03,  0.0000    ,-0.11024E-04,  0.0000    ,-0.12768    ,-0.26388    ,-0.74336E-01,-0.98194E-08,-0.29322E-05,-0.22229    , -2.4756    ,-0.70253E-02,  0.0000    ,-0.90093E-04,-0.13222E-08,  0.0000    ,
"525-66-6",  1.4466    ,  0.0000    ,-0.14601E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.13007E-05,-0.19734    , -1.0771    ,  0.0000    ,  0.0000    ,-0.98309E-05,-0.10420E-03,-0.15702    ,-0.36730E-05,-0.19689E-03,  0.0000    ,  0.0000    ,
"57-63-6", 0.40948E-02,  0.0000    ,-0.90353E-04,  0.0000    ,  0.0000    ,  0.0000    ,-0.48355E-06,-0.45327E-03,-0.24908E-02,  0.0000    ,  0.0000    ,-0.13584E-05,-0.14451E-04,-0.10406E-02,-0.10067E-06,-0.34441E-05,  0.0000    ,  0.0000    ,
"61869-08-7", 0.17137    ,  0.0000    ,-0.16336E-03,  0.0000    ,  0.0000    ,  0.0000    ,-0.37608E-01,-0.65022E-02,-0.40078E-02,  0.0000    ,  0.0000    ,-0.82259E-02,-0.11356    ,-0.13004E-02,-0.49089E-06,-0.74950E-05,  0.0000    ,  0.0000    ,
"78439-06-2", 0.31944E-01,  0.0000    ,-0.27748E-05,  0.0000    ,  0.0000    ,  0.0000    ,-0.13386E-02,-0.25534E-02,-0.13943E-02,  0.0000    ,  0.0000    ,-0.20127E-02,-0.24538E-01,-0.10088E-03,  0.0000    ,-0.17693E-11,  0.0000    ,  0.0000    ,
"88150-42-9", 0.61650    ,  0.0000    ,-0.10921E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.26535E-01,-0.49362E-01,-0.44999E-01,  0.0000    ,  0.0000    ,-0.36349E-01,-0.44620    ,-0.11958E-01,-0.10817E-05,-0.13936E-04,  0.0000    ,  0.0000    ,
"81103-11-9", 0.77943    ,  0.0000    ,-0.35520E-02,  0.0000    ,-0.10947E-04,  0.0000    ,-0.37086E-07,-0.96272E-01,-0.51148    ,-0.11915E-07,-0.34945E-05,-0.57277E-06,-0.59197E-05,-0.16801    ,  0.0000    ,-0.10389E-03,-0.16770E-08,  0.0000    ,
"54-11-5", 0.28271    ,  0.0000    ,-0.72719E-03,  0.0000    ,  0.0000    ,  0.0000    ,-0.37241E-02,-0.25210E-01,-0.47739E-01,  0.0000    ,  0.0000    ,-0.13873E-01,-0.16872    ,-0.22710E-01,-0.11252E-04,-0.76969E-07,  0.0000    ,  0.0000    ,
"130-26-7", 0.58250E-01,  0.0000    ,-0.79701E-05,  0.0000    ,  0.0000    ,  0.0000    ,-0.24219E-02,-0.45862E-02,-0.25036E-02,  0.0000    ,  0.0000    ,-0.35968E-02,-0.43532E-01,-0.16032E-02,-0.87056E-07,-0.17631E-05,  0.0000    ,  0.0000    ,
"101-42-8",  7.4427    ,  0.0000    ,-0.52142    ,  0.0000    ,  0.0000    ,  0.0000    , -1.7304    ,-0.32027E-01, -1.0054    ,  0.0000    ,  0.0000    ,-0.98454E-01, -3.5023    ,-0.54849    ,-0.37425E-02,-0.58020E-04,  0.0000    ,  0.0000    ,
"107534-96-3",  32.605    ,  0.0000    , -9.4068    ,  0.0000    ,  0.0000    ,  0.0000    , -6.6351    ,-0.40736    , -8.4072    ,  0.0000    ,  0.0000    ,-0.25136    , -5.9867    , -1.3169    ,-0.39667E-02,-0.18837    ,  0.0000    ,  0.0000    ,
"114-26-1",  1.4001    , 0.22750E-03,  0.0000    ,  0.0000    ,  0.0000    , 0.62981E-08,  0.0000    ,-0.69576E-02,-0.22795E-01,  0.0000    ,  0.0000    ,-0.16060E-06,-0.96149E-06, -1.3689    ,-0.13361E-02,-0.76317E-06,  0.0000    ,  0.0000    ,
"120068-37-3", 0.65575E-01,  0.0000    ,-0.10680E-05,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.26118E-03,-0.46575E-03,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.64841E-01,  0.0000    ,-0.43171E-06,  0.0000    ,  0.0000    ,
"126833-17-8",  5.3503    ,  0.0000    , -1.1365    ,  0.0000    ,  0.0000    ,  0.0000    , -1.3290    ,-0.39678E-01, -1.0684    ,  0.0000    ,  0.0000    ,-0.48347E-01, -1.2538    ,-0.42924    ,-0.41760E-03,-0.44729E-01,  0.0000    ,  0.0000    ,
"13360-45-7",  4.1632    ,  0.0000    , -1.8693    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.63571E-01, -2.2013    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.16263E-03,-0.19099E-01,-0.97221E-02,  0.0000    ,  0.0000    ,
"140923-17-7",  5.2100    , 0.46501E-03,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.1895    ,-0.42602E-02,-0.16045E-01,  0.0000    ,  0.0000    ,-0.21279    , -3.7765    ,-0.10646E-01,-0.76524E-03,-0.35083E-05,  0.0000    ,  0.0000    ,
"15545-48-9",  6.4650    ,  0.0000    ,-0.65631E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.94734    ,-0.98169E-02,-0.20693    ,  0.0000    ,  0.0000    ,-0.86303E-01, -3.2198    , -1.9262    ,-0.22491E-02,-0.20397E-03,  0.0000    ,  0.0000    ,
"1689-84-5",  60.212    ,  0.0000    ,-0.38497E-02,  0.0000    ,  0.0000    ,  0.0000    , -21.399    ,-0.48998E-01,-0.21568E-01,  0.0000    ,  0.0000    , -1.4193    , -37.283    ,-0.32972E-01,-0.21498E-02,-0.67053E-04,  0.0000    ,  0.0000    ,
"1897-45-6",  11.632    ,  0.0000    , -4.2964    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.30804    , -6.7002    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.30265    ,-0.24210E-01,  0.0000    ,  0.0000    ,
"2164-17-2",  5.2632    ,  0.0000    ,-0.10037    ,  0.0000    ,  0.0000    ,  0.0000    , -1.7071    ,-0.87664E-02,-0.17962    ,  0.0000    ,  0.0000    ,-0.87043E-01, -3.1384    ,-0.39225E-01,-0.23174E-02,-0.14201E-03,  0.0000    ,  0.0000    ,
"23560-59-0",  1.5397    ,  0.0000    ,-0.86161E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.24079E-01,-0.57017    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.83447    ,-0.24281E-01,-0.48306E-03,  0.0000    ,  0.0000    ,
"2642-71-9",  1.1173    , 0.13479E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.70769E-02,-0.75856E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.0342    ,-0.93093E-03,-0.50202E-03,  0.0000    ,  0.0000    ,
"30560-19-1",  2.1067    ,  0.0000    ,-0.12153E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.45554E-06,-0.28307E-01,-0.63469    ,  0.0000    ,  0.0000    ,-0.12565E-05,-0.31986E-04, -1.4312    ,-0.19692E-03,-0.48724E-06,  0.0000    ,  0.0000    ,
"34123-59-6",  3797.0    ,  0.0000    , -6.2791    ,  0.0000    ,  0.0000    ,  0.0000    , -20.610    , -11.083    , -248.98    ,  0.0000    ,  0.0000    , -26.832    , -772.46    , -2709.5    ,-0.78775    ,-0.32091    ,  0.0000    ,  0.0000    ,
"41083-11-8", 0.70261E-01,  0.0000    ,-0.58542E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.16408E-06,-0.14746E-03,-0.37238E-02,  0.0000    ,  0.0000    ,-0.70604E-09,-0.10784E-07,-0.74664E-02,  0.0000    ,-0.38109E-03,  0.0000    ,  0.0000    ,
"52888-80-9",  261.49    ,  0.0000    ,-0.21129    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.41894    , -2.3978    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -253.67    , -4.7732    ,-0.13053E-01,  0.0000    ,  0.0000    ,
"5598-13-0",  1.3259    ,  0.0000    ,-0.55556    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.96424E-02,-0.16174    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.55158    ,-0.42138E-01,-0.52707E-02,  0.0000    ,  0.0000    ,
"60-51-5",  2.0799    ,  0.0000    ,-0.10174    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.13405    ,-0.19174E-01,-0.47746    ,  0.0000    ,  0.0000    ,-0.21491E-01,-0.66257    ,-0.66249    ,-0.86162E-03,-0.14501E-04,  0.0000    ,  0.0000    ,
"67747-09-5",  1.4702    ,  0.0000    ,-0.18880E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.53905E-03,-0.89473E-02,-0.88052E-01,  0.0000    ,  0.0000    ,-0.11969E-03,-0.21138E-02, -1.3499    ,-0.15058E-03,-0.14894E-02,  0.0000    ,  0.0000    ,
"7287-19-6",  4.0684    ,  0.0000    , -1.0144    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.40705E-03,-0.57185E-01, -2.9495    ,  0.0000    ,  0.0000    ,-0.18621E-04,-0.90978E-03,  0.0000    ,-0.23921E-01,-0.21931E-01,  0.0000    ,  0.0000    ,
"79538-32-2", 0.16402    ,  0.0000    ,-0.99922E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.76611E-03,-0.56615E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.43346E-01,-0.14163E-01,-0.16470E-03,  0.0000    ,  0.0000    ,
"83164-33-4",  19.587    ,  0.0000    , -6.3867    ,  0.0000    ,-0.20608E-04,  0.0000    , -4.7943    ,-0.15462    , -4.4472    ,-0.77953E-06,-0.24746E-07,-0.12344    , -3.4447    ,  0.0000    ,-0.36984E-02,-0.23163    ,-0.22399E-05,  0.0000    ,
"88671-89-0",  8.5940    ,  0.0000    , -4.0838    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.97808E-06,-0.15607    , -3.5796    ,  0.0000    ,  0.0000    ,-0.30777E-07,-0.85332E-06,-0.74147    ,-0.56221E-02,-0.27183E-01,  0.0000    ,  0.0000    ,
"96489-71-3", 0.10255E-01,  0.0000    ,-0.55586E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.15534E-04,-0.47647E-03,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.41058E-02,-0.43813E-04,-0.54831E-04,  0.0000    ,  0.0000    ,
"58-89-9", 0.61113E-01,  0.0000    ,-0.98376E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.22449E-03,-0.10532E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.14377E-01,-0.25930E-01,-0.20962E-03,  0.0000    ,  0.0000    ,
"75-99-0",  10.442    , 0.29263E-03,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -3.7087    ,-0.84597E-02,-0.19958E-02,  0.0000    ,  0.0000    ,-0.24645    , -6.4615    ,-0.11760E-01,-0.51972E-02,-0.37325E-07,  0.0000    ,  0.0000    ,
"555-37-3",  4.4413    ,  0.0000    ,-0.29509E-01,  0.0000    ,  0.0000    ,  0.0000    , -1.2163    ,-0.49976E-02,-0.60378E-01,  0.0000    ,  0.0000    ,-0.69685E-01, -2.5145    ,-0.54278    ,-0.85679E-03,-0.20411E-02,  0.0000    ,  0.0000    ,
"7003-89-6",  1063.2    ,  0.0000    , -9.6259    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -8.0481    , -110.96    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -838.23    , -96.326    ,-0.48019E-06,  0.0000    ,  0.0000    ,
"24579-73-5",  25.119    , 0.39331E-02,  0.0000    ,  0.0000    ,  0.0000    , 0.30793E-05,  0.0000    ,-0.13485    ,-0.65535    ,  0.0000    ,  0.0000    ,-0.77650E-04,-0.68752E-03, -24.322    ,-0.37056E-02,-0.56334E-05,  0.0000    ,  0.0000    ,
"51707-55-2",  5.5487    , 0.19198E-02,  0.0000    ,  0.0000    ,  0.0000    , 0.37556E-01,  0.0000    ,-0.96956E-02,-0.18591    ,  0.0000    ,  0.0000    ,-0.18441E-01,-0.58592    , -4.7874    ,-0.12882E-04,-0.28691E-04,  0.0000    ,  0.0000    ,
"76738-62-0", 0.12403E-01, 0.46293E-04,  0.0000    ,  0.0000    ,  0.0000    , 0.11009E-03,  0.0000    ,-0.44610E-04,-0.18620E-02,  0.0000    ,  0.0000    ,-0.50026E-04,-0.24180E-02,-0.81472E-02,-0.26092E-04,-0.10971E-04,  0.0000    ,  0.0000    ,
"139528-85-1",  24.561    ,  0.0000    ,-0.41776E-03,  0.0000    ,  0.0000    ,  0.0000    , -8.7707    ,-0.14880E-01,-0.39271E-02,  0.0000    ,  0.0000    ,-0.51864    , -15.010    ,-0.24163    ,  0.0000    ,-0.87981E-05,  0.0000    ,  0.0000    ,
"100-37-8",  94.330    ,  0.0000    , -3.2168    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.48198E-04, -4.2489    , -40.271    ,  0.0000    ,  0.0000    ,-0.42954E-04,-0.60377E-03, -46.435    ,-0.16448    ,-0.29768E-03,  0.0000    ,  0.0000    ,
"100-83-4", 0.38527    ,  0.0000    ,-0.55540E-03,  0.0000    ,  0.0000    ,  0.0000    ,-0.22763E-04,-0.93496E-02,-0.47585E-01,  0.0000    ,  0.0000    ,-0.21619E-03,-0.22052E-02,-0.32506    ,-0.25713E-03,-0.66654E-06,  0.0000    ,  0.0000    ,
"103-23-1",  876.69    ,  0.0000    , -11.868    ,  0.0000    , -78.166    ,  0.0000    ,  0.0000    , -3.4499    , -17.488    ,-0.69847E-02,-0.27773E-01,  0.0000    ,  0.0000    , -707.64    , -59.013    ,-0.30386    ,-0.15626E-01,  0.0000    ,
"10543-57-4",  2227.1    ,  0.0000    , -1.1740    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -114.03    , -231.85    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1880.0    ,-0.23306E-04,-0.41933E-05,  0.0000    ,  0.0000    ,
"106-25-2",  12.102    ,  0.0000    ,-0.21808    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.17540    , -1.0846    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -9.4181    , -1.2036    ,-0.17346E-02,  0.0000    ,  0.0000    ,
"107-41-5",  459.88    ,  0.0000    ,-0.93987    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -12.009    , -88.665    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -354.08    , -4.1701    ,-0.23830E-03,  0.0000    ,  0.0000    ,
"108-80-5",  8472.0    ,  0.0000    , -82.617    ,  0.0000    ,-0.36348    ,  0.0000    , -747.96    , -599.16    , -904.10    ,  0.0000    ,  0.0000    , -448.11    , -5689.5    ,  0.0000    ,-0.35272E-08,-0.11526E-03,  0.0000    ,  0.0000    ,
"110-97-4",  534.65    ,  0.0000    , -1.7042    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.15220E-06, -38.969    , -223.48    ,  0.0000    ,  0.0000    ,-0.22214E-05,-0.25460E-04, -270.44    ,-0.84535E-01,-0.21013E-04,  0.0000    ,  0.0000    ,
