,2012/12/31_Cdis,2013/12/31_Cdis,
   9518824,    0.24339E-11,    0.39375E-11,
   9590917,    0.11788E-10,    0.49116E-11,
   9590926,    0.28345E-10,    0.26380E-09,
   9591036,    0.38843E-09,    0.18129E-09,
   9591060,    0.10685E-10,    0.68424E-11,
   9591063,    0.39603E-10,    0.29440E-09,
   9591075,    0.66652E-11,    0.42520E-10,
   9591095,    0.68125E-10,    0.23842E-09,
   9591125,    0.22217E-10,    0.18839E-09,
   9591204,    0.58552E-10,    0.44652E-09,
   9591230,    0.91268E-10,    0.80761E-09,
   9591754,    0.93322E-10,    0.89237E-10,
   9591993,    0.19524E-10,    0.10776E-10,
   9592117,    0.31797E-10,    0.31463E-10,
   9592146,    0.26436E-10,    0.10417E-10,
   9592149,    0.10290E-09,    0.87538E-10,
   9592778,    0.12362E-09,    0.31784E-09,
   9592782,    0.29493E-10,    0.12783E-09,
   9592785,    0.38038E-10,    0.14018E-09,
   9592789,    0.24023E-10,    0.16709E-09,
   9592805,    0.61461E-10,    0.34536E-09,
   9592810,    0.15776E-10,    0.62632E-10,
   9592815,    0.40827E-10,    0.17662E-09,
   9592819,    0.39271E-10,    0.17192E-09,
   9592867,    0.85872E-10,    0.30528E-09,
   9592881,    0.20671E-10,    0.11385E-09,
   9592882,    0.26471E-10,    0.10449E-09,
   9592889,    0.91413E-10,    0.41482E-09,
   9592894,    0.91905E-10,    0.41672E-09,
   9592907,    0.30713E-10,    0.10031E-09,
   9592911,    0.13522E-10,    0.72249E-10,
   9592923,    0.38766E-10,    0.17370E-09,
   9592930,    0.31778E-10,    0.74727E-10,
   9592953,    0.10940E-09,    0.59373E-09,
   9592959,    0.16258E-10,    0.63803E-10,
   9592981,    0.30330E-10,    0.12328E-09,
   9593006,    0.45702E-10,    0.21033E-09,
   9593007,    0.12510E-10,    0.57921E-10,
   9593010,    0.15793E-10,    0.60984E-10,
   9593032,    0.68907E-10,    0.23475E-09,
   9593044,    0.48023E-10,    0.26692E-09,
   9593048,    0.34106E-10,    0.15413E-09,
   9593056,    0.45125E-10,    0.32872E-09,
   9593062,    0.21112E-10,    0.48434E-10,
   9593065,    0.10812E-09,    0.52899E-09,
   9593068,    0.91871E-10,    0.41955E-09,
   9593073,    0.84659E-10,    0.44775E-09,
   9593082,    0.50506E-10,    0.21000E-09,
   9593086,    0.26740E-10,    0.10652E-09,
   9593103,    0.34234E-10,    0.31941E-09,
   9593120,    0.44373E-10,    0.19659E-09,
   9593135,    0.24087E-10,    0.12190E-09,
   9593141,    0.33119E-10,    0.21392E-09,
   9593152,    0.24427E-10,    0.12443E-09,
   9593158,    0.29236E-10,    0.11369E-09,
   9593164,    0.14911E-10,    0.55682E-10,
   9593191,    0.87998E-10,    0.32620E-09,
   9593199,    0.22972E-10,    0.97086E-10,
   9593210,    0.28318E-10,    0.14446E-09,
   9593218,    0.19641E-10,    0.81535E-10,
   9593227,    0.18564E-10,    0.85423E-10,
   9593229,    0.49613E-10,    0.24664E-09,
   9593239,    0.23325E-10,    0.12610E-09,
   9593248,    0.13869E-09,    0.50675E-09,
   9593249,    0.15050E-10,    0.61247E-10,
   9705969,    0.11118E-10,    0.23561E-10,
   9518318,    0.75553E-10,    0.24822E-09,
   9517173,    0.22948E-09,    0.32749E-09,
   9000979,    0.42696E-11,    0.15512E-10,
   9592035,    0.11960E-09,    0.10848E-09,
   9518458,    0.15006E-10,    0.54025E-11,
   9503911,    0.24372E-10,    0.67307E-10,
   9592791,    0.13788E-10,    0.55085E-10,
   9517923,    0.14939E-09,    0.44660E-09,
   9518425,    0.75722E-10,    0.10596E-09,
   9518550,    0.45531E-11,    0.12227E-10,
   9591822,    0.11082E-09,    0.10077E-09,
   9500295,    0.42006E-10,    0.16237E-09,
   9500603,    0.80838E-11,    0.88488E-11,
   9517926,    0.83873E-10,    0.33643E-09,
   9500238,    0.18788E-09,    0.26415E-09,
   9503136,    0.85110E-11,    0.16059E-10,
   9000809,    0.15534E-09,    0.82237E-10,
   9593089,    0.43605E-10,    0.10601E-09,
   9500499,    0.16676E-10,    0.23685E-10,
   9500287,    0.64748E-10,    0.18602E-09,
   9592998,    0.39000E-10,    0.16352E-09,
   9517971,    0.22832E-08,    0.31060E-08,
   9500409,    0.11580E-09,    0.34917E-09,
   9500262,    0.78402E-09,    0.77768E-09,
   9517004,    0.18883E-09,    0.26114E-09,
   9517689,    0.29957E-09,    0.45494E-09,
   9000813,    0.71734E-09,    0.37609E-09,
   9500258,    0.19497E-10,    0.67721E-10,
   9517080,    0.64820E-10,    0.10966E-09,
   9517951,    0.63739E-10,    0.17638E-09,
   9518112,    0.23359E-10,    0.70065E-10,
   9500283,    0.73297E-10,    0.27535E-09,
   9592903,    0.46934E-10,    0.25037E-09,
   9000850,    0.59234E-10,    0.15595E-09,
   9500276,    0.69124E-10,    0.25822E-09,
   9592840,    0.52923E-10,    0.26768E-09,
   9000980,    0.36177E-11,    0.11992E-10,
   9500277,    0.12139E-10,    0.37068E-10,
   9503678,    0.27067E-09,    0.45382E-09,
   9001234,    0.10687E-10,    0.44280E-10,
   9518292,    0.12160E-10,    0.37343E-10,
   9517825,    0.14638E-09,    0.34964E-09,
   9593225,    0.84832E-10,    0.30753E-09,
   9504555,    0.26771E-10,    0.24997E-10,
   9500410,    0.67667E-11,    0.69064E-11,
   9504039,    0.30024E-10,    0.66486E-10,
   9500284,    0.21528E-08,    0.56289E-08,
   9518452,    0.78397E-11,    0.81981E-11,
   9518124,    0.86859E-10,    0.77701E-10,
   9500255,    0.11481E-10,    0.35655E-10,
   9500213,    0.13135E-10,    0.18202E-10,
   9517479,    0.89323E-10,    0.12997E-09,
   9517816,    0.55375E-10,    0.91727E-10,
   9592784,    0.35613E-10,    0.97535E-10,
   9517785,    0.48719E-10,    0.68340E-10,
   9500294,    0.51961E-10,    0.19058E-09,
   9517493,    0.12146E-09,    0.43509E-09,
   9000978,    0.12588E-10,    0.38134E-10,
   9518072,    0.82388E-10,    0.30991E-09,
   9517402,    0.80241E-10,    0.14306E-09,
   9518590,    0.58277E-11,    0.16054E-10,
   9592868,    0.30515E-10,    0.67949E-10,
   9517855,    0.64917E-10,    0.17545E-09,
   9517777,    0.59737E-10,    0.21135E-09,
   9500264,    0.61354E-09,    0.36600E-09,
   9517049,    0.64105E-10,    0.11350E-09,
   9504560,    0.44688E-10,    0.63757E-10,
   9518570,    0.29827E-10,    0.91129E-10,
   9503062,    0.26659E-10,    0.51054E-10,
   9593223,    0.13327E-10,    0.46512E-10,
   9593052,    0.87391E-10,    0.16088E-09,
   9517948,    0.60240E-10,    0.16903E-09,
   9517534,    0.20522E-08,    0.31145E-08,
   9518497,    0.12883E-10,    0.25427E-10,
   9517447,    0.18492E-08,    0.28878E-08,
   9503380,    0.10595E-08,    0.12402E-08,
   9517881,    0.18157E-08,    0.40671E-08,
   9500254,    0.37116E-10,    0.72945E-10,
   9503244,    0.10058E-10,    0.25357E-10,
   9518640,    0.19648E-10,    0.47232E-10,
   9517606,    0.25854E-10,    0.75845E-10,
   9517729,    0.63874E-10,    0.15962E-09,
   9591828,    0.18882E-09,    0.17134E-09,
   9517705,    0.22518E-09,    0.36043E-09,
   9517697,    0.23089E-08,    0.31200E-08,
   9518577,    0.16148E-10,    0.70146E-11,
   9518332,    0.69128E-10,    0.23467E-09,
   9503061,    0.31654E-10,    0.52921E-10,
   9518179,    0.54128E-10,    0.12963E-09,
   9504337,    0.11695E-10,    0.10929E-10,
   9517812,    0.17822E-08,    0.30649E-08,
   9518105,    0.54238E-10,    0.16518E-09,
   9518732,    0.20776E-10,    0.26291E-10,
   9503800,    0.20118E-10,    0.52692E-10,
   9518358,    0.11465E-09,    0.34457E-09,
   9517602,    0.74841E-10,    0.14029E-09,
   9517798,    0.77659E-10,    0.23931E-09,
   9517585,    0.12656E-09,    0.50464E-09,
   9500261,    0.56909E-09,    0.28871E-09,
   9518535,    0.28217E-11,    0.87856E-11,
   9593033,    0.39732E-10,    0.16599E-09,
   9591133,    0.57241E-10,    0.37174E-09,
   9500246,    0.33421E-10,    0.80545E-10,
   9504353,    0.23160E-10,    0.20923E-10,
   9503199,    0.28522E-10,    0.39652E-10,
   9000917,    0.24641E-10,    0.18457E-09,
   9504667,    0.12709E-10,    0.15260E-10,
   9517680,    0.28407E-08,    0.73226E-08,
   9518044,    0.25357E-09,    0.15674E-09,
   9517636,    0.29656E-09,    0.20958E-08,
   9517289,    0.70810E-10,    0.10523E-09,
   9500439,    0.21817E-10,    0.21646E-10,
   9518043,    0.91776E-09,    0.10340E-08,
   9517853,    0.83049E-10,    0.12158E-09,
   9593213,    0.44849E-10,    0.17405E-09,
   9518676,    0.70337E-10,    0.93135E-10,
   9518257,    0.36653E-10,    0.86271E-10,
   9593174,    0.23545E-10,    0.92612E-10,
   9593219,    0.23662E-10,    0.70217E-10,
   9502925,    0.36080E-10,    0.32647E-10,
   9518276,    0.48925E-09,    0.77916E-09,
   9503453,    0.21671E-09,    0.33052E-09,
   9518015,    0.10295E-10,    0.30271E-10,
   9592893,    0.48217E-10,    0.22631E-09,
   9502863,    0.11993E-09,    0.17908E-09,
   9592147,    0.10014E-09,    0.48519E-10,
   9500394,    0.59076E-10,    0.43808E-10,
   9504225,    0.11850E-10,    0.10177E-10,
   9591171,    0.40585E-10,    0.67641E-10,
   9503131,    0.80459E-10,    0.13174E-09,
   9500251,    0.44914E-10,    0.96226E-10,
   9517317,    0.10353E-09,    0.15867E-09,
   9516959,    0.80210E-10,    0.13975E-09,
   9517058,    0.38836E-10,    0.77682E-10,
   9518190,    0.11530E-09,    0.11267E-09,
   9500290,    0.19839E-10,    0.20844E-10,
   9517110,    0.89370E-10,    0.19439E-09,
   9501276,    0.20453E-11,    0.25570E-11,
   9517078,    0.13591E-09,    0.19147E-09,
   9592979,    0.17171E-10,    0.53138E-10,
   9518478,    0.62815E-10,    0.54828E-10,
   9500244,    0.57502E-10,    0.67068E-10,
   9518000,    0.56448E-10,    0.32508E-09,
   9517102,    0.47417E-10,    0.10847E-09,
   9503181,    0.16778E-10,    0.22917E-10,
   9593226,    0.38944E-10,    0.13379E-09,
   9503422,    0.26691E-09,    0.77770E-09,
   9503091,    0.35117E-10,    0.45442E-10,
   9516979,    0.98944E-10,    0.10701E-09,
   9502864,    0.16294E-10,    0.29617E-10,
   9504502,    0.19533E-10,    0.21254E-10,
   9593084,    0.19073E-10,    0.89933E-10,
   9503288,    0.12465E-10,    0.26185E-10,
   9518231,    0.45332E-09,    0.30299E-09,
   9592969,    0.84758E-10,    0.28843E-09,
   9517020,    0.46370E-10,    0.10460E-09,
   9592908,    0.15425E-09,    0.58912E-09,
   9517184,    0.75144E-10,    0.17445E-09,
   9593198,    0.45259E-10,    0.13512E-09,
   9517000,    0.88816E-10,    0.17922E-09,
   9593131,    0.24495E-10,    0.71774E-10,
   9503011,    0.36052E-10,    0.49108E-10,
   9517692,    0.17697E-09,    0.37468E-09,
   9593015,    0.44173E-10,    0.11374E-09,
   9518708,    0.31969E-10,    0.97348E-10,
   9517993,    0.10785E-10,    0.31629E-10,
   9592997,    0.29803E-10,    0.12143E-09,
   9504583,    0.20807E-10,    0.23982E-10,
   9504577,    0.22904E-10,    0.22365E-10,
   9592901,    0.17976E-10,    0.50495E-10,
   9518335,    0.21132E-10,    0.62007E-10,
   9503254,    0.29710E-10,    0.38062E-10,
   9592938,    0.45323E-10,    0.17005E-09,
   9517654,    0.12402E-09,    0.16573E-09,
   9503242,    0.45817E-10,    0.64380E-10,
   9517657,    0.27708E-10,    0.74237E-10,
   9591199,    0.83424E-10,    0.33929E-10,
   9517129,    0.41906E-10,    0.85059E-10,
   9517768,    0.44329E-09,    0.39657E-09,
   9504277,    0.15692E-10,    0.18704E-10,
   9518144,    0.49657E-10,    0.15712E-09,
   9503189,    0.79067E-10,    0.12071E-09,
   9518234,    0.62353E-10,    0.14912E-09,
   9518825,    0.45754E-11,    0.13107E-10,
   9517540,    0.62449E-10,    0.10137E-09,
   9592834,    0.76653E-10,    0.19818E-09,
   9518310,    0.96012E-10,    0.30136E-09,
   9500259,    0.42568E-09,    0.29391E-09,
   9518051,    0.49366E-10,    0.15613E-09,
   9518710,    0.17658E-10,    0.33965E-10,
   9518088,    0.12932E-08,    0.13209E-08,
   9503345,    0.23509E-09,    0.57502E-09,
   9518496,    0.14657E-10,    0.36159E-10,
   9500250,    0.74374E-10,    0.10505E-09,
   9517763,    0.42602E-10,    0.14729E-09,
   9518821,    0.20070E-10,    0.18485E-10,
   9517394,    0.69987E-10,    0.16173E-09,
   9592940,    0.50689E-10,    0.12444E-09,
   9518474,    0.33438E-10,    0.34893E-10,
   9503167,    0.38237E-10,    0.39127E-10,
   9593142,    0.22296E-10,    0.10361E-09,
   9504475,    0.17264E-10,    0.22021E-10,
   9500249,    0.67908E-10,    0.92700E-10,
   9500847,    0.83005E-11,    0.11242E-10,
   9500623,    0.12184E-10,    0.13784E-10,
   9517590,    0.60387E-10,    0.93644E-10,
   9593027,    0.25934E-10,    0.72752E-10,
   9517659,    0.10519E-09,    0.36290E-09,
   9517516,    0.58507E-10,    0.88584E-10,
   9517646,    0.25260E-10,    0.71525E-10,
   9503702,    0.21688E-09,    0.37519E-09,
   9593112,    0.24086E-10,    0.96612E-10,
   9518146,    0.29250E-10,    0.89560E-10,
   9518104,    0.40822E-09,    0.31659E-09,
   9518447,    0.46405E-10,    0.25486E-10,
   9518194,    0.59658E-10,    0.14820E-09,
   9503260,    0.81120E-10,    0.12252E-09,
   9517745,    0.82440E-09,    0.14635E-08,
   9504188,    0.10013E-10,    0.14300E-10,
   9592841,    0.12849E-09,    0.39702E-09,
   9504380,    0.19145E-10,    0.24032E-10,
   9517234,    0.10927E-09,    0.12955E-09,
   9502995,    0.36245E-10,    0.37735E-10,
   9517474,    0.26335E-10,    0.68598E-10,
   9504510,    0.24951E-10,    0.29035E-10,
   9517966,    0.18096E-09,    0.19542E-09,
   9517373,    0.64007E-10,    0.93201E-10,
   9518360,    0.54939E-10,    0.17994E-09,
   9517469,    0.46102E-10,    0.15254E-09,
   9517343,    0.61713E-10,    0.11354E-09,
   9517667,    0.11998E-09,    0.38995E-09,
   9517148,    0.79640E-10,    0.12453E-09,
   9518094,    0.40278E-09,    0.31914E-09,
   9502946,    0.36366E-10,    0.38203E-10,
   9518408,    0.17462E-10,    0.27315E-10,
   9517166,    0.79909E-10,    0.11523E-09,
   9517414,    0.62191E-10,    0.11024E-09,
