,2012/12/31_Cdis,2013/12/31_Cdis,
   9504690,    0.18976E-10,    0.25256E-10,
   9517012,    0.73222E-10,    0.11523E-09,
   9518229,    0.42167E-09,    0.35415E-09,
   9593201,    0.22598E-10,    0.79447E-10,
   9500232,    0.88599E-11,    0.10544E-10,
   9503220,    0.43356E-10,    0.76620E-10,
   9501334,    0.42532E-10,    0.46127E-10,
   9517771,    0.11673E-09,    0.37438E-09,
   9592788,    0.12532E-09,    0.35584E-09,
   9593096,    0.12613E-09,    0.31392E-09,
   9518325,    0.86545E-10,    0.18560E-09,
   9517944,    0.64859E-10,    0.21139E-09,
   9504470,    0.20569E-10,    0.23554E-10,
   9517054,    0.14214E-09,    0.16189E-09,
   9592854,    0.39761E-10,    0.10344E-09,
   9500161,    0.43653E-11,    0.49306E-11,
   9516968,    0.10875E-09,    0.17266E-09,
   9592768,    0.39248E-10,    0.90636E-10,
   9592790,    0.33712E-10,    0.62537E-10,
   9517331,    0.15622E-09,    0.17427E-09,
   9518626,    0.20510E-10,    0.56530E-10,
   9504409,    0.40931E-10,    0.52429E-10,
   9517912,    0.38384E-09,    0.32985E-09,
   9518698,    0.48616E-10,    0.76923E-10,
   9593045,    0.20529E-10,    0.64668E-10,
   9517483,    0.81699E-10,    0.11534E-09,
   9517630,    0.78639E-10,    0.10862E-09,
   9518302,    0.80984E-10,    0.25981E-09,
   9504417,    0.39773E-10,    0.53227E-10,
   9503578,    0.82255E-10,    0.14682E-09,
   9000849,    0.41892E-10,    0.12469E-09,
   9517136,    0.14780E-09,    0.18909E-09,
   9503006,    0.33373E-10,    0.63704E-10,
   9000847,    0.31411E-10,    0.78605E-10,
   9504372,    0.18191E-10,    0.25805E-10,
   9518633,    0.53612E-10,    0.41645E-10,
   9518114,    0.85659E-10,    0.27458E-09,
   9517900,    0.37678E-09,    0.34919E-09,
   9518314,    0.52790E-10,    0.93286E-10,
   9517345,    0.12332E-09,    0.15523E-09,
   9593097,    0.14084E-09,    0.38073E-09,
   9517423,    0.87315E-10,    0.11683E-09,
   9517178,    0.63406E-10,    0.12205E-09,
   9517157,    0.11780E-09,    0.14365E-09,
   9592015,    0.77353E-10,    0.62272E-10,
   9503155,    0.88376E-10,    0.11617E-09,
   9517976,    0.37981E-09,    0.36176E-09,
   9504331,    0.17560E-10,    0.26017E-10,
   9592830,    0.12781E-09,    0.28327E-09,
   9517549,    0.92997E-10,    0.12311E-09,
   9592873,    0.35877E-10,    0.68624E-10,
   9517090,    0.76744E-10,    0.14609E-09,
   9503376,    0.92584E-10,    0.17753E-09,
   9517845,    0.10849E-09,    0.34970E-09,
   9517880,    0.10111E-09,    0.13484E-09,
   9516975,    0.10654E-09,    0.11851E-09,
   9503717,    0.15395E-09,    0.19221E-09,
   9503236,    0.27774E-10,    0.52765E-10,
   9593137,    0.12142E-09,    0.24615E-09,
   9502916,    0.96425E-10,    0.12921E-09,
   9518752,    0.90626E-10,    0.69725E-10,
   9503338,    0.14509E-09,    0.16055E-09,
   9592989,    0.35376E-10,    0.74568E-10,
   9593038,    0.34685E-10,    0.66262E-10,
   9591237,    0.64994E-10,    0.63228E-10,
   9517448,    0.10514E-09,    0.11347E-09,
   9503264,    0.99725E-10,    0.13632E-09,
   9517725,    0.10980E-09,    0.12570E-09,
   9517837,    0.10792E-09,    0.35122E-09,
   9518642,    0.25876E-10,    0.55880E-10,
   9503398,    0.15956E-09,    0.28201E-09,
   9503076,    0.96644E-10,    0.13577E-09,
   9503162,    0.94942E-10,    0.13310E-09,
   9593246,    0.91185E-10,    0.18961E-09,
   9517603,    0.10817E-09,    0.35230E-09,
   9517851,    0.10522E-09,    0.33709E-09,
   9517740,    0.10423E-09,    0.11831E-09,
   9517720,    0.10344E-09,    0.11794E-09,
   9518429,    0.32804E-10,    0.59027E-10,
   9590967,    0.68971E-10,    0.49284E-10,
   9590909,    0.77521E-10,    0.53412E-10,
   9590867,    0.94599E-10,    0.67291E-10,
   9590865,    0.10441E-09,    0.72865E-10,
   9504620,    0.25739E-10,    0.36944E-10,
   9502956,    0.25416E-10,    0.36817E-10,
   9593204,    0.77810E-10,    0.14346E-09,
   9503192,    0.82175E-10,    0.11647E-09,
   9503146,    0.77816E-10,    0.10812E-09,
   9503125,    0.23981E-10,    0.36070E-10,
   9592816,    0.73023E-10,    0.12697E-09,
   9593143,    0.71701E-10,    0.11983E-09,
   9502881,    0.24828E-10,    0.39233E-10,
   9500231,    0.32378E-10,    0.26834E-10,
   9517686,    0.98088E-10,    0.30585E-09,
   9518668,    0.46947E-10,    0.41907E-10,
   9517584,    0.93257E-10,    0.28720E-09,
   9503241,    0.26218E-10,    0.41200E-10,
   9518747,    0.41276E-10,    0.48072E-10,
   9518102,    0.43142E-10,    0.51592E-10,
   9503149,    0.25166E-10,    0.39829E-10,
   9518042,    0.42711E-10,    0.51001E-10,
   9518047,    0.42025E-10,    0.51401E-10,
   9517450,    0.83070E-10,    0.25687E-09,
   9518305,    0.42544E-10,    0.55908E-10,
   9503190,    0.29075E-10,    0.45362E-10,
   9517936,    0.43585E-10,    0.60110E-10,
   9500237,    0.13505E-10,    0.17617E-10,
   9503147,    0.27152E-10,    0.42858E-10,
   9517998,    0.46900E-10,    0.67565E-10,
   9502927,    0.26828E-10,    0.42445E-10,
   9518150,    0.19530E-10,    0.25665E-10,
   9503243,    0.26478E-10,    0.42414E-10,
   9518277,    0.19531E-10,    0.25038E-10,
   9592803,    0.53735E-10,    0.91582E-10,
   9593189,    0.52423E-10,    0.86422E-10,
   9592992,    0.49119E-10,    0.83962E-10,
   9593074,    0.47722E-10,    0.89158E-10,
   9517644,    0.69367E-10,    0.21005E-09,
   9592773,    0.44929E-10,    0.79933E-10,
   9517637,    0.66511E-10,    0.19690E-09,
   9517511,    0.64017E-10,    0.18607E-09,
   9593217,    0.43651E-10,    0.82031E-10,
   9592766,    0.40752E-10,    0.80264E-10,
   9517789,    0.71147E-10,    0.21992E-09,
   9000285,    0.42504E-10,    0.96505E-10,
   9518222,    0.38100E-10,    0.62714E-10,
   9592754,    0.42555E-10,    0.10583E-09,
   9518236,    0.47881E-10,    0.70659E-10,
   9593190,    0.41670E-10,    0.10479E-09,
   9518004,    0.44941E-10,    0.82334E-10,
   9518347,    0.44672E-10,    0.81154E-10,
   9517941,    0.43776E-10,    0.79651E-10,
   9518350,    0.41194E-10,    0.73965E-10,
   9503214,    0.26614E-10,    0.45524E-10,
   9518241,    0.53871E-10,    0.79243E-10,
   9592929,    0.37388E-10,    0.95731E-10,
   9592794,    0.36308E-10,    0.91699E-10,
   9593058,    0.35967E-10,    0.91162E-10,
   9517827,    0.34042E-10,    0.89255E-10,
   9517426,    0.33879E-10,    0.90195E-10,
   9517489,    0.34181E-10,    0.93178E-10,
   9517727,    0.33955E-10,    0.93100E-10,
   9517580,    0.34871E-10,    0.98353E-10,
   9517497,    0.36155E-10,    0.10378E-09,
   9517632,    0.37472E-10,    0.10296E-09,
   9517874,    0.38186E-10,    0.10245E-09,
   9502934,    0.40304E-10,    0.63695E-10,
   9517687,    0.43175E-10,    0.12585E-09,
   9517530,    0.45273E-10,    0.12327E-09,
   9503284,    0.39053E-10,    0.61827E-10,
   9502977,    0.38422E-10,    0.60757E-10,
   9503022,    0.37915E-10,    0.59965E-10,
   9503010,    0.35343E-10,    0.56124E-10,
   9517866,    0.34517E-10,    0.55188E-10,
   9517495,    0.56816E-10,    0.16330E-09,
   9517562,    0.33361E-10,    0.53389E-10,
   9517595,    0.31601E-10,    0.50956E-10,
   9517466,    0.54749E-10,    0.13497E-09,
   9517645,    0.30333E-10,    0.49681E-10,
   9517425,    0.30248E-10,    0.50010E-10,
   9517979,    0.45615E-10,    0.70708E-10,
   9518098,    0.39652E-10,    0.58601E-10,
   9518040,    0.36730E-10,    0.51897E-10,
   9517980,    0.36319E-10,    0.51033E-10,
   9518178,    0.35131E-10,    0.48771E-10,
   9518238,    0.36152E-10,    0.51195E-10,
   9518343,    0.36603E-10,    0.53967E-10,
   9518340,    0.36824E-10,    0.54295E-10,
   9518282,    0.36876E-10,    0.54559E-10,
   9500070,    0.29540E-10,    0.54521E-10,
   9518060,    0.29399E-10,    0.54047E-10,
   9518085,    0.29896E-10,    0.54741E-10,
   9517995,    0.30704E-10,    0.55972E-10,
   9518245,    0.33789E-10,    0.63361E-10,
   9517918,    0.37782E-10,    0.76464E-10,
   9517986,    0.37717E-10,    0.75506E-10,
   9517968,    0.40363E-10,    0.81637E-10,
   9518265,    0.38585E-10,    0.79277E-10,
   9518385,    0.39310E-10,    0.79567E-10,
   9518322,    0.39257E-10,    0.79046E-10,
   9518207,    0.39972E-10,    0.79479E-10,
   9517554,    0.39464E-10,    0.77318E-10,
   9517490,    0.38943E-10,    0.76320E-10,
   9517608,    0.39083E-10,    0.76623E-10,
   9517664,    0.39732E-10,    0.78691E-10,
   9517743,    0.39800E-10,    0.78827E-10,
   9517818,    0.41953E-10,    0.82310E-10,
   9517427,    0.41720E-10,    0.81329E-10,
   9517759,    0.42254E-10,    0.81918E-10,
   9517758,    0.44012E-10,    0.84762E-10,
   9517419,    0.44384E-10,    0.83929E-10,
   9517781,    0.44079E-10,    0.83298E-10,
   9517504,    0.46071E-10,    0.85263E-10,
   9500288,    0.52526E-10,    0.10717E-09,
   9517640,    0.52200E-10,    0.10763E-09,
   9517690,    0.52042E-10,    0.10742E-09,
   9517859,    0.51859E-10,    0.10722E-09,
   9517873,    0.51437E-10,    0.10627E-09,
   9517431,    0.50666E-10,    0.10492E-09,
   9517831,    0.50712E-10,    0.10451E-09,
   9517462,    0.51856E-10,    0.10497E-09,
   9517456,    0.51454E-10,    0.10627E-09,
   9517544,    0.51887E-10,    0.11100E-09,
   9517731,    0.51433E-10,    0.11054E-09,
   9517555,    0.52336E-10,    0.11201E-09,
   9517589,    0.51921E-10,    0.11197E-09,
   9517537,    0.50563E-10,    0.10896E-09,
   9517631,    0.51964E-10,    0.10755E-09,
   9517238,    0.46458E-10,    0.88347E-10,
   9517364,    0.45656E-10,    0.86407E-10,
   9517138,    0.45520E-10,    0.86999E-10,
   9517321,    0.45123E-10,    0.87562E-10,
   9517089,    0.44796E-10,    0.87864E-10,
   9503484,    0.44520E-10,    0.86964E-10,
   9503414,    0.45219E-10,    0.85939E-10,
   9503355,    0.45302E-10,    0.86220E-10,
   9503529,    0.46123E-10,    0.88361E-10,
   9503379,    0.49526E-10,    0.98972E-10,
   9503490,    0.51162E-10,    0.10028E-09,
   9503342,    0.51216E-10,    0.96632E-10,
   9503393,    0.56640E-10,    0.10536E-09,
   9503467,    0.56274E-10,    0.10522E-09,
   9503416,    0.58179E-10,    0.10772E-09,
   9503374,    0.57987E-10,    0.10785E-09,
   9503451,    0.58213E-10,    0.11031E-09,
   9503303,    0.57591E-10,    0.10875E-09,
   9501188,    0.57414E-10,    0.11016E-09,
   9508561,    0.57054E-10,    0.11029E-09,
   9508021,    0.57147E-10,    0.11169E-09,
   9507768,    0.59057E-10,    0.11366E-09,
   9507706,    0.58531E-10,    0.10865E-09,
   9000041,    0.60301E-10,    0.11193E-09,
         1,    -999.00    ,    -999.00    ,
