,2012/12/31_Cdis,2013/12/31_Cdis,
   9504690,    0.47327E-13,    0.87812E-13,
   9517012,    0.74168E-13,    0.12988E-12,
   9518229,    0.51743E-12,    0.56961E-12,
   9593201,    0.38525E-13,    0.10226E-12,
   9500232,    0.15166E-12,    0.23129E-12,
   9503220,    0.61987E-13,    0.10289E-12,
   9501334,    0.30378E-12,    0.35652E-12,
   9517771,    0.14434E-12,    0.53926E-12,
   9592788,    0.15029E-12,    0.55416E-12,
   9593096,    0.15595E-12,    0.51841E-12,
   9518325,    0.36138E-12,    0.69814E-12,
   9517944,    0.12561E-12,    0.24055E-12,
   9504470,    0.40145E-13,    0.71144E-13,
   9517054,    0.11274E-12,    0.16850E-12,
   9592854,    0.62812E-13,    0.12219E-12,
   9500161,    0.36193E-13,    0.60341E-13,
   9516968,    0.13747E-12,    0.33163E-12,
   9592768,    0.63994E-13,    0.11735E-12,
   9592790,    0.71946E-13,    0.10261E-12,
   9517331,    0.12932E-12,    0.18908E-12,
   9518626,    0.62940E-13,    0.19082E-12,
   9504409,    0.75571E-13,    0.14349E-12,
   9517912,    0.55879E-12,    0.55954E-12,
   9518698,    0.20515E-12,    0.41267E-12,
   9593045,    0.35098E-13,    0.75406E-13,
   9517483,    0.79236E-13,    0.14621E-12,
   9517630,    0.80732E-13,    0.14436E-12,
   9518302,    0.14143E-12,    0.28119E-12,
   9504417,    0.81372E-13,    0.17208E-12,
   9503578,    0.75675E-13,    0.14309E-12,
   9000849,    0.11860E-12,    0.37884E-12,
   9517136,    0.18459E-12,    0.40437E-12,
   9503006,    0.48452E-13,    0.79661E-13,
   9000847,    0.18344E-12,    0.73804E-12,
   9504372,    0.46115E-13,    0.80455E-13,
   9518633,    0.46761E-12,    0.32614E-12,
   9518114,    0.15685E-12,    0.33860E-12,
   9517900,    0.60202E-12,    0.62301E-12,
   9518314,    0.19111E-12,    0.39239E-12,
   9517345,    0.10493E-12,    0.15503E-12,
   9593097,    0.21048E-12,    0.62530E-12,
   9517423,    0.92856E-13,    0.16931E-12,
   9517178,    0.74077E-13,    0.19003E-12,
   9517157,    0.10570E-12,    0.16858E-12,
   9592015,    0.65357E-12,    0.46295E-12,
   9503155,    0.98707E-13,    0.16863E-12,
   9517976,    0.61547E-12,    0.69536E-12,
   9504331,    0.44218E-13,    0.86792E-13,
   9592830,    0.20396E-12,    0.55816E-12,
   9517549,    0.98126E-13,    0.19939E-12,
   9592873,    0.78471E-13,    0.11291E-12,
   9517090,    0.88470E-13,    0.23027E-12,
   9503376,    0.11972E-12,    0.31528E-12,
   9517845,    0.25531E-12,    0.56907E-12,
   9517880,    0.10769E-12,    0.21433E-12,
   9516975,    0.10976E-12,    0.16006E-12,
   9503717,    0.20254E-12,    0.43281E-12,
   9503236,    0.41129E-13,    0.62851E-13,
   9593137,    0.20682E-12,    0.55852E-12,
   9502916,    0.11493E-12,    0.21103E-12,
   9518752,    0.76014E-12,    0.54177E-12,
   9503338,    0.21466E-12,    0.41569E-12,
   9592989,    0.75516E-13,    0.11898E-12,
   9593038,    0.76442E-13,    0.11038E-12,
   9591237,    0.30213E-12,    0.59103E-12,
   9517448,    0.11300E-12,    0.16718E-12,
   9503264,    0.12080E-12,    0.23511E-12,
   9517725,    0.11550E-12,    0.19212E-12,
   9517837,    0.25070E-12,    0.56677E-12,
   9518642,    0.13341E-12,    0.43393E-12,
   9503398,    0.23902E-12,    0.64114E-12,
   9503076,    0.11387E-12,    0.22502E-12,
   9503162,    0.11487E-12,    0.24238E-12,
   9593246,    0.16522E-12,    0.44090E-12,
   9517603,    0.23402E-12,    0.57649E-12,
   9517851,    0.23771E-12,    0.61342E-12,
   9517740,    0.11044E-12,    0.19202E-12,
   9517720,    0.11102E-12,    0.20733E-12,
   9518429,    0.15482E-12,    0.38360E-12,
   9590967,    0.33534E-12,    0.52880E-12,
   9590909,    0.43415E-12,    0.57321E-12,
   9590867,    0.49501E-12,    0.60476E-12,
   9590865,    0.53421E-12,    0.60703E-12,
   9504620,    0.60509E-13,    0.13150E-12,
   9502956,    0.60934E-13,    0.15411E-12,
   9593204,    0.15001E-12,    0.39132E-12,
   9503192,    0.10043E-12,    0.23267E-12,
   9503146,    0.98703E-13,    0.24482E-12,
   9503125,    0.61718E-13,    0.18175E-12,
   9592816,    0.14820E-12,    0.39796E-12,
   9593143,    0.15478E-12,    0.39994E-12,
   9502881,    0.64557E-13,    0.20259E-12,
   9500231,    0.24560E-12,    0.21664E-12,
   9517686,    0.21317E-12,    0.60170E-12,
   9518668,    0.22210E-12,    0.22411E-12,
   9517584,    0.21384E-12,    0.61392E-12,
   9503241,    0.64085E-13,    0.20533E-12,
   9518747,    0.13396E-12,    0.21520E-12,
   9518102,    0.12961E-12,    0.21177E-12,
   9503149,    0.64708E-13,    0.23017E-12,
   9518042,    0.12952E-12,    0.21836E-12,
   9518047,    0.12162E-12,    0.20500E-12,
   9517450,    0.18357E-12,    0.54817E-12,
   9518305,    0.11398E-12,    0.22667E-12,
   9503190,    0.66859E-13,    0.21907E-12,
   9517936,    0.11509E-12,    0.25839E-12,
   9500237,    0.13261E-12,    0.17100E-12,
   9503147,    0.65517E-13,    0.20863E-12,
   9517998,    0.11904E-12,    0.26181E-12,
   9502927,    0.65475E-13,    0.22834E-12,
   9518150,    0.13418E-12,    0.17931E-12,
   9503243,    0.64795E-13,    0.20837E-12,
   9518277,    0.13277E-12,    0.17189E-12,
   9592803,    0.11891E-12,    0.27110E-12,
   9593189,    0.12033E-12,    0.28364E-12,
   9592992,    0.12030E-12,    0.31164E-12,
   9593074,    0.12293E-12,    0.34109E-12,
   9517644,    0.16085E-12,    0.47052E-12,
   9592773,    0.12678E-12,    0.33551E-12,
   9517637,    0.15880E-12,    0.45603E-12,
   9517511,    0.16013E-12,    0.47801E-12,
   9593217,    0.12888E-12,    0.35139E-12,
   9592766,    0.13279E-12,    0.35729E-12,
   9517789,    0.16592E-12,    0.51224E-12,
   9000285,    0.13839E-12,    0.38297E-12,
   9518222,    0.10324E-12,    0.24493E-12,
   9592754,    0.14063E-12,    0.41835E-12,
   9518236,    0.12661E-12,    0.32225E-12,
   9593190,    0.13685E-12,    0.41989E-12,
   9518004,    0.11332E-12,    0.27434E-12,
   9518347,    0.11364E-12,    0.27002E-12,
   9517941,    0.11270E-12,    0.30030E-12,
   9518350,    0.11092E-12,    0.29711E-12,
   9503214,    0.55925E-13,    0.13466E-12,
   9518241,    0.15816E-12,    0.40456E-12,
   9592929,    0.11654E-12,    0.34918E-12,
   9592794,    0.11698E-12,    0.35979E-12,
   9593058,    0.11705E-12,    0.36666E-12,
   9517827,    0.10874E-12,    0.36024E-12,
   9517426,    0.10843E-12,    0.37415E-12,
   9517489,    0.10855E-12,    0.38592E-12,
   9517727,    0.10979E-12,    0.40155E-12,
   9517580,    0.11121E-12,    0.42129E-12,
   9517497,    0.11503E-12,    0.42065E-12,
   9517632,    0.11874E-12,    0.43279E-12,
   9517874,    0.12206E-12,    0.42738E-12,
   9502934,    0.69068E-13,    0.19357E-12,
   9517687,    0.12786E-12,    0.42627E-12,
   9517530,    0.14158E-12,    0.39384E-12,
   9503284,    0.67569E-13,    0.19328E-12,
   9502977,    0.66817E-13,    0.20389E-12,
   9503022,    0.66402E-13,    0.23366E-12,
   9503010,    0.65903E-13,    0.24759E-12,
   9517866,    0.65331E-13,    0.27062E-12,
   9517495,    0.15510E-12,    0.45895E-12,
   9517562,    0.65611E-13,    0.31250E-12,
   9517595,    0.66214E-13,    0.30796E-12,
   9517466,    0.16687E-12,    0.42225E-12,
   9517645,    0.66742E-13,    0.22497E-12,
   9517425,    0.67664E-13,    0.23893E-12,
   9517979,    0.13875E-12,    0.37029E-12,
   9518098,    0.13703E-12,    0.36527E-12,
   9518040,    0.13948E-12,    0.38455E-12,
   9517980,    0.13964E-12,    0.39122E-12,
   9518178,    0.14026E-12,    0.37678E-12,
   9518238,    0.14067E-12,    0.44155E-12,
   9518343,    0.13513E-12,    0.33345E-12,
   9518340,    0.14114E-12,    0.28142E-12,
   9518282,    0.14306E-12,    0.29886E-12,
   9500070,    0.15260E-12,    0.36299E-12,
   9518060,    0.15264E-12,    0.34995E-12,
   9518085,    0.15365E-12,    0.36785E-12,
   9517995,    0.15513E-12,    0.35816E-12,
   9518245,    0.15620E-12,    0.34802E-12,
   9517918,    0.16543E-12,    0.43344E-12,
   9517986,    0.16677E-12,    0.55096E-12,
   9517968,    0.17192E-12,    0.53310E-12,
   9518265,    0.16603E-12,    0.49052E-12,
   9518385,    0.16918E-12,    0.51961E-12,
   9518322,    0.16945E-12,    0.49826E-12,
   9518207,    0.17221E-12,    0.47992E-12,
   9517554,    0.17424E-12,    0.30141E-12,
   9517490,    0.17531E-12,    0.44166E-12,
   9517608,    0.17574E-12,    0.50145E-12,
   9517664,    0.17299E-12,    0.36943E-12,
   9517743,    0.17539E-12,    0.39378E-12,
   9517818,    0.18033E-12,    0.39249E-12,
   9517427,    0.18173E-12,    0.50488E-12,
   9517759,    0.18419E-12,    0.51929E-12,
   9517758,    0.18749E-12,    0.57275E-12,
   9517419,    0.19034E-12,    0.51579E-12,
   9517781,    0.19033E-12,    0.41786E-12,
   9517504,    0.19710E-12,    0.42494E-12,
   9500288,    0.18914E-12,    0.52532E-12,
   9517640,    0.19174E-12,    0.54800E-12,
   9517690,    0.19205E-12,    0.48625E-12,
   9517859,    0.19219E-12,    0.46776E-12,
   9517873,    0.19273E-12,    0.46353E-12,
   9517431,    0.19334E-12,    0.47536E-12,
   9517831,    0.19513E-12,    0.49788E-12,
   9517462,    0.19703E-12,    0.47291E-12,
   9517456,    0.17613E-12,    0.45585E-12,
   9517544,    0.17916E-12,    0.47812E-12,
   9517731,    0.18125E-12,    0.52510E-12,
   9517555,    0.17957E-12,    0.51918E-12,
   9517589,    0.17977E-12,    0.51743E-12,
   9517537,    0.18218E-12,    0.51876E-12,
   9517631,    0.18073E-12,    0.46680E-12,
   9517238,    0.15325E-12,    0.41727E-12,
   9517364,    0.15539E-12,    0.41058E-12,
   9517138,    0.15467E-12,    0.39291E-12,
   9517321,    0.15573E-12,    0.36617E-12,
   9517089,    0.15644E-12,    0.37919E-12,
   9503484,    0.15830E-12,    0.39555E-12,
   9503414,    0.16133E-12,    0.34967E-12,
   9503355,    0.16298E-12,    0.32336E-12,
   9503529,    0.16708E-12,    0.34285E-12,
   9503379,    0.17071E-12,    0.40308E-12,
   9503490,    0.17455E-12,    0.39100E-12,
   9503342,    0.18033E-12,    0.39561E-12,
   9503393,    0.18683E-12,    0.44623E-12,
   9503467,    0.18865E-12,    0.45236E-12,
   9503416,    0.19079E-12,    0.47644E-12,
   9503374,    0.19148E-12,    0.49666E-12,
   9503451,    0.19255E-12,    0.49605E-12,
   9503303,    0.19471E-12,    0.51073E-12,
   9501188,    0.19567E-12,    0.52873E-12,
   9508561,    0.19637E-12,    0.54316E-12,
   9508021,    0.19718E-12,    0.52630E-12,
   9507768,    0.20162E-12,    0.47856E-12,
   9507706,    0.20443E-12,    0.44987E-12,
   9000041,    0.20813E-12,    0.36788E-12,
         1,    -999.00    ,    -999.00    ,
