,2012/12/31_Cdis,2013/12/31_Cdis,
   9502967,    0.21786E-13,    0.30710E-13,
   9502978,    0.41114E-13,    0.31434E-13,
   9503015,    0.17769E-13,    0.48043E-13,
   9503019,    0.25705E-13,    0.39217E-13,
   9503057,    0.17301E-13,    0.47521E-13,
   9503075,    0.10188E-12,    0.19368E-12,
   9503077,    0.14523E-13,    0.23712E-13,
   9503079,    0.39737E-13,    0.75257E-13,
   9503128,    0.27260E-12,    0.46726E-12,
   9503130,    0.37243E-13,    0.48500E-13,
   9503140,    0.26498E-13,    0.79636E-13,
   9503145,    0.12208E-13,    0.20962E-13,
   9503172,    0.12926E-13,    0.27597E-13,
   9503183,    0.24017E-12,    0.42322E-12,
   9503196,    0.22481E-13,    0.42196E-13,
   9503259,    0.20324E-13,    0.29700E-13,
   9503261,    0.69122E-13,    0.10039E-12,
   9503269,    0.16515E-13,    0.31342E-13,
   9503339,    0.12983E-12,    0.19808E-12,
   9503391,    0.23648E-12,    0.14999E-11,
   9503410,    0.12673E-12,    0.21419E-12,
   9503419,    0.11197E-11,    0.12925E-11,
   9503423,    0.14867E-12,    0.59172E-12,
   9503432,    0.18045E-12,    0.33857E-12,
   9503433,    0.18129E-11,    0.27308E-11,
   9503435,    0.23287E-12,    0.99614E-12,
   9503515,    0.52348E-12,    0.97467E-12,
   9503560,    0.21299E-13,    0.56148E-13,
   9503713,    0.24928E-12,    0.10089E-11,
   9503733,    0.20190E-12,    0.28553E-12,
   9503756,    0.51277E-13,    0.15996E-12,
   9503807,    0.53235E-13,    0.12953E-12,
   9503839,    0.49099E-13,    0.15368E-12,
   9503971,    0.16758E-12,    0.34064E-12,
   9504120,    0.68609E-14,    0.17497E-13,
   9504157,    0.11571E-12,    0.30069E-12,
   9504158,    0.42105E-13,    0.54440E-13,
   9504193,    0.51338E-13,    0.15747E-12,
   9504221,    0.31005E-13,    0.84662E-13,
   9504289,    0.32318E-13,    0.41898E-13,
   9504332,    0.19362E-13,    0.19505E-13,
   9504367,    0.40560E-13,    0.59555E-13,
   9504375,    0.36625E-13,    0.63446E-13,
   9504406,    0.33430E-13,    0.51191E-13,
   9504414,    0.27089E-13,    0.24896E-13,
   9504466,    0.15760E-13,    0.17715E-13,
   9504496,    0.27891E-13,    0.54021E-13,
   9504525,    0.23132E-13,    0.27839E-13,
   9504549,    0.14089E-13,    0.47705E-13,
   9504559,    0.23396E-13,    0.46625E-13,
   9504570,    0.18395E-13,    0.52681E-13,
   9504633,    0.32177E-13,    0.75277E-13,
   9504663,    0.25787E-13,    0.17359E-13,
   9504683,    0.31309E-13,    0.58391E-13,
   9504703,    0.19180E-13,    0.44667E-13,
   9507390,    0.21461E-12,    0.30890E-12,
   9508545,    0.97577E-12,    0.12395E-11,
   9508684,    0.11631E-11,    0.18482E-11,
   9516947,    0.50578E-12,    0.64473E-12,
   9516981,    0.39221E-13,    0.10630E-12,
   9517001,    0.93391E-13,    0.26530E-12,
   9517019,    0.40126E-13,    0.10436E-12,
   9517023,    0.79857E-13,    0.12544E-12,
   9517037,    0.67832E-13,    0.91580E-13,
   9517056,    0.90417E-12,    0.12490E-11,
   9517064,    0.10606E-12,    0.24842E-12,
   9517071,    0.37784E-13,    0.11921E-12,
   9517106,    0.35556E-13,    0.12227E-12,
   9517115,    0.14329E-12,    0.32034E-12,
   9517146,    0.38918E-12,    0.70029E-12,
   9517150,    0.42105E-13,    0.73914E-13,
   9517159,    0.92604E-13,    0.12154E-12,
   9517169,    0.63442E-13,    0.12500E-12,
   9517171,    0.38778E-13,    0.64359E-13,
   9517176,    0.66168E-13,    0.13215E-12,
   9517190,    0.16657E-12,    0.34714E-12,
   9517216,    0.26504E-12,    0.90558E-12,
   9517224,    0.49672E-13,    0.12123E-12,
   9517231,    0.36899E-13,    0.20689E-12,
   9517232,    0.59667E-13,    0.13560E-12,
   9517236,    0.46597E-13,    0.91446E-13,
   9517249,    0.60011E-13,    0.17380E-12,
   9517251,    0.59743E-13,    0.17168E-12,
   9517269,    0.37898E-13,    0.56695E-13,
   9517303,    0.13478E-12,    0.25456E-12,
   9517306,    0.11243E-12,    0.40109E-12,
   9517335,    0.13303E-12,    0.29883E-12,
   9517353,    0.77503E-13,    0.20606E-12,
   9517376,    0.48097E-13,    0.13512E-12,
   9517377,    0.36658E-13,    0.21311E-12,
   9517380,    0.27634E-13,    0.66129E-13,
   9517383,    0.51563E-13,    0.12682E-12,
   9517388,    0.87956E-13,    0.11875E-12,
   9517411,    0.44460E-13,    0.10486E-12,
   9517415,    0.69470E-13,    0.15060E-12,
   9517422,    0.34412E-11,    0.59251E-11,
   9517432,    0.23949E-13,    0.55573E-13,
   9517435,    0.10022E-12,    0.39502E-12,
   9517446,    0.62180E-13,    0.12619E-12,
   9517457,    0.12244E-12,    0.23647E-12,
   9517459,    0.29945E-12,    0.17382E-11,
   9517460,    0.69824E-12,    0.58149E-11,
   9517471,    0.74845E-12,    0.55025E-11,
   9517477,    0.87350E-13,    0.13284E-12,
   9517481,    0.21903E-12,    0.29188E-11,
   9517496,    0.10339E-12,    0.18321E-12,
   9517498,    0.60354E-11,    0.10078E-10,
   9517510,    0.24259E-11,    0.14577E-10,
   9517518,    0.16491E-12,    0.28300E-12,
   9517522,    0.10005E-10,    0.14150E-10,
   9517525,    0.78738E-13,    0.37887E-12,
   9517526,    0.38141E-13,    0.17601E-12,
   9517543,    0.16430E-12,    0.10610E-11,
   9517548,    0.11483E-12,    0.34700E-12,
   9517551,    0.15551E-11,    0.55678E-11,
   9517556,    0.11491E-12,    0.17837E-12,
   9517587,    0.27998E-12,    0.37029E-11,
   9517601,    0.47326E-11,    0.16186E-10,
   9517610,    0.11378E-12,    0.41388E-12,
   9517614,    0.16438E-12,    0.18592E-12,
   9517616,    0.42646E-13,    0.95468E-13,
   9517624,    0.15674E-12,    0.31731E-12,
   9517627,    0.18660E-10,    0.38556E-10,
   9517661,    0.35914E-11,    0.14540E-10,
   9517673,    0.41839E-13,    0.21354E-12,
   9517677,    0.21141E-11,    0.13386E-10,
   9517681,    0.24176E-13,    0.72212E-13,
   9517682,    0.33213E-11,    0.92983E-11,
   9517683,    0.51089E-13,    0.21236E-12,
   9517710,    0.19505E-11,    0.12574E-10,
   9517712,    0.29392E-13,    0.84331E-13,
   9517715,    0.22546E-12,    0.34995E-12,
   9517724,    0.21511E-12,    0.74951E-12,
   9517726,    0.40725E-12,    0.18560E-11,
   9517730,    0.83475E-13,    0.36870E-12,
   9517737,    0.35897E-12,    0.36723E-11,
   9517744,    0.28578E-13,    0.10659E-12,
   9517746,    0.25878E-12,    0.61133E-11,
   9517764,    0.37405E-13,    0.85143E-13,
   9517775,    0.21799E-12,    0.45513E-11,
   9517776,    0.11828E-11,    0.10540E-11,
   9517782,    0.53616E-13,    0.18202E-12,
   9517787,    0.38788E-13,    0.12811E-12,
   9517788,    0.54625E-13,    0.19035E-12,
   9517790,    0.31834E-11,    0.19503E-10,
   9517793,    0.82824E-12,    0.10084E-10,
   9517803,    0.10249E-12,    0.32486E-12,
   9517810,    0.24978E-13,    0.95546E-13,
   9517822,    0.20975E-11,    0.15643E-10,
   9517848,    0.11667E-12,    0.23892E-12,
   9517850,    0.47337E-12,    0.39273E-12,
   9517857,    0.48782E-13,    0.23736E-12,
   9517860,    0.14983E-10,    0.24830E-10,
   9517876,    0.57852E-12,    0.76520E-12,
   9517883,    0.29398E-13,    0.51387E-13,
   9517895,    0.52809E-12,    0.98456E-11,
   9517898,    0.18358E-11,    0.11207E-11,
   9517899,    0.40330E-12,    0.12553E-11,
   9517909,    0.41344E-12,    0.70657E-12,
   9517915,    0.35269E-11,    0.18118E-11,
   9517929,    0.16991E-12,    0.58012E-12,
   9517942,    0.29927E-13,    0.54992E-13,
   9517956,    0.46416E-13,    0.83353E-13,
   9517961,    0.52419E-13,    0.19356E-12,
   9517963,    0.16981E-12,    0.73111E-12,
   9517965,    0.27452E-12,    0.39069E-11,
   9517985,    0.46198E-13,    0.71701E-13,
   9518010,    0.67088E-13,    0.76089E-13,
   9518025,    0.24945E-12,    0.68111E-12,
   9518030,    0.12466E-12,    0.34290E-12,
   9518036,    0.15179E-13,    0.24698E-13,
   9518052,    0.31449E-12,    0.15436E-12,
   9518054,    0.18459E-11,    0.48983E-11,
   9518062,    0.78343E-12,    0.96639E-12,
   9518073,    0.70296E-12,    0.40978E-12,
   9518082,    0.81858E-13,    0.19088E-12,
   9518086,    0.38055E-13,    0.14096E-12,
   9518092,    0.10063E-12,    0.72955E-12,
   9518101,    0.16939E-12,    0.66745E-12,
   9518116,    0.21606E-13,    0.34674E-13,
   9518119,    0.19370E-12,    0.27000E-12,
   9518120,    0.58521E-13,    0.16678E-12,
   9518122,    0.90245E-13,    0.52407E-12,
   9518128,    0.34588E-12,    0.10279E-11,
   9518130,    0.11860E-12,    0.44010E-12,
   9518136,    0.12131E-12,    0.59403E-12,
   9518142,    0.22522E-13,    0.71302E-13,
   9518166,    0.38319E-13,    0.53264E-13,
   9518174,    0.37498E-13,    0.48774E-13,
   9518192,    0.50765E-13,    0.12762E-12,
   9518205,    0.13140E-11,    0.13920E-11,
   9518210,    0.50208E-13,    0.11606E-12,
   9518212,    0.32644E-13,    0.41429E-13,
   9518218,    0.78506E-13,    0.97595E-13,
   9518219,    0.30375E-12,    0.53684E-12,
   9518244,    0.19379E-12,    0.20055E-12,
   9518249,    0.42818E-13,    0.11729E-12,
   9518255,    0.49327E-14,    0.64273E-14,
   9518267,    0.62769E-12,    0.47724E-12,
   9518272,    0.22381E-13,    0.24989E-13,
   9518281,    0.16733E-11,    0.37758E-11,
   9518296,    0.42469E-12,    0.20422E-11,
   9518328,    0.87752E-13,    0.21893E-12,
   9518365,    0.12971E-12,    0.23307E-11,
   9518400,    0.98861E-13,    0.15490E-12,
   9518403,    0.25166E-13,    0.20163E-13,
   9518406,    0.16642E-13,    0.56151E-13,
   9518414,    0.16501E-14,    0.75045E-14,
   9518438,    0.74425E-13,    0.11166E-12,
   9518450,    0.28441E-13,    0.15184E-12,
   9518457,    0.18549E-12,    0.22805E-12,
   9518461,    0.11571E-11,    0.82870E-12,
   9518480,    0.93307E-12,    0.12157E-11,
   9518495,    0.97664E-12,    0.10081E-11,
   9518542,    0.26139E-13,    0.20454E-13,
   9518587,    0.99098E-12,    0.22172E-11,
   9518591,    0.22769E-13,    0.10335E-12,
   9518646,    0.71687E-13,    0.23062E-12,
   9518667,    0.35529E-12,    0.29582E-12,
   9518688,    0.18303E-12,    0.32213E-12,
   9518701,    0.11346E-11,    0.95526E-12,
   9518738,    0.19315E-12,    0.10266E-11,
   9518739,    0.13057E-12,    0.58872E-12,
   9518758,    0.69409E-12,    0.90198E-12,
   9518778,    0.11391E-13,    0.80122E-13,
   9518824,    0.12759E-13,    0.34101E-13,
   9590917,    0.54039E-13,    0.39522E-13,
   9590926,    0.29311E-13,    0.25195E-12,
   9591036,    0.10852E-11,    0.45366E-12,
   9591060,    0.62184E-13,    0.37702E-13,
   9591063,    0.59018E-13,    0.31799E-12,
   9591075,    0.92627E-14,    0.52757E-13,
   9591095,    0.24389E-12,    0.26813E-12,
   9591125,    0.24106E-13,    0.18303E-12,
   9591204,    0.57236E-13,    0.42871E-12,
   9591230,    0.96087E-13,    0.79556E-12,
   9591754,    0.84614E-12,    0.69603E-12,
   9591993,    0.11279E-12,    0.67825E-13,
   9592117,    0.22604E-12,    0.20339E-12,
   9592146,    0.95641E-13,    0.10776E-12,
   9592149,    0.35165E-11,    0.22601E-11,
   9592778,    0.19564E-12,    0.30735E-12,
   9592782,    0.33315E-13,    0.17005E-12,
   9592785,    0.68781E-13,    0.24237E-12,
   9592789,    0.23244E-13,    0.20347E-12,
   9592805,    0.49047E-13,    0.44390E-12,
   9592810,    0.19322E-13,    0.75923E-13,
   9592815,    0.50021E-13,    0.25495E-12,
   9592819,    0.28093E-13,    0.19205E-12,
   9592867,    0.85226E-13,    0.35234E-12,
   9592881,    0.23253E-13,    0.94101E-13,
   9592882,    0.32176E-13,    0.14877E-12,
   9592889,    0.80485E-13,    0.52098E-12,
   9592894,    0.20988E-12,    0.52777E-12,
   9592907,    0.60061E-13,    0.12217E-12,
   9592911,    0.30400E-13,    0.86250E-13,
   9592923,    0.73711E-13,    0.15510E-12,
   9592930,    0.29593E-13,    0.12024E-12,
   9592953,    0.10824E-12,    0.67647E-12,
   9592959,    0.22478E-13,    0.61105E-13,
   9592981,    0.36177E-13,    0.11678E-12,
   9593006,    0.51418E-13,    0.27619E-12,
   9593007,    0.12747E-13,    0.54175E-13,
   9593010,    0.11399E-13,    0.58802E-13,
   9593032,    0.94481E-13,    0.32365E-12,
   9593044,    0.53274E-13,    0.23851E-12,
   9593048,    0.30607E-13,    0.17637E-12,
   9593056,    0.43278E-13,    0.34184E-12,
   9593062,    0.23419E-13,    0.52768E-13,
   9593065,    0.95257E-13,    0.63874E-12,
   9593068,    0.90398E-13,    0.80161E-12,
   9593073,    0.82524E-13,    0.55652E-12,
   9593082,    0.48320E-13,    0.25540E-12,
   9593086,    0.32708E-13,    0.10307E-12,
   9593103,    0.25591E-13,    0.41418E-12,
   9593120,    0.51662E-13,    0.36431E-12,
   9593135,    0.25115E-13,    0.12893E-12,
   9593141,    0.25356E-13,    0.18800E-12,
   9593152,    0.30671E-13,    0.18768E-12,
   9593158,    0.40567E-13,    0.13685E-12,
   9593164,    0.20942E-13,    0.57378E-13,
   9593191,    0.12214E-12,    0.32186E-12,
   9593199,    0.42781E-13,    0.13120E-12,
   9593210,    0.28402E-13,    0.12291E-12,
   9593218,    0.46122E-13,    0.10359E-12,
   9593227,    0.38202E-13,    0.80615E-13,
   9593229,    0.51210E-13,    0.24116E-12,
   9593239,    0.42145E-13,    0.13215E-12,
   9593248,    0.16989E-12,    0.53992E-12,
   9593249,    0.17362E-13,    0.70873E-13,
   9705969,    0.21166E-13,    0.49483E-13,
   9518318,    0.11565E-12,    0.48184E-12,
   9517173,    0.11202E-12,    0.30302E-12,
   9000979,    0.20214E-13,    0.53590E-13,
   9592035,    0.84744E-12,    0.66156E-12,
   9518458,    0.96373E-13,    0.42111E-13,
   9503911,    0.10094E-12,    0.24810E-12,
   9592791,    0.22582E-13,    0.56773E-13,
   9517923,    0.15858E-12,    0.47428E-12,
   9518425,    0.23890E-12,    0.49005E-12,
   9518550,    0.12906E-13,    0.54118E-13,
   9591822,    0.72801E-12,    0.52449E-12,
   9500295,    0.47234E-13,    0.15078E-12,
   9500603,    0.47885E-13,    0.53791E-13,
   9517926,    0.17373E-12,    0.72701E-12,
   9500238,    0.20031E-12,    0.42439E-12,
   9503136,    0.13237E-13,    0.21739E-13,
   9000809,    0.11020E-12,    0.82616E-13,
   9593089,    0.43468E-13,    0.10861E-12,
   9500499,    0.77608E-13,    0.11285E-12,
   9500287,    0.58608E-13,    0.19306E-12,
   9592998,    0.28263E-13,    0.19441E-12,
   9517971,    0.28228E-11,    0.70219E-11,
   9500409,    0.16919E-12,    0.36502E-12,
   9500262,    0.87363E-12,    0.11247E-11,
   9517004,    0.20415E-12,    0.42516E-12,
   9517689,    0.29546E-12,    0.56053E-12,
   9000813,    0.87065E-12,    0.47304E-12,
   9500258,    0.43566E-13,    0.70433E-13,
   9517080,    0.48489E-13,    0.10849E-12,
   9517951,    0.10693E-12,    0.19228E-12,
   9518112,    0.39959E-13,    0.88387E-13,
   9500283,    0.18957E-12,    0.26297E-12,
   9592903,    0.52076E-13,    0.22623E-12,
   9000850,    0.86609E-13,    0.31111E-12,
   9500276,    0.18686E-12,    0.25446E-12,
   9592840,    0.56536E-13,    0.25400E-12,
   9000980,    0.17922E-13,    0.46188E-13,
   9500277,    0.33865E-13,    0.41735E-13,
   9503678,    0.22330E-12,    0.39273E-12,
   9001234,    0.20392E-13,    0.95155E-13,
   9518292,    0.35166E-13,    0.35235E-13,
   9517825,    0.11001E-12,    0.32831E-12,
   9593225,    0.18029E-12,    0.40896E-12,
   9504555,    0.42540E-13,    0.71895E-13,
   9500410,    0.40116E-13,    0.46965E-13,
   9504039,    0.53741E-13,    0.13081E-12,
   9500284,    0.28902E-11,    0.16231E-10,
   9518452,    0.32396E-13,    0.47929E-13,
   9518124,    0.89957E-13,    0.14500E-12,
   9500255,    0.37979E-13,    0.49016E-13,
   9500213,    0.17630E-13,    0.22317E-13,
   9517479,    0.83437E-13,    0.15318E-12,
   9517816,    0.42234E-13,    0.96436E-13,
   9592784,    0.12167E-12,    0.13270E-12,
   9517785,    0.56137E-13,    0.99786E-13,
   9500294,    0.67913E-13,    0.18540E-12,
   9517493,    0.11537E-12,    0.39792E-12,
   9000978,    0.58057E-13,    0.44947E-13,
   9518072,    0.24607E-12,    0.34588E-12,
   9517402,    0.61860E-13,    0.13181E-12,
   9518590,    0.15546E-13,    0.69660E-13,
   9592868,    0.65584E-13,    0.15725E-12,
   9517855,    0.60210E-13,    0.18836E-12,
   9517777,    0.63053E-13,    0.23724E-12,
   9500264,    0.78831E-12,    0.54514E-12,
   9517049,    0.36456E-13,    0.93889E-13,
   9504560,    0.41189E-13,    0.89105E-13,
   9518570,    0.39559E-13,    0.16115E-12,
   9503062,    0.17116E-13,    0.43429E-13,
   9593223,    0.20496E-13,    0.49862E-13,
   9593052,    0.15424E-12,    0.18165E-12,
   9517948,    0.10690E-12,    0.18938E-12,
   9517534,    0.29130E-11,    0.10994E-10,
   9518497,    0.50834E-13,    0.18379E-12,
   9517447,    0.19869E-11,    0.11242E-10,
   9503380,    0.24205E-11,    0.31107E-11,
   9517881,    0.24170E-11,    0.11664E-10,
   9500254,    0.39467E-13,    0.76255E-13,
   9503244,    0.12236E-13,    0.22953E-13,
   9518640,    0.10993E-12,    0.17646E-12,
   9517606,    0.42741E-13,    0.92312E-13,
   9517729,    0.61256E-13,    0.17731E-12,
   9591828,    0.12324E-11,    0.89484E-12,
   9517705,    0.16913E-12,    0.32151E-12,
   9517697,    0.33678E-11,    0.77786E-11,
   9518577,    0.11914E-12,    0.57000E-13,
   9518332,    0.11588E-12,    0.24540E-12,
   9503061,    0.21065E-13,    0.47928E-13,
   9518179,    0.62978E-13,    0.19961E-12,
   9504337,    0.25401E-13,    0.23042E-13,
   9517812,    0.24558E-11,    0.90312E-11,
   9518105,    0.10250E-12,    0.16615E-12,
   9518732,    0.18118E-12,    0.20627E-12,
   9503800,    0.58813E-13,    0.14727E-12,
   9518358,    0.16978E-12,    0.36240E-12,
   9517602,    0.62440E-13,    0.18224E-12,
   9517798,    0.92402E-13,    0.28451E-12,
   9517585,    0.17992E-12,    0.50564E-12,
   9500261,    0.77596E-12,    0.42952E-12,
   9518535,    0.13819E-13,    0.33584E-13,
   9593033,    0.45175E-13,    0.15264E-12,
   9591133,    0.78894E-13,    0.40948E-12,
   9500246,    0.60611E-13,    0.16785E-12,
   9504353,    0.26622E-13,    0.26603E-13,
   9503199,    0.30271E-13,    0.44291E-13,
   9000917,    0.27368E-13,    0.18644E-12,
   9504667,    0.21536E-13,    0.62987E-13,
   9517680,    0.35044E-11,    0.20218E-10,
   9518044,    0.17025E-12,    0.15832E-12,
   9517636,    0.31615E-12,    0.39334E-11,
   9517289,    0.54680E-13,    0.10534E-12,
   9500439,    0.40447E-13,    0.63714E-13,
   9518043,    0.11621E-11,    0.18338E-11,
   9517853,    0.82768E-13,    0.15695E-12,
   9593213,    0.53902E-13,    0.26096E-12,
   9518676,    0.54061E-12,    0.73059E-12,
   9518257,    0.62676E-13,    0.96350E-13,
   9593174,    0.33778E-13,    0.10840E-12,
   9593219,    0.30996E-13,    0.10718E-12,
   9502925,    0.38093E-13,    0.50183E-13,
   9518276,    0.50636E-12,    0.13608E-11,
   9503453,    0.19677E-12,    0.32201E-12,
   9518015,    0.33834E-13,    0.43930E-13,
   9592893,    0.54594E-13,    0.23446E-12,
   9502863,    0.16475E-12,    0.23059E-12,
   9592147,    0.55845E-12,    0.55959E-12,
   9500394,    0.28227E-12,    0.23707E-12,
   9504225,    0.72680E-13,    0.82801E-13,
   9591171,    0.46626E-13,    0.10128E-12,
   9503131,    0.72763E-13,    0.12777E-12,
   9500251,    0.45392E-13,    0.94913E-13,
   9517317,    0.10288E-12,    0.20759E-12,
   9516959,    0.62609E-13,    0.12772E-12,
   9517058,    0.41548E-13,    0.97587E-13,
   9518190,    0.12406E-12,    0.21219E-12,
   9500290,    0.42503E-13,    0.59471E-13,
   9517110,    0.65679E-13,    0.14705E-12,
   9501276,    0.28200E-13,    0.47663E-13,
   9517078,    0.15828E-12,    0.34381E-12,
   9592979,    0.46619E-13,    0.63374E-13,
   9518478,    0.51707E-12,    0.41279E-12,
   9500244,    0.25415E-12,    0.27424E-12,
   9518000,    0.79307E-13,    0.37307E-12,
   9517102,    0.49824E-13,    0.14822E-12,
   9503181,    0.22963E-13,    0.29544E-13,
   9593226,    0.49615E-13,    0.15736E-12,
   9503422,    0.23311E-12,    0.82528E-12,
   9503091,    0.37395E-13,    0.54050E-13,
   9516979,    0.70436E-13,    0.10272E-12,
   9502864,    0.16782E-13,    0.23120E-13,
   9504502,    0.45098E-13,    0.69634E-13,
   9593084,    0.29832E-13,    0.10035E-12,
   9503288,    0.18008E-13,    0.29642E-13,
   9518231,    0.35389E-12,    0.35395E-12,
   9592969,    0.93080E-13,    0.40637E-12,
   9517020,    0.53947E-13,    0.16011E-12,
   9592908,    0.25409E-12,    0.75296E-12,
   9517184,    0.88199E-13,    0.28442E-12,
   9593198,    0.94860E-13,    0.16642E-12,
   9517000,    0.11395E-12,    0.31871E-12,
   9593131,    0.32935E-13,    0.11345E-12,
   9503011,    0.44924E-13,    0.65595E-13,
   9517692,    0.14393E-12,    0.39880E-12,
   9593015,    0.94615E-13,    0.15037E-12,
   9518708,    0.42135E-13,    0.17010E-12,
   9517993,    0.34705E-13,    0.38288E-13,
   9592997,    0.38339E-13,    0.13370E-12,
   9504583,    0.49498E-13,    0.66940E-13,
   9504577,    0.27692E-13,    0.26403E-13,
   9592901,    0.49557E-13,    0.59447E-13,
   9518335,    0.53072E-13,    0.83197E-13,
   9503254,    0.33427E-13,    0.47176E-13,
   9592938,    0.54758E-13,    0.26058E-12,
   9517654,    0.13392E-12,    0.22475E-12,
   9503242,    0.48129E-13,    0.72121E-13,
   9517657,    0.45164E-13,    0.10485E-12,
   9591199,    0.47875E-12,    0.42459E-12,
   9517129,    0.44352E-13,    0.10448E-12,
   9517768,    0.41980E-12,    0.45715E-12,
   9504277,    0.30320E-13,    0.77308E-13,
   9518144,    0.90371E-13,    0.16412E-12,
   9503189,    0.10627E-12,    0.15832E-12,
   9518234,    0.77745E-13,    0.25512E-12,
   9518825,    0.16159E-13,    0.46119E-13,
   9517540,    0.64433E-13,    0.14236E-12,
   9592834,    0.91346E-13,    0.33559E-12,
   9518310,    0.15836E-12,    0.32192E-12,
   9500259,    0.39390E-12,    0.39266E-12,
   9518051,    0.90865E-13,    0.15739E-12,
   9518710,    0.61154E-13,    0.11748E-12,
   9518088,    0.16501E-11,    0.23325E-11,
   9503345,    0.27588E-12,    0.92176E-12,
   9518496,    0.41829E-13,    0.16132E-12,
   9500250,    0.73546E-13,    0.11709E-12,
   9517763,    0.60872E-13,    0.15046E-12,
   9518821,    0.11339E-12,    0.13504E-12,
   9517394,    0.72481E-13,    0.22918E-12,
   9592940,    0.85742E-13,    0.14148E-12,
   9518474,    0.28725E-12,    0.26842E-12,
   9503167,    0.42473E-13,    0.57343E-13,
   9593142,    0.34762E-13,    0.11821E-12,
   9504475,    0.39678E-13,    0.94381E-13,
   9500249,    0.68964E-13,    0.10373E-12,
   9500847,    0.57588E-13,    0.85510E-13,
   9500623,    0.72509E-13,    0.92224E-13,
   9517590,    0.45885E-13,    0.92027E-13,
   9593027,    0.32206E-13,    0.11736E-12,
   9517659,    0.10765E-12,    0.45067E-12,
   9517516,    0.48866E-13,    0.92179E-13,
   9517646,    0.33833E-13,    0.12617E-12,
   9503702,    0.30277E-12,    0.72935E-12,
   9593112,    0.40134E-13,    0.11946E-12,
   9518146,    0.71691E-13,    0.13456E-12,
   9518104,    0.46266E-12,    0.45775E-12,
   9518447,    0.40988E-12,    0.21244E-12,
   9518194,    0.81055E-13,    0.26216E-12,
   9503260,    0.94098E-13,    0.17610E-12,
   9517745,    0.81153E-12,    0.22145E-11,
   9504188,    0.62000E-13,    0.84576E-13,
   9592841,    0.15557E-12,    0.60303E-12,
   9504380,    0.43934E-13,    0.85350E-13,
   9517234,    0.84649E-13,    0.13217E-12,
   9502995,    0.42579E-13,    0.53076E-13,
   9517474,    0.43675E-13,    0.97748E-13,
   9504510,    0.45437E-13,    0.84510E-13,
   9517966,    0.20315E-12,    0.41972E-12,
   9517373,    0.65376E-13,    0.10492E-12,
   9518360,    0.11254E-12,    0.18787E-12,
   9517469,    0.63801E-13,    0.15972E-12,
   9517343,    0.68187E-13,    0.16076E-12,
   9517667,    0.14094E-12,    0.55131E-12,
   9517148,    0.10735E-12,    0.24969E-12,
   9518094,    0.46692E-12,    0.46912E-12,
   9502946,    0.43315E-13,    0.56068E-13,
   9518408,    0.78467E-13,    0.12816E-12,
   9517166,    0.11177E-12,    0.24772E-12,
   9517414,    0.72277E-13,    0.16728E-12,
