,2012/12/31_Cbulk,2013/12/31_Cbulk,
   9502946,    0.41321E-09,    0.72653E-09,
   9518408,    0.47298E-09,    0.49734E-09,
   9517166,    0.12505E-08,    0.16397E-08,
   9517414,    0.75038E-09,    0.12914E-08,
   9504690,    0.23516E-09,    0.49178E-09,
   9517012,    0.91254E-09,    0.16496E-08,
   9518229,    0.56645E-08,    0.63683E-08,
   9593201,    0.42805E-09,    0.94307E-09,
   9500232,    0.43903E-09,    0.61892E-09,
   9503220,    0.62892E-09,    0.10400E-08,
   9501334,    0.10186E-08,    0.10972E-08,
   9517771,    0.15748E-08,    0.46228E-08,
   9592788,    0.15981E-08,    0.38049E-08,
   9593096,    0.16576E-08,    0.36666E-08,
   9518325,    0.14168E-08,    0.21529E-08,
   9517944,    0.11864E-08,    0.34746E-08,
   9504470,    0.23413E-09,    0.83231E-09,
   9517054,    0.13095E-08,    0.16630E-08,
   9592854,    0.68604E-09,    0.11907E-08,
   9500161,    0.17971E-09,    0.28237E-09,
   9516968,    0.15247E-08,    0.23124E-08,
   9592768,    0.70090E-09,    0.12518E-08,
   9592790,    0.76463E-09,    0.10959E-08,
   9517331,    0.14710E-08,    0.20577E-08,
   9518626,    0.32693E-09,    0.66696E-09,
   9504409,    0.50353E-09,    0.13185E-08,
   9517912,    0.55605E-08,    0.68798E-08,
   9518698,    0.65775E-09,    0.10026E-08,
   9593045,    0.39968E-09,    0.87007E-09,
   9517483,    0.91968E-09,    0.16200E-08,
   9517630,    0.94466E-09,    0.20410E-08,
   9518302,    0.13726E-08,    0.43915E-08,
   9504417,    0.57511E-09,    0.16460E-08,
   9503578,    0.94664E-09,    0.19561E-08,
   9000849,    0.65884E-09,    0.12623E-08,
   9517136,    0.19880E-08,    0.27650E-08,
   9503006,    0.50201E-09,    0.10573E-08,
   9000847,    0.11302E-08,    0.24858E-08,
   9504372,    0.27822E-09,    0.62057E-09,
   9518633,    0.62204E-09,    0.50983E-09,
   9518114,    0.15161E-08,    0.52521E-08,
   9517900,    0.58251E-08,    0.82696E-08,
   9518314,    0.67756E-09,    0.11222E-08,
   9517345,    0.12080E-08,    0.21373E-08,
   9593097,    0.22448E-08,    0.44427E-08,
   9517423,    0.10900E-08,    0.26491E-08,
   9517178,    0.77919E-09,    0.15799E-08,
   9517157,    0.12403E-08,    0.25364E-08,
   9592015,    0.89908E-09,    0.77007E-09,
   9503155,    0.99062E-09,    0.16731E-08,
   9517976,    0.59551E-08,    0.96529E-08,
   9504331,    0.29529E-09,    0.85358E-09,
   9592830,    0.21712E-08,    0.40548E-08,
   9517549,    0.11950E-08,    0.35473E-08,
   9592873,    0.84878E-09,    0.12988E-08,
   9517090,    0.93635E-09,    0.20314E-08,
   9503376,    0.12018E-08,    0.26681E-08,
   9517845,    0.23683E-08,    0.63865E-08,
   9517880,    0.13284E-08,    0.45561E-08,
   9516975,    0.13115E-08,    0.25927E-08,
   9503717,    0.21124E-08,    0.28722E-08,
   9503236,    0.43842E-09,    0.11826E-08,
   9593137,    0.21689E-08,    0.41097E-08,
   9502916,    0.11534E-08,    0.22582E-08,
   9518752,    0.11049E-08,    0.95654E-09,
   9503338,    0.22077E-08,    0.28498E-08,
   9592989,    0.86285E-09,    0.15322E-08,
   9593038,    0.88596E-09,    0.17411E-08,
   9591237,    0.97937E-09,    0.11180E-08,
   9517448,    0.13756E-08,    0.30129E-08,
   9503264,    0.12210E-08,    0.28539E-08,
   9517725,    0.15210E-08,    0.33968E-08,
   9517837,    0.23218E-08,    0.64871E-08,
   9518642,    0.84725E-09,    0.15275E-08,
   9503398,    0.21577E-08,    0.49921E-08,
   9503076,    0.12101E-08,    0.33146E-08,
   9503162,    0.12510E-08,    0.40924E-08,
   9593246,    0.17877E-08,    0.35121E-08,
   9517603,    0.23261E-08,    0.68207E-08,
   9517851,    0.24073E-08,    0.71088E-08,
   9517740,    0.15473E-08,    0.34200E-08,
   9517720,    0.16746E-08,    0.38878E-08,
   9518429,    0.90424E-09,    0.14449E-08,
   9590967,    0.10131E-08,    0.10593E-08,
   9590909,    0.12207E-08,    0.12283E-08,
   9590867,    0.13611E-08,    0.13853E-08,
   9590865,    0.14570E-08,    0.15088E-08,
   9504620,    0.42377E-09,    0.15071E-08,
   9502956,    0.46270E-09,    0.19433E-08,
   9593204,    0.16332E-08,    0.31264E-08,
   9503192,    0.11922E-08,    0.42284E-08,
   9503146,    0.12389E-08,    0.45858E-08,
   9503125,    0.49918E-09,    0.23204E-08,
   9592816,    0.16605E-08,    0.32523E-08,
   9593143,    0.17844E-08,    0.33196E-08,
   9502881,    0.54722E-09,    0.24935E-08,
   9500231,    0.10431E-08,    0.84383E-09,
   9517686,    0.22749E-08,    0.64030E-08,
   9518668,    0.11381E-08,    0.90253E-09,
   9517584,    0.23806E-08,    0.64778E-08,
   9503241,    0.62080E-09,    0.23745E-08,
   9518747,    0.86689E-09,    0.92827E-09,
   9518102,    0.85902E-09,    0.10021E-08,
   9503149,    0.67086E-09,    0.23782E-08,
   9518042,    0.86351E-09,    0.11483E-08,
   9518047,    0.84560E-09,    0.14292E-08,
   9517450,    0.21219E-08,    0.57490E-08,
   9518305,    0.83359E-09,    0.16938E-08,
   9503190,    0.73661E-09,    0.20355E-08,
   9517936,    0.85882E-09,    0.21627E-08,
   9500237,    0.45039E-09,    0.60466E-09,
   9503147,    0.79706E-09,    0.16685E-08,
   9517998,    0.88536E-09,    0.25904E-08,
   9502927,    0.89142E-09,    0.14650E-08,
   9518150,    0.48395E-09,    0.63410E-09,
   9503243,    0.94917E-09,    0.11256E-08,
   9518277,    0.48439E-09,    0.63178E-09,
   9592803,    0.14933E-08,    0.29650E-08,
   9593189,    0.16429E-08,    0.33256E-08,
   9592992,    0.17955E-08,    0.36079E-08,
   9593074,    0.20772E-08,    0.38206E-08,
   9517644,    0.19683E-08,    0.48026E-08,
   9592773,    0.22900E-08,    0.36370E-08,
   9517637,    0.20555E-08,    0.46961E-08,
   9517511,    0.22503E-08,    0.50548E-08,
   9593217,    0.26906E-08,    0.36768E-08,
   9592766,    0.29982E-08,    0.35240E-08,
   9517789,    0.23976E-08,    0.52237E-08,
   9000285,    0.34976E-08,    0.36695E-08,
   9518222,    0.56155E-09,    0.96632E-09,
   9592754,    0.39729E-08,    0.39400E-08,
   9518236,    0.91501E-09,    0.29554E-08,
   9593190,    0.44694E-08,    0.40415E-08,
   9518004,    0.63123E-09,    0.12471E-08,
   9518347,    0.63760E-09,    0.15566E-08,
   9517941,    0.65030E-09,    0.20208E-08,
   9518350,    0.65704E-09,    0.25093E-08,
   9503214,    0.83994E-09,    0.10728E-08,
   9518241,    0.10530E-08,    0.31467E-08,
   9592929,    0.41442E-08,    0.36377E-08,
   9592794,    0.45737E-08,    0.38706E-08,
   9593058,    0.51042E-08,    0.42101E-08,
   9517827,    0.49335E-08,    0.39758E-08,
   9517426,    0.52940E-08,    0.43583E-08,
   9517489,    0.59073E-08,    0.47179E-08,
   9517727,    0.61906E-08,    0.48673E-08,
   9517580,    0.65106E-08,    0.47173E-08,
   9517497,    0.68862E-08,    0.43812E-08,
   9517632,    0.76119E-08,    0.40667E-08,
   9517874,    0.82032E-08,    0.35664E-08,
   9502934,    0.10516E-08,    0.24459E-08,
   9517687,    0.94130E-08,    0.32847E-08,
   9517530,    0.11083E-07,    0.33902E-08,
   9503284,    0.11535E-08,    0.26285E-08,
   9502977,    0.13313E-08,    0.28913E-08,
   9503022,    0.16192E-08,    0.34277E-08,
   9503010,    0.18104E-08,    0.32236E-08,
   9517866,    0.21762E-08,    0.30676E-08,
   9517495,    0.13044E-07,    0.41475E-08,
   9517562,    0.24901E-08,    0.28433E-08,
   9517595,    0.28560E-08,    0.22502E-08,
   9517466,    0.15924E-07,    0.48030E-08,
   9517645,    0.31679E-08,    0.16535E-08,
   9517425,    0.37072E-08,    0.17583E-08,
   9517979,    0.91937E-09,    0.30530E-08,
   9518098,    0.96132E-09,    0.28553E-08,
   9518040,    0.10164E-08,    0.25362E-08,
   9517980,    0.11334E-08,    0.22237E-08,
   9518178,    0.12754E-08,    0.16964E-08,
   9518238,    0.14762E-08,    0.16141E-08,
   9518343,    0.16521E-08,    0.12745E-08,
   9518340,    0.18698E-08,    0.10806E-08,
   9518282,    0.20797E-08,    0.11545E-08,
   9500070,    0.17767E-08,    0.14783E-08,
   9518060,    0.19072E-08,    0.14293E-08,
   9518085,    0.19965E-08,    0.17797E-08,
   9517995,    0.20605E-08,    0.19431E-08,
   9518245,    0.21122E-08,    0.23841E-08,
   9517918,    0.22541E-08,    0.37875E-08,
   9517986,    0.23450E-08,    0.38507E-08,
   9517968,    0.25792E-08,    0.36729E-08,
   9518265,    0.25149E-08,    0.30163E-08,
   9518385,    0.27284E-08,    0.22762E-08,
   9518322,    0.28664E-08,    0.21314E-08,
   9518207,    0.30550E-08,    0.20590E-08,
   9517554,    0.32339E-08,    0.12965E-08,
   9517490,    0.36867E-08,    0.42734E-08,
   9517608,    0.47273E-08,    0.71974E-08,
   9517664,    0.58306E-08,    0.83074E-08,
   9517743,    0.77158E-08,    0.12716E-07,
   9517818,    0.92522E-08,    0.12676E-07,
   9517427,    0.11131E-07,    0.11450E-07,
   9517759,    0.12355E-07,    0.88850E-08,
   9517758,    0.13462E-07,    0.82406E-08,
   9517419,    0.15048E-07,    0.73498E-08,
   9517781,    0.16245E-07,    0.54430E-08,
   9517504,    0.16054E-07,    0.57961E-08,
   9500288,    0.11392E-07,    0.54770E-08,
   9517640,    0.11267E-07,    0.45248E-08,
   9517690,    0.11816E-07,    0.25272E-08,
   9517859,    0.11919E-07,    0.23630E-08,
   9517873,    0.12765E-07,    0.23452E-08,
   9517431,    0.12847E-07,    0.24079E-08,
   9517831,    0.13479E-07,    0.25269E-08,
   9517462,    0.14249E-07,    0.24024E-08,
   9517456,    0.16772E-07,    0.25651E-08,
   9517544,    0.19198E-07,    0.26661E-08,
   9517731,    0.21660E-07,    0.29308E-08,
   9517555,    0.23479E-07,    0.29120E-08,
   9517589,    0.26174E-07,    0.29054E-08,
   9517537,    0.26664E-07,    0.29191E-08,
   9517631,    0.27276E-07,    0.26833E-08,
   9517238,    0.22590E-07,    0.25219E-08,
   9517364,    0.23129E-07,    0.24879E-08,
   9517138,    0.24632E-07,    0.23919E-08,
   9517321,    0.24661E-07,    0.22311E-08,
   9517089,    0.23387E-07,    0.23157E-08,
   9503484,    0.21664E-07,    0.24172E-08,
   9503414,    0.20936E-07,    0.21734E-08,
   9503355,    0.18718E-07,    0.20117E-08,
   9503529,    0.19465E-07,    0.21481E-08,
   9503379,    0.19242E-07,    0.25434E-08,
   9503490,    0.19620E-07,    0.24733E-08,
   9503342,    0.20369E-07,    0.31715E-08,
   9503393,    0.18720E-07,    0.41659E-08,
   9503467,    0.17727E-07,    0.47684E-08,
   9503416,    0.15686E-07,    0.59326E-08,
   9503374,    0.13443E-07,    0.67385E-08,
   9503451,    0.90273E-08,    0.61873E-08,
   9503303,    0.68616E-08,    0.48470E-08,
   9501188,    0.69023E-08,    0.33907E-08,
   9508561,    0.64611E-08,    0.34979E-08,
   9508021,    0.51453E-08,    0.33918E-08,
   9507768,    0.49417E-08,    0.30988E-08,
   9507706,    0.52125E-08,    0.29146E-08,
   9000041,    0.48928E-08,    0.23872E-08,
         1,    -999.00    ,    -999.00    ,
