,2012/12/31_Cdis,2013/12/31_Cdis,
   9504690,    0.18682E-06,    0.24899E-06,
   9517012,    0.79199E-06,    0.12685E-05,
   9518229,    0.46096E-05,    0.37489E-05,
   9593201,    0.20970E-06,    0.81650E-06,
   9500232,    0.23753E-06,    0.28451E-06,
   9503220,    0.42142E-06,    0.74704E-06,
   9501334,    0.10620E-05,    0.11552E-05,
   9517771,    0.12318E-05,    0.40072E-05,
   9592788,    0.11341E-05,    0.34961E-05,
   9593096,    0.11733E-05,    0.32598E-05,
   9518325,    0.13225E-05,    0.21043E-05,
   9517944,    0.61295E-06,    0.19827E-05,
   9504470,    0.18650E-06,    0.21478E-06,
   9517054,    0.12093E-05,    0.14122E-05,
   9592854,    0.36296E-06,    0.10375E-05,
   9500161,    0.11450E-06,    0.12977E-06,
   9516968,    0.10789E-05,    0.19247E-05,
   9592768,    0.36724E-06,    0.97419E-06,
   9592790,    0.35475E-06,    0.80377E-06,
   9517331,    0.13545E-05,    0.15614E-05,
   9518626,    0.23957E-06,    0.54511E-06,
   9504409,    0.40547E-06,    0.52280E-06,
   9517912,    0.44857E-05,    0.36952E-05,
   9518698,    0.49254E-06,    0.75725E-06,
   9593045,    0.19288E-06,    0.66775E-06,
   9517483,    0.81347E-06,    0.11866E-05,
   9517630,    0.82227E-06,    0.11904E-05,
   9518302,    0.75873E-06,    0.24245E-05,
   9504417,    0.43036E-06,    0.57991E-06,
   9503578,    0.82291E-06,    0.14578E-05,
   9000849,    0.42030E-06,    0.11119E-05,
   9517136,    0.14994E-05,    0.22301E-05,
   9503006,    0.33314E-06,    0.64418E-06,
   9000847,    0.51450E-06,    0.17835E-05,
   9504372,    0.20750E-06,    0.29417E-06,
   9518633,    0.60732E-06,    0.47391E-06,
   9518114,    0.81392E-06,    0.26140E-05,
   9517900,    0.46795E-05,    0.40978E-05,
   9518314,    0.53202E-06,    0.91525E-06,
   9517345,    0.10895E-05,    0.14178E-05,
   9593097,    0.13020E-05,    0.38937E-05,
   9517423,    0.94003E-06,    0.13187E-05,
   9517178,    0.61445E-06,    0.11988E-05,
   9517157,    0.10999E-05,    0.14167E-05,
   9592015,    0.87647E-06,    0.70687E-06,
   9503155,    0.86640E-06,    0.11357E-05,
   9517976,    0.47687E-05,    0.42943E-05,
   9504331,    0.20970E-06,    0.31165E-06,
   9592830,    0.12466E-05,    0.33139E-05,
   9517549,    0.99342E-06,    0.13779E-05,
   9592873,    0.37029E-06,    0.88731E-06,
   9517090,    0.75257E-06,    0.14517E-05,
   9503376,    0.98335E-06,    0.18988E-05,
   9517845,    0.12059E-05,    0.39153E-05,
   9517880,    0.10844E-05,    0.15195E-05,
   9516975,    0.11467E-05,    0.13788E-05,
   9503717,    0.16211E-05,    0.23099E-05,
   9503236,    0.28959E-06,    0.55921E-06,
   9593137,    0.12468E-05,    0.31316E-05,
   9502916,    0.98894E-06,    0.13324E-05,
   9518752,    0.10685E-05,    0.82773E-06,
   9503338,    0.16721E-05,    0.22341E-05,
   9592989,    0.36222E-06,    0.92160E-06,
   9593038,    0.36269E-06,    0.86490E-06,
   9591237,    0.82071E-06,    0.80462E-06,
   9517448,    0.11711E-05,    0.13846E-05,
   9503264,    0.10342E-05,    0.14281E-05,
   9517725,    0.12327E-05,    0.15434E-05,
   9517837,    0.12057E-05,    0.39858E-05,
   9518642,    0.44383E-06,    0.11297E-05,
   9503398,    0.18070E-05,    0.32251E-05,
   9503076,    0.10069E-05,    0.14338E-05,
   9503162,    0.10120E-05,    0.14507E-05,
   9593246,    0.95546E-06,    0.25428E-05,
   9517603,    0.11971E-05,    0.39753E-05,
   9517851,    0.12111E-05,    0.40068E-05,
   9517740,    0.12397E-05,    0.15620E-05,
   9517720,    0.12458E-05,    0.15923E-05,
   9518429,    0.63690E-06,    0.11618E-05,
   9590967,    0.83912E-06,    0.59416E-06,
   9590909,    0.10039E-05,    0.68467E-06,
   9590867,    0.11280E-05,    0.78753E-06,
   9590865,    0.12138E-05,    0.83188E-06,
   9504620,    0.30190E-06,    0.43586E-06,
   9502956,    0.30450E-06,    0.44452E-06,
   9593204,    0.85833E-06,    0.21206E-05,
   9503192,    0.89708E-06,    0.13176E-05,
   9503146,    0.88076E-06,    0.12884E-05,
   9503125,    0.30638E-06,    0.46536E-06,
   9592816,    0.83574E-06,    0.20431E-05,
   9593143,    0.85968E-06,    0.19643E-05,
   9502881,    0.32568E-06,    0.52257E-06,
   9500231,    0.81873E-06,    0.70275E-06,
   9517686,    0.12033E-05,    0.39588E-05,
   9518668,    0.77033E-06,    0.75419E-06,
   9517584,    0.12146E-05,    0.40013E-05,
   9503241,    0.36137E-06,    0.58634E-06,
   9518747,    0.60402E-06,    0.77088E-06,
   9518102,    0.60385E-06,    0.78818E-06,
   9503149,    0.36336E-06,    0.59594E-06,
   9518042,    0.60305E-06,    0.78603E-06,
   9518047,    0.58558E-06,    0.77996E-06,
   9517450,    0.10579E-05,    0.34944E-05,
   9518305,    0.56479E-06,    0.79795E-06,
   9503190,    0.38843E-06,    0.62948E-06,
   9517936,    0.57456E-06,    0.84796E-06,
   9500237,    0.33882E-06,    0.43667E-06,
   9503147,    0.39014E-06,    0.64588E-06,
   9517998,    0.58853E-06,    0.90354E-06,
   9502927,    0.39064E-06,    0.65077E-06,
   9518150,    0.37139E-06,    0.47395E-06,
   9503243,    0.39160E-06,    0.66149E-06,
   9518277,    0.37178E-06,    0.46362E-06,
   9592803,    0.63047E-06,    0.14845E-05,
   9593189,    0.63013E-06,    0.14904E-05,
   9592992,    0.61310E-06,    0.15500E-05,
   9593074,    0.61485E-06,    0.16402E-05,
   9517644,    0.92959E-06,    0.30847E-05,
   9592773,    0.61430E-06,    0.15669E-05,
   9517637,    0.91232E-06,    0.30325E-05,
   9517511,    0.90835E-06,    0.30054E-05,
   9593217,    0.61423E-06,    0.16159E-05,
   9592766,    0.61041E-06,    0.16311E-05,
   9517789,    0.96827E-06,    0.33229E-05,
   9000285,    0.63755E-06,    0.17981E-05,
   9518222,    0.44218E-06,    0.71125E-06,
   9592754,    0.64214E-06,    0.19692E-05,
   9518236,    0.57836E-06,    0.90500E-06,
   9593190,    0.62619E-06,    0.19703E-05,
   9518004,    0.46992E-06,    0.85029E-06,
   9518347,    0.47041E-06,    0.84623E-06,
   9517941,    0.46321E-06,    0.83660E-06,
   9518350,    0.44844E-06,    0.80394E-06,
   9503214,    0.35306E-06,    0.63058E-06,
   9518241,    0.71781E-06,    0.10158E-05,
   9592929,    0.54179E-06,    0.17134E-05,
   9592794,    0.53738E-06,    0.17420E-05,
   9593058,    0.53521E-06,    0.17483E-05,
   9517827,    0.51027E-06,    0.17333E-05,
   9517426,    0.50943E-06,    0.17707E-05,
   9517489,    0.51130E-06,    0.17951E-05,
   9517727,    0.51341E-06,    0.18252E-05,
   9517580,    0.52230E-06,    0.18548E-05,
   9517497,    0.53982E-06,    0.18902E-05,
   9517632,    0.56051E-06,    0.19306E-05,
   9517874,    0.57504E-06,    0.19228E-05,
   9502934,    0.49851E-06,    0.83345E-06,
   9517687,    0.62020E-06,    0.21190E-05,
   9517530,    0.67719E-06,    0.20912E-05,
   9503284,    0.49043E-06,    0.82736E-06,
   9502977,    0.48632E-06,    0.82259E-06,
   9503022,    0.48404E-06,    0.82205E-06,
   9503010,    0.48095E-06,    0.82880E-06,
   9517866,    0.47860E-06,    0.83742E-06,
   9517495,    0.79305E-06,    0.26174E-05,
   9517562,    0.47911E-06,    0.84422E-06,
   9517595,    0.48163E-06,    0.86044E-06,
   9517466,    0.83313E-06,    0.24504E-05,
   9517645,    0.48611E-06,    0.88328E-06,
   9517425,    0.49213E-06,    0.89877E-06,
   9517979,    0.58966E-06,    0.90259E-06,
   9518098,    0.56991E-06,    0.85266E-06,
   9518040,    0.56984E-06,    0.83089E-06,
   9517980,    0.56955E-06,    0.83006E-06,
   9518178,    0.56858E-06,    0.82171E-06,
   9518238,    0.57486E-06,    0.84029E-06,
   9518343,    0.56739E-06,    0.85008E-06,
   9518340,    0.58852E-06,    0.88681E-06,
   9518282,    0.59642E-06,    0.90832E-06,
   9500070,    0.61102E-06,    0.12741E-05,
   9518060,    0.61139E-06,    0.12650E-05,
   9518085,    0.61716E-06,    0.12608E-05,
   9517995,    0.62741E-06,    0.12636E-05,
   9518245,    0.63731E-06,    0.12985E-05,
   9517918,    0.68745E-06,    0.14337E-05,
   9517986,    0.69253E-06,    0.14333E-05,
   9517968,    0.71857E-06,    0.14915E-05,
   9518265,    0.68216E-06,    0.14414E-05,
   9518385,    0.69578E-06,    0.14582E-05,
   9518322,    0.69841E-06,    0.14626E-05,
   9518207,    0.71175E-06,    0.14768E-05,
   9517554,    0.72044E-06,    0.14826E-05,
   9517490,    0.72448E-06,    0.14986E-05,
   9517608,    0.72642E-06,    0.15042E-05,
   9517664,    0.72419E-06,    0.15137E-05,
   9517743,    0.73266E-06,    0.15407E-05,
   9517818,    0.75854E-06,    0.15917E-05,
   9517427,    0.76610E-06,    0.16037E-05,
   9517759,    0.77896E-06,    0.16338E-05,
   9517758,    0.80072E-06,    0.16819E-05,
   9517419,    0.81433E-06,    0.16920E-05,
   9517781,    0.81526E-06,    0.16942E-05,
   9517504,    0.85387E-06,    0.17391E-05,
   9500288,    0.89836E-06,    0.20544E-05,
   9517640,    0.91059E-06,    0.21024E-05,
   9517690,    0.91539E-06,    0.21207E-05,
   9517859,    0.91963E-06,    0.21382E-05,
   9517873,    0.92259E-06,    0.21506E-05,
   9517431,    0.92535E-06,    0.21651E-05,
   9517831,    0.94093E-06,    0.22056E-05,
   9517462,    0.95681E-06,    0.22280E-05,
   9517456,    0.93329E-06,    0.22526E-05,
   9517544,    0.94538E-06,    0.23457E-05,
   9517731,    0.95165E-06,    0.23719E-05,
   9517555,    0.95610E-06,    0.23614E-05,
   9517589,    0.95621E-06,    0.23899E-05,
   9517537,    0.96083E-06,    0.23970E-05,
   9517631,    0.97510E-06,    0.23257E-05,
   9517238,    0.86176E-06,    0.18671E-05,
   9517364,    0.86878E-06,    0.18544E-05,
   9517138,    0.86611E-06,    0.18677E-05,
   9517321,    0.86848E-06,    0.19058E-05,
   9517089,    0.87146E-06,    0.19189E-05,
   9503484,    0.87785E-06,    0.19115E-05,
   9503414,    0.90864E-06,    0.18723E-05,
   9503355,    0.91704E-06,    0.18810E-05,
   9503529,    0.94268E-06,    0.19125E-05,
   9503379,    0.97819E-06,    0.20459E-05,
   9503490,    0.10071E-05,    0.20719E-05,
   9503342,    0.10431E-05,    0.20667E-05,
   9503393,    0.11109E-05,    0.21568E-05,
   9503467,    0.11216E-05,    0.22113E-05,
   9503416,    0.11425E-05,    0.22877E-05,
   9503374,    0.11456E-05,    0.23099E-05,
   9503451,    0.11529E-05,    0.23653E-05,
   9503303,    0.11670E-05,    0.23888E-05,
   9501188,    0.11741E-05,    0.24442E-05,
   9508561,    0.11776E-05,    0.24760E-05,
   9508021,    0.11831E-05,    0.25092E-05,
   9507768,    0.12158E-05,    0.24799E-05,
   9507706,    0.12320E-05,    0.24240E-05,
   9000041,    0.12570E-05,    0.24507E-05,
         1,    -999.00    ,    -999.00    ,
