,2012/12/31_Cdis,2013/12/31_Cdis,
   9517380,    0.23804E-06,    0.42327E-06,
   9517383,    0.35287E-06,    0.74405E-06,
   9517388,    0.12064E-05,    0.12554E-05,
   9517411,    0.33931E-06,    0.71365E-06,
   9517415,    0.82831E-06,    0.14120E-05,
   9517422,    0.21816E-04,    0.37240E-04,
   9517432,    0.25030E-06,    0.47396E-06,
   9517435,    0.11775E-05,    0.27913E-05,
   9517446,    0.50883E-06,    0.76666E-06,
   9517457,    0.17139E-05,    0.20776E-05,
   9517459,    0.34590E-05,    0.80267E-05,
   9517460,    0.59861E-05,    0.33412E-04,
   9517471,    0.58553E-05,    0.32084E-04,
   9517477,    0.12800E-05,    0.14292E-05,
   9517481,    0.20776E-05,    0.16553E-04,
   9517496,    0.89078E-06,    0.12999E-05,
   9517498,    0.44440E-04,    0.58640E-04,
   9517510,    0.17359E-04,    0.83839E-04,
   9517518,    0.15509E-05,    0.23613E-05,
   9517522,    0.68543E-04,    0.80284E-04,
   9517525,    0.67639E-06,    0.26619E-05,
   9517526,    0.38828E-06,    0.90335E-06,
   9517543,    0.20377E-05,    0.60476E-05,
   9517548,    0.95483E-06,    0.28124E-05,
   9517551,    0.14753E-04,    0.35421E-04,
   9517556,    0.16263E-05,    0.17806E-05,
   9517587,    0.24126E-05,    0.21253E-04,
   9517601,    0.27298E-04,    0.60675E-04,
   9517610,    0.10235E-05,    0.39589E-05,
   9517614,    0.20324E-05,    0.18028E-05,
   9517616,    0.49766E-06,    0.79301E-06,
   9517624,    0.17330E-05,    0.31506E-05,
   9517627,    0.12046E-03,    0.12941E-03,
   9517661,    0.29156E-04,    0.86032E-04,
   9517673,    0.41887E-06,    0.16222E-05,
   9517677,    0.18483E-04,    0.75648E-04,
   9517681,    0.33226E-06,    0.77785E-06,
   9517682,    0.21468E-04,    0.51358E-04,
   9517683,    0.57086E-06,    0.16484E-05,
   9517710,    0.20007E-04,    0.73241E-04,
   9517712,    0.21700E-06,    0.64848E-06,
   9517715,    0.19579E-05,    0.29113E-05,
   9517724,    0.16703E-05,    0.50035E-05,
   9517726,    0.35347E-05,    0.12541E-04,
   9517730,    0.10144E-05,    0.28488E-05,
   9517737,    0.28410E-05,    0.21387E-04,
   9517744,    0.61801E-06,    0.11623E-05,
   9517746,    0.22082E-05,    0.38386E-04,
   9517764,    0.39478E-06,    0.82187E-06,
   9517775,    0.24731E-05,    0.35146E-04,
   9517776,    0.11914E-04,    0.68874E-05,
   9517782,    0.55501E-06,    0.11266E-05,
   9517787,    0.41431E-06,    0.12690E-05,
   9517788,    0.42190E-06,    0.12490E-05,
   9517790,    0.25412E-04,    0.11071E-03,
   9517793,    0.70249E-05,    0.68849E-04,
   9517803,    0.16715E-05,    0.33084E-05,
   9517810,    0.23372E-06,    0.56539E-06,
   9517822,    0.21747E-04,    0.91452E-04,
   9517848,    0.15702E-05,    0.24486E-05,
   9517850,    0.40401E-05,    0.29315E-05,
   9517857,    0.10704E-05,    0.23398E-05,
   9517860,    0.90307E-04,    0.10221E-03,
   9517876,    0.52618E-05,    0.61799E-05,
   9517883,    0.35939E-06,    0.54998E-06,
   9517895,    0.74693E-05,    0.58992E-04,
   9517898,    0.13746E-04,    0.73006E-05,
   9517899,    0.25103E-05,    0.10110E-04,
   9517909,    0.32715E-05,    0.43959E-05,
   9517915,    0.25293E-04,    0.11540E-04,
   9517929,    0.12619E-05,    0.41354E-05,
   9517942,    0.13253E-06,    0.38912E-06,
   9517956,    0.24889E-06,    0.44015E-06,
   9517961,    0.36458E-06,    0.13081E-05,
   9517963,    0.69721E-06,    0.23183E-05,
   9517965,    0.29505E-05,    0.23636E-04,
   9517985,    0.10436E-06,    0.38428E-06,
   9518010,    0.50445E-06,    0.34485E-06,
   9518025,    0.99288E-06,    0.50228E-05,
   9518030,    0.82850E-06,    0.28644E-05,
   9518036,    0.35554E-07,    0.11530E-06,
   9518052,    0.29147E-05,    0.95037E-06,
   9518054,    0.19800E-04,    0.27192E-04,
   9518062,    0.70402E-05,    0.68365E-05,
   9518073,    0.56828E-05,    0.26153E-05,
   9518082,    0.51238E-06,    0.17030E-05,
   9518086,    0.15815E-06,    0.50118E-06,
   9518092,    0.62375E-06,    0.24953E-05,
   9518101,    0.12587E-05,    0.28149E-05,
   9518116,    0.56801E-07,    0.15315E-06,
   9518119,    0.67528E-06,    0.24907E-05,
   9518120,    0.46174E-06,    0.14078E-05,
   9518122,    0.40658E-06,    0.16559E-05,
   9518128,    0.11910E-05,    0.37374E-05,
   9518130,    0.15654E-05,    0.31196E-05,
   9518136,    0.10373E-05,    0.33885E-05,
   9518142,    0.12906E-06,    0.31358E-06,
   9518166,    0.18582E-06,    0.38919E-06,
   9518174,    0.15123E-06,    0.34270E-06,
   9518192,    0.39484E-06,    0.75533E-06,
   9518205,    0.10301E-04,    0.86955E-05,
   9518210,    0.29068E-06,    0.59993E-06,
   9518212,    0.78946E-07,    0.29257E-06,
   9518218,    0.39839E-06,    0.80454E-06,
   9518219,    0.94565E-06,    0.32916E-05,
   9518244,    0.21240E-05,    0.15929E-05,
   9518249,    0.39281E-06,    0.13283E-05,
   9518255,    0.17886E-07,    0.44294E-07,
   9518267,    0.63952E-05,    0.31859E-05,
   9518272,    0.46093E-07,    0.16106E-06,
   9518281,    0.14530E-04,    0.20994E-04,
   9518296,    0.16832E-05,    0.67948E-05,
   9518328,    0.81771E-06,    0.23566E-05,
   9518365,    0.14542E-05,    0.14477E-04,
   9518400,    0.12611E-06,    0.19198E-06,
   9518403,    0.36777E-07,    0.29807E-07,
   9518406,    0.50721E-07,    0.16779E-06,
   9518414,    0.62242E-08,    0.20512E-07,
   9518438,    0.85554E-07,    0.13233E-06,
   9518450,    0.10437E-06,    0.36167E-06,
   9518457,    0.42286E-06,    0.95033E-06,
   9518461,    0.17549E-05,    0.13629E-05,
   9518480,    0.17538E-05,    0.24678E-05,
   9518495,    0.17137E-05,    0.25076E-05,
   9518542,    0.30651E-07,    0.25656E-07,
   9518587,    0.18934E-05,    0.46931E-05,
   9518591,    0.10925E-06,    0.12917E-06,
   9518646,    0.22280E-06,    0.10944E-05,
   9518667,    0.64651E-06,    0.51941E-06,
   9518688,    0.43338E-06,    0.64278E-06,
   9518701,    0.17319E-05,    0.16466E-05,
   9518738,    0.79579E-06,    0.17557E-05,
   9518739,    0.67877E-06,    0.26908E-05,
   9518758,    0.86070E-06,    0.10071E-05,
   9518778,    0.74514E-07,    0.37607E-06,
   9518824,    0.25106E-07,    0.44126E-07,
   9590917,    0.11286E-06,    0.46569E-07,
   9590926,    0.21919E-06,    0.20230E-05,
   9591036,    0.33131E-05,    0.15404E-05,
   9591060,    0.97936E-07,    0.61953E-07,
   9591063,    0.32282E-06,    0.24034E-05,
   9591075,    0.50057E-07,    0.30907E-06,
   9591095,    0.64636E-06,    0.21566E-05,
   9591125,    0.17470E-06,    0.14874E-05,
   9591204,    0.45774E-06,    0.34568E-05,
   9591230,    0.70612E-06,    0.61630E-05,
   9591754,    0.10674E-05,    0.10094E-05,
   9591993,    0.17661E-06,    0.96015E-07,
   9592117,    0.32099E-06,    0.31979E-06,
   9592146,    0.23694E-06,    0.92234E-07,
   9592149,    0.24195E-05,    0.19494E-05,
   9592778,    0.10013E-05,    0.26000E-05,
   9592782,    0.24021E-06,    0.10517E-05,
   9592785,    0.41570E-06,    0.13447E-05,
   9592789,    0.21076E-06,    0.15408E-05,
   9592805,    0.50525E-06,    0.27198E-05,
   9592810,    0.13805E-06,    0.51314E-06,
   9592815,    0.35733E-06,    0.15000E-05,
   9592819,    0.48023E-06,    0.16899E-05,
   9592867,    0.70646E-06,    0.24893E-05,
   9592881,    0.16787E-06,    0.87012E-06,
   9592882,    0.25265E-06,    0.10051E-05,
   9592889,    0.75089E-06,    0.35114E-05,
   9592894,    0.74324E-06,    0.33198E-05,
   9592907,    0.25131E-06,    0.82308E-06,
   9592911,    0.11844E-06,    0.59947E-06,
   9592923,    0.34881E-06,    0.14578E-05,
   9592930,    0.25839E-06,    0.59852E-06,
   9592953,    0.87985E-06,    0.46722E-05,
   9592959,    0.15528E-06,    0.60102E-06,
   9592981,    0.24389E-06,    0.96832E-06,
   9593006,    0.41631E-06,    0.19774E-05,
   9593007,    0.99551E-07,    0.44325E-06,
   9593010,    0.12822E-06,    0.48249E-06,
   9593032,    0.60751E-06,    0.21137E-05,
   9593044,    0.39780E-06,    0.21426E-05,
   9593048,    0.27201E-06,    0.12475E-05,
   9593056,    0.37293E-06,    0.26297E-05,
   9593062,    0.17625E-06,    0.39793E-06,
   9593065,    0.88689E-06,    0.44036E-05,
   9593068,    0.75529E-06,    0.35196E-05,
   9593073,    0.68964E-06,    0.36776E-05,
   9593082,    0.40605E-06,    0.17169E-05,
   9593086,    0.22284E-06,    0.84203E-06,
   9593103,    0.29485E-06,    0.33622E-05,
   9593120,    0.38154E-06,    0.17204E-05,
   9593135,    0.21670E-06,    0.11123E-05,
   9593141,    0.26658E-06,    0.16391E-05,
   9593152,    0.22199E-06,    0.11027E-05,
   9593158,    0.26777E-06,    0.99545E-06,
   9593164,    0.13352E-06,    0.48715E-06,
   9593191,    0.78845E-06,    0.27494E-05,
   9593199,    0.18072E-06,    0.74760E-06,
   9593210,    0.22987E-06,    0.11244E-05,
   9593218,    0.18523E-06,    0.73474E-06,
   9593227,    0.15525E-06,    0.69706E-06,
   9593229,    0.39778E-06,    0.19219E-05,
   9593239,    0.19701E-06,    0.10330E-05,
   9593248,    0.11324E-05,    0.41803E-05,
   9593249,    0.14660E-06,    0.59863E-06,
   9705969,    0.87298E-07,    0.18302E-06,
   9518318,    0.66961E-06,    0.21870E-05,
   9517173,    0.17928E-05,    0.26014E-05,
   9000979,    0.41224E-07,    0.14833E-06,
   9592035,    0.13002E-05,    0.12073E-05,
   9518458,    0.16134E-06,    0.55228E-07,
   9503911,    0.24097E-06,    0.66184E-06,
   9592791,    0.12547E-06,    0.48592E-06,
   9517923,    0.12301E-05,    0.37251E-05,
   9518425,    0.72098E-06,    0.10927E-05,
   9518550,    0.45229E-07,    0.12234E-06,
   9591822,    0.12046E-05,    0.11255E-05,
   9500295,    0.33800E-06,    0.12633E-05,
   9500603,    0.20888E-06,    0.23008E-06,
   9517926,    0.69274E-06,    0.25497E-05,
   9500238,    0.15723E-05,    0.22536E-05,
   9503136,    0.66598E-07,    0.12616E-06,
   9000809,    0.13350E-05,    0.75588E-06,
   9593089,    0.35386E-06,    0.84076E-06,
   9500499,    0.41774E-06,    0.60031E-06,
   9500287,    0.61672E-06,    0.17038E-05,
   9592998,    0.47816E-06,    0.16886E-05,
   9517971,    0.22913E-04,    0.38992E-04,
   9500409,    0.87102E-06,    0.26242E-05,
   9500262,    0.72806E-05,    0.72706E-05,
   9517004,    0.16048E-05,    0.22726E-05,
   9517689,    0.26351E-05,    0.47858E-05,
   9000813,    0.60419E-05,    0.31050E-05,
   9500258,    0.14780E-06,    0.51717E-06,
   9517080,    0.51904E-06,    0.87808E-06,
   9517951,    0.51567E-06,    0.13843E-05,
   9518112,    0.20124E-06,    0.59656E-06,
   9500283,    0.66408E-06,    0.24380E-05,
   9592903,    0.39389E-06,    0.20633E-05,
   9000850,    0.45387E-06,    0.11774E-05,
   9500276,    0.64933E-06,    0.23842E-05,
   9592840,    0.45665E-06,    0.22965E-05,
   9000980,    0.38271E-07,    0.12810E-06,
   9500277,    0.98128E-07,    0.29420E-06,
   9503678,    0.23470E-05,    0.38926E-05,
   9001234,    0.92477E-07,    0.37055E-06,
   9518292,    0.10457E-06,    0.31579E-06,
   9517825,    0.11818E-05,    0.30157E-05,
   9593225,    0.71624E-06,    0.26617E-05,
   9504555,    0.20147E-06,    0.18868E-06,
   9500410,    0.18872E-06,    0.17906E-06,
   9504039,    0.24183E-06,    0.52978E-06,
   9500284,    0.19963E-04,    0.88304E-04,
   9518452,    0.17930E-06,    0.17164E-06,
   9518124,    0.76620E-06,    0.68804E-06,
   9500255,    0.10130E-06,    0.30926E-06,
   9500213,    0.10843E-06,    0.15179E-06,
   9517479,    0.75438E-06,    0.10875E-05,
   9517816,    0.46382E-06,    0.76300E-06,
   9592784,    0.35142E-06,    0.96728E-06,
   9517785,    0.46293E-06,    0.66155E-06,
   9500294,    0.45748E-06,    0.16423E-05,
   9517493,    0.10084E-05,    0.35959E-05,
   9000978,    0.11549E-06,    0.34521E-06,
   9518072,    0.74375E-06,    0.26835E-05,
   9517402,    0.65482E-06,    0.11549E-05,
   9518590,    0.57784E-07,    0.15897E-06,
   9592868,    0.35631E-06,    0.83599E-06,
   9517855,    0.63332E-06,    0.16796E-05,
   9517777,    0.58040E-06,    0.20122E-05,
   9500264,    0.60434E-05,    0.36087E-05,
   9517049,    0.51825E-06,    0.92838E-06,
   9504560,    0.36032E-06,    0.52444E-06,
   9518570,    0.28199E-06,    0.85766E-06,
   9503062,    0.22740E-06,    0.42929E-06,
   9593223,    0.12580E-06,    0.43970E-06,
   9593052,    0.77746E-06,    0.15503E-05,
   9517948,    0.50681E-06,    0.13821E-05,
   9517534,    0.20068E-04,    0.60123E-04,
   9518497,    0.11825E-06,    0.24701E-06,
   9517447,    0.20273E-04,    0.54027E-04,
   9503380,    0.11577E-04,    0.13217E-04,
   9517881,    0.17292E-04,    0.66696E-04,
   9500254,    0.38104E-06,    0.73474E-06,
   9503244,    0.79541E-07,    0.20433E-06,
   9518640,    0.19333E-06,    0.46285E-06,
   9517606,    0.22212E-06,    0.64515E-06,
   9517729,    0.64268E-06,    0.16143E-05,
   9591828,    0.20374E-05,    0.18953E-05,
   9517705,    0.18548E-05,    0.31616E-05,
   9517697,    0.21466E-04,    0.41574E-04,
   9518577,    0.17948E-06,    0.73845E-07,
   9518332,    0.52270E-06,    0.17949E-05,
   9503061,    0.27102E-06,    0.45061E-06,
   9518179,    0.41553E-06,    0.97861E-06,
   9504337,    0.98028E-07,    0.91870E-07,
   9517812,    0.17536E-04,    0.51183E-04,
   9518105,    0.47257E-06,    0.14046E-05,
   9518732,    0.21689E-06,    0.29167E-06,
   9503800,    0.19529E-06,    0.50381E-06,
   9518358,    0.87349E-06,    0.26253E-05,
   9517602,    0.61794E-06,    0.11439E-05,
   9517798,    0.61264E-06,    0.18926E-05,
   9517585,    0.10360E-05,    0.40247E-05,
   9500261,    0.58348E-05,    0.29849E-05,
   9518535,    0.31079E-07,    0.98909E-07,
   9593033,    0.32086E-06,    0.13259E-05,
   9591133,    0.47538E-06,    0.31527E-05,
   9500246,    0.27447E-06,    0.65098E-06,
   9504353,    0.21792E-06,    0.19854E-06,
   9503199,    0.27680E-06,    0.40231E-06,
   9000917,    0.19809E-06,    0.15237E-05,
   9504667,    0.94258E-07,    0.11366E-06,
   9517680,    0.29535E-04,    0.11083E-03,
   9518044,    0.21946E-05,    0.13902E-05,
   9517636,    0.27083E-05,    0.22662E-04,
   9517289,    0.57301E-06,    0.85770E-06,
   9500439,    0.16893E-06,    0.16807E-06,
   9518043,    0.89800E-05,    0.10745E-04,
   9517853,    0.76150E-06,    0.11129E-05,
   9593213,    0.40901E-06,    0.17041E-05,
   9518676,    0.72834E-06,    0.10261E-05,
   9518257,    0.32619E-06,    0.76311E-06,
   9593174,    0.21463E-06,    0.83347E-06,
   9593219,    0.24325E-06,    0.77954E-06,
   9502925,    0.32351E-06,    0.29421E-06,
   9518276,    0.44100E-05,    0.84894E-05,
   9503453,    0.20331E-05,    0.30985E-05,
   9518015,    0.86233E-07,    0.25133E-06,
   9592893,    0.42952E-06,    0.20874E-05,
   9502863,    0.11549E-05,    0.17089E-05,
   9592147,    0.98355E-06,    0.46487E-06,
   9500394,    0.15407E-05,    0.12175E-05,
   9504225,    0.30647E-06,    0.27239E-06,
   9591171,    0.30385E-06,    0.50386E-06,
   9503131,    0.77697E-06,    0.12576E-05,
   9500251,    0.44909E-06,    0.93316E-06,
   9517317,    0.10421E-05,    0.16218E-05,
   9516959,    0.66279E-06,    0.11488E-05,
   9517058,    0.33912E-06,    0.66832E-06,
   9518190,    0.10688E-05,    0.10464E-05,
   9500290,    0.15636E-06,    0.16479E-06,
   9517110,    0.74388E-06,    0.15919E-05,
   9501276,    0.53723E-07,    0.67446E-07,
   9517078,    0.12426E-05,    0.18184E-05,
   9592979,    0.16245E-06,    0.51531E-06,
   9518478,    0.75674E-06,    0.68414E-06,
   9500244,    0.13420E-05,    0.13135E-05,
   9518000,    0.47904E-06,    0.28930E-05,
   9517102,    0.40000E-06,    0.91452E-06,
   9503181,    0.14575E-06,    0.20175E-06,
   9593226,    0.36070E-06,    0.13559E-05,
   9503422,    0.23020E-05,    0.72781E-05,
   9503091,    0.33319E-06,    0.44976E-06,
   9516979,    0.81671E-06,    0.89735E-06,
   9502864,    0.13283E-06,    0.23982E-06,
   9504502,    0.16000E-06,    0.17450E-06,
   9593084,    0.17376E-06,    0.82102E-06,
   9503288,    0.99324E-07,    0.20991E-06,
   9518231,    0.40519E-05,    0.27277E-05,
   9592969,    0.73111E-06,    0.26556E-05,
   9517020,    0.42349E-06,    0.96415E-06,
   9592908,    0.13170E-05,    0.50040E-05,
   9517184,    0.65816E-06,    0.15268E-05,
   9593198,    0.41271E-06,    0.13507E-05,
   9517000,    0.81960E-06,    0.17113E-05,
   9593131,    0.25855E-06,    0.82563E-06,
   9503011,    0.29727E-06,    0.40942E-06,
   9517692,    0.15246E-05,    0.35195E-05,
   9593015,    0.41249E-06,    0.12426E-05,
   9518708,    0.30214E-06,    0.91610E-06,
   9517993,    0.90253E-07,    0.26270E-06,
   9592997,    0.26181E-06,    0.10566E-05,
   9504583,    0.17639E-06,    0.20344E-06,
   9504577,    0.22684E-06,    0.22314E-06,
   9592901,    0.17576E-06,    0.51773E-06,
   9518335,    0.16977E-06,    0.49806E-06,
   9503254,    0.30615E-06,    0.41561E-06,
   9592938,    0.41611E-06,    0.17046E-05,
   9517654,    0.12142E-05,    0.16659E-05,
   9503242,    0.44491E-06,    0.64805E-06,
   9517657,    0.29630E-06,    0.89937E-06,
   9591199,    0.89554E-06,    0.35433E-06,
   9517129,    0.35850E-06,    0.71761E-06,
   9517768,    0.45867E-05,    0.41682E-05,
   9504277,    0.12185E-06,    0.14593E-06,
   9518144,    0.46809E-06,    0.14496E-05,
   9503189,    0.76446E-06,    0.11623E-05,
   9518234,    0.51175E-06,    0.11961E-05,
   9518825,    0.48157E-07,    0.13949E-06,
   9517540,    0.56905E-06,    0.92614E-06,
   9592834,    0.70185E-06,    0.20591E-05,
   9518310,    0.76285E-06,    0.24204E-05,
   9500259,    0.41203E-05,    0.28233E-05,
   9518051,    0.46887E-06,    0.14544E-05,
   9518710,    0.18922E-06,    0.34747E-06,
   9518088,    0.12076E-04,    0.12694E-04,
   9503345,    0.25304E-05,    0.66803E-05,
   9518496,    0.14704E-06,    0.34520E-06,
   9500250,    0.73453E-06,    0.10549E-05,
   9517763,    0.38354E-06,    0.13275E-05,
   9518821,    0.45539E-06,    0.43517E-06,
   9517394,    0.60986E-06,    0.14112E-05,
   9592940,    0.45442E-06,    0.12169E-05,
   9518474,    0.35099E-06,    0.37907E-06,
   9503167,    0.35606E-06,    0.36917E-06,
   9593142,    0.20253E-06,    0.95733E-06,
   9504475,    0.15412E-06,    0.19723E-06,
   9500249,    0.68307E-06,    0.96642E-06,
   9500847,    0.20717E-06,    0.28443E-06,
   9500623,    0.31083E-06,    0.35520E-06,
   9517590,    0.52490E-06,    0.81702E-06,
   9593027,    0.29077E-06,    0.86676E-06,
   9517659,    0.10105E-05,    0.34188E-05,
   9517516,    0.55386E-06,    0.85541E-06,
   9517646,    0.29939E-06,    0.93885E-06,
   9503702,    0.25962E-05,    0.47935E-05,
   9593112,    0.22013E-06,    0.93589E-06,
   9518146,    0.25374E-06,    0.84151E-06,
   9518104,    0.42723E-05,    0.32174E-05,
   9518447,    0.57433E-06,    0.31312E-06,
   9518194,    0.50601E-06,    0.12378E-05,
   9503260,    0.84335E-06,    0.12850E-05,
   9517745,    0.79721E-05,    0.15761E-04,
   9504188,    0.21312E-06,    0.29238E-06,
   9592841,    0.11441E-05,    0.37697E-05,
   9504380,    0.17520E-06,    0.22102E-06,
   9517234,    0.92222E-06,    0.11190E-05,
   9502995,    0.35449E-06,    0.37398E-06,
   9517474,    0.29264E-06,    0.83443E-06,
   9504510,    0.21159E-06,    0.24830E-06,
   9517966,    0.17480E-05,    0.20761E-05,
   9517373,    0.68664E-06,    0.10424E-05,
   9518360,    0.52303E-06,    0.16919E-05,
   9517469,    0.42025E-06,    0.13962E-05,
   9517343,    0.57060E-06,    0.10488E-05,
   9517667,    0.12306E-05,    0.40251E-05,
   9517148,    0.78053E-06,    0.13962E-05,
   9518094,    0.42824E-05,    0.32788E-05,
   9502946,    0.36049E-06,    0.38393E-06,
   9518408,    0.34648E-06,    0.44667E-06,
   9517166,    0.80570E-06,    0.13773E-05,
   9517414,    0.60280E-06,    0.10806E-05,
