,2012/12/31_Cbulk,2013/12/31_Cbulk,
   9517414,    0.60357E-06,    0.10821E-05,
   9504690,    0.18711E-06,    0.24935E-06,
   9517012,    0.79332E-06,    0.12709E-05,
   9518229,    0.46178E-05,    0.37550E-05,
   9593201,    0.20994E-06,    0.81779E-06,
   9500232,    0.23825E-06,    0.28538E-06,
   9503220,    0.42197E-06,    0.74804E-06,
   9501334,    0.10656E-05,    0.11591E-05,
   9517771,    0.12339E-05,    0.40143E-05,
   9592788,    0.11353E-05,    0.35012E-05,
   9593096,    0.11746E-05,    0.32653E-05,
   9518325,    0.13258E-05,    0.21081E-05,
   9517944,    0.61370E-06,    0.19852E-05,
   9504470,    0.18672E-06,    0.21504E-06,
   9517054,    0.12102E-05,    0.14136E-05,
   9592854,    0.36335E-06,    0.10391E-05,
   9500161,    0.11486E-06,    0.13017E-06,
   9516968,    0.10803E-05,    0.19283E-05,
   9592768,    0.36766E-06,    0.97592E-06,
   9592790,    0.35530E-06,    0.80563E-06,
   9517331,    0.13557E-05,    0.15631E-05,
   9518626,    0.23999E-06,    0.54576E-06,
   9504409,    0.40611E-06,    0.52360E-06,
   9517912,    0.44947E-05,    0.37018E-05,
   9518698,    0.49318E-06,    0.75818E-06,
   9593045,    0.19310E-06,    0.66881E-06,
   9517483,    0.81463E-06,    0.11886E-05,
   9517630,    0.82359E-06,    0.11926E-05,
   9518302,    0.75964E-06,    0.24275E-05,
   9504417,    0.43117E-06,    0.58097E-06,
   9503578,    0.82409E-06,    0.14599E-05,
   9000849,    0.42084E-06,    0.11129E-05,
   9517136,    0.15015E-05,    0.22348E-05,
   9503006,    0.33361E-06,    0.64512E-06,
   9000847,    0.51577E-06,    0.17887E-05,
   9504372,    0.20792E-06,    0.29475E-06,
   9518633,    0.60825E-06,    0.47463E-06,
   9518114,    0.81494E-06,    0.26174E-05,
   9517900,    0.46897E-05,    0.41056E-05,
   9518314,    0.53273E-06,    0.91639E-06,
   9517345,    0.10906E-05,    0.14194E-05,
   9593097,    0.13034E-05,    0.38999E-05,
   9517423,    0.94163E-06,    0.13212E-05,
   9517178,    0.61524E-06,    0.12004E-05,
   9517157,    0.11012E-05,    0.14188E-05,
   9592015,    0.87781E-06,    0.70795E-06,
   9503155,    0.86763E-06,    0.11374E-05,
   9517976,    0.47792E-05,    0.43027E-05,
   9504331,    0.21016E-06,    0.31231E-06,
   9592830,    0.12483E-05,    0.33206E-05,
   9517549,    0.99508E-06,    0.13806E-05,
   9592873,    0.37084E-06,    0.88937E-06,
   9517090,    0.75357E-06,    0.14538E-05,
   9503376,    0.98492E-06,    0.19020E-05,
   9517845,    0.12080E-05,    0.39225E-05,
   9517880,    0.10862E-05,    0.15225E-05,
   9516975,    0.11486E-05,    0.13815E-05,
   9503717,    0.16236E-05,    0.23150E-05,
   9503236,    0.29004E-06,    0.56011E-06,
   9593137,    0.12487E-05,    0.31388E-05,
   9502916,    0.99051E-06,    0.13346E-05,
   9518752,    0.10702E-05,    0.82910E-06,
   9503338,    0.16752E-05,    0.22400E-05,
   9592989,    0.36274E-06,    0.92363E-06,
   9593038,    0.36325E-06,    0.86693E-06,
   9591237,    0.82227E-06,    0.80619E-06,
   9517448,    0.11732E-05,    0.13875E-05,
   9503264,    0.10359E-05,    0.14305E-05,
   9517725,    0.12349E-05,    0.15467E-05,
   9517837,    0.12078E-05,    0.39933E-05,
   9518642,    0.44497E-06,    0.11328E-05,
   9503398,    0.18103E-05,    0.32314E-05,
   9503076,    0.10086E-05,    0.14363E-05,
   9503162,    0.10138E-05,    0.14534E-05,
   9593246,    0.95694E-06,    0.25489E-05,
   9517603,    0.11992E-05,    0.39828E-05,
   9517851,    0.12134E-05,    0.40149E-05,
   9517740,    0.12422E-05,    0.15656E-05,
   9517720,    0.12482E-05,    0.15961E-05,
   9518429,    0.63866E-06,    0.11649E-05,
   9590967,    0.84063E-06,    0.59525E-06,
   9590909,    0.10059E-05,    0.68608E-06,
   9590867,    0.11300E-05,    0.78897E-06,
   9590865,    0.12159E-05,    0.83336E-06,
   9504620,    0.30254E-06,    0.43676E-06,
   9502956,    0.30517E-06,    0.44547E-06,
   9593204,    0.85980E-06,    0.21262E-05,
   9503192,    0.89869E-06,    0.13202E-05,
   9503146,    0.88245E-06,    0.12912E-05,
   9503125,    0.30711E-06,    0.46644E-06,
   9592816,    0.83726E-06,    0.20490E-05,
   9593143,    0.86136E-06,    0.19701E-05,
   9502881,    0.32648E-06,    0.52384E-06,
   9500231,    0.82139E-06,    0.70497E-06,
   9517686,    0.12058E-05,    0.39678E-05,
   9518668,    0.77234E-06,    0.75619E-06,
   9517584,    0.12174E-05,    0.40113E-05,
   9503241,    0.36230E-06,    0.58787E-06,
   9518747,    0.60546E-06,    0.77278E-06,
   9518102,    0.60524E-06,    0.79005E-06,
   9503149,    0.36434E-06,    0.59756E-06,
   9518042,    0.60445E-06,    0.78791E-06,
   9518047,    0.58693E-06,    0.78180E-06,
   9517450,    0.10602E-05,    0.35029E-05,
   9518305,    0.56604E-06,    0.79974E-06,
   9503190,    0.38940E-06,    0.63108E-06,
   9517936,    0.57583E-06,    0.84985E-06,
   9500237,    0.33996E-06,    0.43816E-06,
   9503147,    0.39118E-06,    0.64766E-06,
   9517998,    0.58976E-06,    0.90545E-06,
   9502927,    0.39169E-06,    0.65259E-06,
   9518150,    0.37248E-06,    0.47534E-06,
   9503243,    0.39267E-06,    0.66336E-06,
   9518277,    0.37287E-06,    0.46499E-06,
   9592803,    0.63166E-06,    0.14888E-05,
   9593189,    0.63137E-06,    0.14948E-05,
   9592992,    0.61437E-06,    0.15548E-05,
   9593074,    0.61617E-06,    0.16454E-05,
   9517644,    0.93175E-06,    0.30927E-05,
   9592773,    0.61571E-06,    0.15720E-05,
   9517637,    0.91450E-06,    0.30408E-05,
   9517511,    0.91059E-06,    0.30139E-05,
   9593217,    0.61568E-06,    0.16212E-05,
   9592766,    0.61194E-06,    0.16365E-05,
   9517789,    0.97056E-06,    0.33318E-05,
   9000285,    0.63915E-06,    0.18038E-05,
   9518222,    0.44300E-06,    0.71257E-06,
   9592754,    0.64376E-06,    0.19755E-05,
   9518236,    0.57950E-06,    0.90682E-06,
   9593190,    0.62776E-06,    0.19766E-05,
   9518004,    0.47065E-06,    0.85161E-06,
   9518347,    0.47115E-06,    0.84757E-06,
   9517941,    0.46395E-06,    0.83795E-06,
   9518350,    0.44920E-06,    0.80532E-06,
   9503214,    0.35391E-06,    0.63215E-06,
   9518241,    0.71941E-06,    0.10178E-05,
   9592929,    0.54311E-06,    0.17187E-05,
   9592794,    0.53871E-06,    0.17476E-05,
   9593058,    0.53655E-06,    0.17539E-05,
   9517827,    0.51155E-06,    0.17388E-05,
   9517426,    0.51071E-06,    0.17764E-05,
   9517489,    0.51258E-06,    0.18008E-05,
   9517727,    0.51471E-06,    0.18311E-05,
   9517580,    0.52361E-06,    0.18606E-05,
   9517497,    0.54117E-06,    0.18960E-05,
   9517632,    0.56192E-06,    0.19366E-05,
   9517874,    0.57650E-06,    0.19289E-05,
   9502934,    0.49960E-06,    0.83542E-06,
   9517687,    0.62170E-06,    0.21252E-05,
   9517530,    0.67889E-06,    0.20973E-05,
   9503284,    0.49152E-06,    0.82937E-06,
   9502977,    0.48742E-06,    0.82461E-06,
   9503022,    0.48515E-06,    0.82410E-06,
   9503010,    0.48213E-06,    0.83101E-06,
   9517866,    0.47980E-06,    0.83971E-06,
   9517495,    0.79492E-06,    0.26248E-05,
   9517562,    0.48034E-06,    0.84661E-06,
   9517595,    0.48294E-06,    0.86300E-06,
   9517466,    0.83527E-06,    0.24580E-05,
   9517645,    0.48749E-06,    0.88600E-06,
   9517425,    0.49354E-06,    0.90156E-06,
   9517979,    0.59094E-06,    0.90446E-06,
   9518098,    0.57130E-06,    0.85471E-06,
   9518040,    0.57133E-06,    0.83306E-06,
   9517980,    0.57105E-06,    0.83225E-06,
   9518178,    0.57013E-06,    0.82394E-06,
   9518238,    0.57640E-06,    0.84253E-06,
   9518343,    0.56888E-06,    0.85228E-06,
   9518340,    0.59011E-06,    0.88917E-06,
   9518282,    0.59805E-06,    0.91077E-06,
   9500070,    0.61297E-06,    0.12783E-05,
   9518060,    0.61335E-06,    0.12691E-05,
   9518085,    0.61913E-06,    0.12648E-05,
   9517995,    0.62939E-06,    0.12676E-05,
   9518245,    0.63925E-06,    0.13024E-05,
   9517918,    0.68950E-06,    0.14379E-05,
   9517986,    0.69461E-06,    0.14375E-05,
   9517968,    0.72068E-06,    0.14957E-05,
   9518265,    0.68416E-06,    0.14455E-05,
   9518385,    0.69782E-06,    0.14624E-05,
   9518322,    0.70047E-06,    0.14668E-05,
   9518207,    0.71385E-06,    0.14811E-05,
   9517554,    0.72260E-06,    0.14869E-05,
   9517490,    0.72668E-06,    0.15031E-05,
   9517608,    0.72862E-06,    0.15087E-05,
   9517664,    0.72636E-06,    0.15182E-05,
   9517743,    0.73487E-06,    0.15453E-05,
   9517818,    0.76080E-06,    0.15964E-05,
   9517427,    0.76840E-06,    0.16085E-05,
   9517759,    0.78131E-06,    0.16387E-05,
   9517758,    0.80312E-06,    0.16870E-05,
   9517419,    0.81678E-06,    0.16972E-05,
   9517781,    0.81773E-06,    0.16994E-05,
   9517504,    0.85645E-06,    0.17444E-05,
   9500288,    0.90094E-06,    0.20606E-05,
   9517640,    0.91325E-06,    0.21089E-05,
   9517690,    0.91807E-06,    0.21272E-05,
   9517859,    0.92234E-06,    0.21448E-05,
   9517873,    0.92533E-06,    0.21573E-05,
   9517431,    0.92813E-06,    0.21719E-05,
   9517831,    0.94378E-06,    0.22126E-05,
   9517462,    0.95971E-06,    0.22351E-05,
   9517456,    0.93607E-06,    0.22598E-05,
   9517544,    0.94820E-06,    0.23532E-05,
   9517731,    0.95452E-06,    0.23796E-05,
   9517555,    0.95896E-06,    0.23690E-05,
   9517589,    0.95908E-06,    0.23976E-05,
   9517537,    0.96378E-06,    0.24048E-05,
   9517631,    0.97806E-06,    0.23332E-05,
   9517238,    0.86438E-06,    0.18731E-05,
   9517364,    0.87145E-06,    0.18605E-05,
   9517138,    0.86878E-06,    0.18738E-05,
   9517321,    0.87117E-06,    0.19121E-05,
   9517089,    0.87418E-06,    0.19253E-05,
   9503484,    0.88061E-06,    0.19179E-05,
   9503414,    0.91152E-06,    0.18785E-05,
   9503355,    0.91996E-06,    0.18872E-05,
   9503529,    0.94571E-06,    0.19189E-05,
   9503379,    0.98127E-06,    0.20525E-05,
   9503490,    0.10103E-05,    0.20786E-05,
   9503342,    0.10464E-05,    0.20735E-05,
   9503393,    0.11144E-05,    0.21638E-05,
   9503467,    0.11252E-05,    0.22185E-05,
   9503416,    0.11461E-05,    0.22953E-05,
   9503374,    0.11492E-05,    0.23176E-05,
   9503451,    0.11565E-05,    0.23732E-05,
   9503303,    0.11707E-05,    0.23968E-05,
   9501188,    0.11779E-05,    0.24525E-05,
   9508561,    0.11814E-05,    0.24845E-05,
   9508021,    0.11870E-05,    0.25178E-05,
   9507768,    0.12198E-05,    0.24883E-05,
   9507706,    0.12360E-05,    0.24322E-05,
   9000041,    0.12611E-05,    0.24590E-05,
         1,    -999.00    ,    -999.00    ,
