,2012/12/31_Cbulk,2013/12/31_Cbulk,
   9518358,    0.87384E-06,    0.26264E-05,
   9517602,    0.61839E-06,    0.11448E-05,
   9517798,    0.61298E-06,    0.18937E-05,
   9517585,    0.10367E-05,    0.40272E-05,
   9500261,    0.58436E-05,    0.29893E-05,
   9518535,    0.31129E-07,    0.99081E-07,
   9593033,    0.32104E-06,    0.13267E-05,
   9591133,    0.47573E-06,    0.31555E-05,
   9500246,    0.27466E-06,    0.65138E-06,
   9504353,    0.21819E-06,    0.19881E-06,
   9503199,    0.27719E-06,    0.40298E-06,
   9000917,    0.19821E-06,    0.15249E-05,
   9504667,    0.94288E-07,    0.11369E-06,
   9517680,    0.29587E-04,    0.11110E-03,
   9518044,    0.21965E-05,    0.13916E-05,
   9517636,    0.27113E-05,    0.22704E-04,
   9517289,    0.57336E-06,    0.85830E-06,
   9500439,    0.16902E-06,    0.16816E-06,
   9518043,    0.89930E-05,    0.10762E-04,
   9517853,    0.76235E-06,    0.11143E-05,
   9593213,    0.40945E-06,    0.17067E-05,
   9518676,    0.72932E-06,    0.10276E-05,
   9518257,    0.32654E-06,    0.76385E-06,
   9593174,    0.21487E-06,    0.83442E-06,
   9593219,    0.24361E-06,    0.78100E-06,
   9502925,    0.32389E-06,    0.29454E-06,
   9518276,    0.44153E-05,    0.85053E-05,
   9503453,    0.20356E-05,    0.31026E-05,
   9518015,    0.86302E-07,    0.25153E-06,
   9592893,    0.42993E-06,    0.20899E-05,
   9502863,    0.11563E-05,    0.17111E-05,
   9592147,    0.98466E-06,    0.46542E-06,
   9500394,    0.15456E-05,    0.12210E-05,
   9504225,    0.30743E-06,    0.27322E-06,
   9591171,    0.30394E-06,    0.50402E-06,
   9503131,    0.77802E-06,    0.12593E-05,
   9500251,    0.44972E-06,    0.93450E-06,
   9517317,    0.10437E-05,    0.16243E-05,
   9516959,    0.66324E-06,    0.11496E-05,
   9517058,    0.33943E-06,    0.66890E-06,
   9518190,    0.10702E-05,    0.10479E-05,
   9500290,    0.15645E-06,    0.16489E-06,
   9517110,    0.74444E-06,    0.15931E-05,
   9501276,    0.53893E-07,    0.67657E-07,
   9517078,    0.12442E-05,    0.18210E-05,
   9592979,    0.16264E-06,    0.51604E-06,
   9518478,    0.75799E-06,    0.68535E-06,
   9500244,    0.13460E-05,    0.13168E-05,
   9518000,    0.47944E-06,    0.28962E-05,
   9517102,    0.40031E-06,    0.91527E-06,
   9503181,    0.14589E-06,    0.20196E-06,
   9593226,    0.36109E-06,    0.13580E-05,
   9503422,    0.23040E-05,    0.72879E-05,
   9503091,    0.33363E-06,    0.45048E-06,
   9516979,    0.81727E-06,    0.89809E-06,
   9502864,    0.13292E-06,    0.23998E-06,
   9504502,    0.16013E-06,    0.17463E-06,
   9593084,    0.17394E-06,    0.82201E-06,
   9503288,    0.99380E-07,    0.21004E-06,
   9518231,    0.40560E-05,    0.27306E-05,
   9592969,    0.73173E-06,    0.26589E-05,
   9517020,    0.42395E-06,    0.96527E-06,
   9592908,    0.13181E-05,    0.50086E-05,
   9517184,    0.65874E-06,    0.15284E-05,
   9593198,    0.41314E-06,    0.13528E-05,
   9517000,    0.82048E-06,    0.17136E-05,
   9593131,    0.25896E-06,    0.82726E-06,
   9503011,    0.29748E-06,    0.40975E-06,
   9517692,    0.15259E-05,    0.35240E-05,
   9593015,    0.41296E-06,    0.12449E-05,
   9518708,    0.30252E-06,    0.91724E-06,
   9517993,    0.90325E-07,    0.26291E-06,
   9592997,    0.26205E-06,    0.10577E-05,
   9504583,    0.17656E-06,    0.20363E-06,
   9504577,    0.22717E-06,    0.22347E-06,
   9592901,    0.17599E-06,    0.51855E-06,
   9518335,    0.16988E-06,    0.49839E-06,
   9503254,    0.30665E-06,    0.41643E-06,
   9592938,    0.41657E-06,    0.17073E-05,
   9517654,    0.12159E-05,    0.16685E-05,
   9503242,    0.44554E-06,    0.64912E-06,
   9517657,    0.29677E-06,    0.90125E-06,
   9591199,    0.89684E-06,    0.35487E-06,
   9517129,    0.35880E-06,    0.71819E-06,
   9517768,    0.45943E-05,    0.41753E-05,
   9504277,    0.12192E-06,    0.14601E-06,
   9518144,    0.46867E-06,    0.14513E-05,
   9503189,    0.76543E-06,    0.11638E-05,
   9518234,    0.51211E-06,    0.11968E-05,
   9518825,    0.48227E-07,    0.13971E-06,
   9517540,    0.56969E-06,    0.92729E-06,
   9592834,    0.70261E-06,    0.20626E-05,
   9518310,    0.76329E-06,    0.24220E-05,
   9500259,    0.41257E-05,    0.28270E-05,
   9518051,    0.46945E-06,    0.14562E-05,
   9518710,    0.18949E-06,    0.34796E-06,
   9518088,    0.12092E-04,    0.12712E-04,
   9503345,    0.25347E-05,    0.66942E-05,
   9518496,    0.14724E-06,    0.34564E-06,
   9500250,    0.73555E-06,    0.10565E-05,
   9517763,    0.38394E-06,    0.13289E-05,
   9518821,    0.45678E-06,    0.43640E-06,
   9517394,    0.61042E-06,    0.14126E-05,
   9592940,    0.45487E-06,    0.12187E-05,
   9518474,    0.35145E-06,    0.37961E-06,
   9503167,    0.35652E-06,    0.36966E-06,
   9593142,    0.20274E-06,    0.95850E-06,
   9504475,    0.15430E-06,    0.19745E-06,
   9500249,    0.68406E-06,    0.96799E-06,
   9500847,    0.20787E-06,    0.28537E-06,
   9500623,    0.31180E-06,    0.35631E-06,
   9517590,    0.52538E-06,    0.81786E-06,
   9593027,    0.29128E-06,    0.86856E-06,
   9517659,    0.10119E-05,    0.34233E-05,
   9517516,    0.55455E-06,    0.85662E-06,
   9517646,    0.29996E-06,    0.94106E-06,
   9503702,    0.26015E-05,    0.48049E-05,
   9593112,    0.22036E-06,    0.93717E-06,
   9518146,    0.25399E-06,    0.84257E-06,
   9518104,    0.42793E-05,    0.32222E-05,
   9518447,    0.57532E-06,    0.31366E-06,
   9518194,    0.50643E-06,    0.12388E-05,
   9503260,    0.84469E-06,    0.12872E-05,
   9517745,    0.79831E-05,    0.15789E-04,
   9504188,    0.21379E-06,    0.29326E-06,
   9592841,    0.11452E-05,    0.37748E-05,
   9504380,    0.17542E-06,    0.22129E-06,
   9517234,    0.92293E-06,    0.11201E-05,
   9502995,    0.35501E-06,    0.37455E-06,
   9517474,    0.29314E-06,    0.83621E-06,
   9504510,    0.21179E-06,    0.24854E-06,
   9517966,    0.17506E-05,    0.20799E-05,
   9517373,    0.68778E-06,    0.10443E-05,
   9518360,    0.52369E-06,    0.16940E-05,
   9517469,    0.42070E-06,    0.13978E-05,
   9517343,    0.57124E-06,    0.10500E-05,
   9517667,    0.12326E-05,    0.40317E-05,
   9517148,    0.78153E-06,    0.13989E-05,
   9518094,    0.42896E-05,    0.32838E-05,
   9502946,    0.36104E-06,    0.38453E-06,
   9518408,    0.34747E-06,    0.44772E-06,
   9517166,    0.80681E-06,    0.13802E-05,
