18600-59-4	-0.4049	368.35	2
62889-66-1	-0.4036	315.54	2
58138-08-2	-0.4027	320.43	2
13194-48-4	-0.3992	242.34	2
118134-30-8	-0.3873	297.48	2
2312-35-8	-0.3786	350.48	2
142459-58-3	-0.3701	363.34	2
78587-05-0	-0.3621	352.89	2
298-00-0	-0.3527	263.21	2
2439-35-2	-0.3481	143.19	2
2764-72-9	-0.3469	184.24	2
169685-34-1	-0.3313	576.74	2
2243-62-1	-0.3274	158.21	2
87674-68-8	-0.3254	275.8	2
294-90-6	-0.3194	172.28	2
95-31-8	-0.3161	238.38	2
84852-53-9	-0.3158	971.29	2
13171-21-6	-0.3153	299.69	2
78439-06-2	-0.3048	546.59	2
621-29-4	-0.3026	133.15	2
42576-02-3	-0.2925	342.13	2
128-37-0	-0.2818	220.36	2
84-65-1	-0.2790	208.22	2
23103-98-2	-0.2780	238.29	2
59719-67-4	-0.2724	486.66	2
148-79-8	-0.2663	201.25	2
5915-41-3	-0.2610	229.72	2
13122-18-4	-0.2609	230.35	2
116-06-3	-0.2600	190.27	2
77501-63-4	-0.2567	461.78	2
85721-33-1	-0.2560	331.35	2
87392-12-9	-0.2527	283.8	2
88-85-7	-0.2375	240.22	2
7575-23-7	-0.2333	488.66	2
1563-66-2	-0.2330	221.26	2
1241-94-7	-0.2287	362.41	2
55283-68-6	-0.2281	333.27	2
688-84-6	-0.2264	198.31	2
2303-17-5	-0.2176	304.67	2
7785-26-4	-0.2074	136.24	2
127-47-9	-0.2063	328.5	2
81-33-4	-0.2060	390.36	2
128-69-8	-0.2060	392.32	2
4948-15-6	-0.2060	598.66	2
5521-31-3	-0.2060	418.41	2
67075-37-0	-0.2060	598.66	2
83524-75-8	-0.2060	630.66	2
2867-47-2	-0.2030	157.21	2
78-63-7	-0.2029	290.44	2
33089-61-1	-0.1992	293.42	2
83-32-9	-0.1991	154.21	2
294-62-2	-0.1931	168.32	2
74070-46-5	-0.1919	264.67	2
1073-69-4	-0.1876	142.59	2
57018-04-9	-0.1863	301.13	2
106-20-7	-0.1849	241.46	2
119851-28-4	-0.1835	281.14	2
21725-46-2	-0.1830	240.7	2
10552-74-6	-0.1823	295.29	2
97-00-7	-0.1772	202.56	2
59467-70-8	-0.1767	325.78	2
1948-33-0	-0.1707	166.22	2
1746-81-2	-0.1686	214.65	2
24293-43-4	-0.1683	374.58	2
123-68-2	-0.1655	156.22	2
112-72-1	-0.1653	214.39	2
112-67-4	-0.1623	274.88	2
98-29-3	-0.1548	166.22	2
112-76-5	-0.1546	302.93	2
39515-51-0	-0.1483	198.22	2
124-07-2	-0.1431	144.21	2
161462-35-7	-0.1417	302.31	2
118-79-6	-0.1389	330.82	2
112-40-3	-0.1375	170.34	2
629-59-4	-0.1375	198.39	2
26523-78-4	-0.1366	689.02	2
13181-17-4	-0.1302	461.04	2
113136-77-9	-0.1252	274.1	2
38888-98-1	-0.1069	182.27	2
629-50-5	-0.1015	184.37	2
76-03-9	-0.0918	163.39	2
96-96-8	-0.0908	168.15	2
479-27-6	-0.0862	158.21	2
33629-47-9	-0.0853	295.34	2
119462-56-5	-0.0831	324.34	2
34256-82-1	-0.0793	269.77	2
13360-45-7	-0.0779	293.56	2
709-98-8	-0.0758	218.08	2
1113-02-6	-0.0741	213.19	2
10254-57-6	-0.0604	422.79	2
87333-22-0	-0.0604	179.6	2
111-86-4	-0.0603	129.25	2
936-49-2	-0.0598	146.19	2
63-25-2	-0.0578	201.23	2
54-11-5	-0.0566	162.24	2
38083-17-9	-0.0551	292.77	2
101-20-2	-0.0450	315.59	2
1530-32-1	-0.0442	371.26	2
167004-78-6	-0.0396	261.26	2
91-57-6	-0.0384	142.2	2
6923-22-4	-0.0358	223.17	2
1120-21-4	-0.0340	156.31	2
50-24-8	-0.0339	360.45	2
106-50-3	-0.0338	108.15	2
2935-90-2	-0.0323	120.17	2
330-55-2	-0.0313	249.1	2
10265-92-6	-0.0266	141.13	2
14214-32-5	-0.0223	286.33	2
165184-98-5	-0.0189	216.32	2
33820-53-0	-0.0141	309.37	2
41483-43-6	-0.0086	316.43	2
26218-04-2	0.0006	249.35	2
80-46-6	0.0009	164.25	2
6731-36-8	0.0014	302.45	2
98967-40-9	0.0049	325.3	2
5902-51-2	0.0058	216.67	2
2593-15-9	0.0125	247.53	2
112-53-8	0.0134	186.34	2
4685-14-7	0.0163	186.26	2
93413-69-5	0.0166	277.41	2
78-97-7	0.0182	71.08	2
149961-52-4	0.0183	326.4	2
81-19-6	0.0221	229.92	2
60-54-8	0.0260	444.44	2
1975-78-6	0.0272	153.27	2
1014-69-3	0.0344	213.31	2
95617-09-7	0.0367	333.73	2
3547-33-9	0.0421	190.35	2
54910-89-3	0.0426	309.33	2
55285-14-8	0.0434	380.55	2
3173-72-6	0.0437	210.19	2
146421-65-0	0.0448	400.52	2
29122-68-7	0.0480	266.34	2
16752-77-5	0.0481	162.21	2
51218-45-2	0.0489	283.8	2
108-42-9	0.0578	127.58	2
84-69-5	0.0589	278.35	2
124-26-5	0.0645	283.5	2
3061-75-4	0.0645	339.61	2
108-44-1	0.0654	107.16	2
105-75-9	0.0674	228.29	2
80-56-8	0.0685	136.24	2
125971-96-2	0.0699	417.48	2
1570-64-5	0.0741	142.59	2
34014-18-1	0.0742	228.32	2
778-94-9	0.0750	216.12	2
55512-33-9	0.0793	378.92	2
636-30-6	0.0834	196.47	2
28553-12-0	0.0873	418.62	2
51276-47-2	0.0908	181.13	2
7659-86-1	0.0928	204.33	2
102-77-2	0.0948	252.36	2
29973-13-5	0.1007	225.31	2
96-76-4	0.1023	206.33	2
24279-39-8	0.1114	230.02	2
583-78-8	0.1183	163	2
7651-02-7	0.1191	368.65	2
110-41-8	0.1294	184.32	2
1918-16-7	0.1311	211.69	2
95-51-2	0.1313	127.58	2
28249-77-6	0.1358	257.78	2
80-43-3	0.1447	270.37	2
133-06-2	0.1505	300.59	2
2439-01-2	0.1520	234.3	2
79983-71-4	0.1550	314.22	2
68-35-9	0.1560	250.28	2
25601-41-6	0.1697	184.28	2
15299-99-7	0.1711	271.36	2
497-18-7	0.1734	90.09	2
101-96-2	0.1738	220.36	2
111-64-8	0.1774	162.66	2
122-39-4	0.1780	169.23	2
70458-96-7	0.1782	319.34	2
1860-26-0	0.1789	353.68	2
89-72-5	0.1792	150.22	2
88-18-6	0.1801	150.22	2
19044-88-3	0.1863	346.37	2
2540-82-1	0.1920	257.27	2
83164-33-4	0.1949	394.3	2
97-77-8	0.1952	296.54	2
5989-27-5	0.1963	136.24	2
60658-04-0	0.1988	282.34	2
1315251-11-6	0.2005	242.37	2
112-92-5	0.2050	270.5	2
618-62-2	0.2061	192	2
141776-32-1	0.2095	470.49	2
112281-77-3	0.2156	372.15	2
79-94-7	0.2157	543.9	2
120298-38-6	0.2169	338.43	2
2705-87-5	0.2176	196.29	2
27314-13-2	0.2223	303.67	2
586-62-9	0.2251	136.24	2
86-73-7	0.2270	166.22	2
3380-34-5	0.2329	289.55	2
95962-14-4	0.2338	220.36	2
627-83-8	0.2359	595.01	2
2162-73-4	0.2384	286.38	2
919-86-8	0.2393	230.29	2
3049-71-6	0.2416	750.78	2
626-43-7	0.2423	162.02	2
102-06-7	0.2436	211.27	2
7305-71-7	0.2454	114.17	2
2146-71-6	0.2470	226.36	2
28479-22-3	0.2487	167.6	2
142-19-8	0.2488	170.25	2
120-83-2	0.2564	163	2
18181-80-1	0.2612	428.13	2
116-29-0	0.2693	356.05	2
138564-59-7	0.2696	245.26	2
125116-23-6	0.2709	319.84	2
90-43-7	0.2717	170.21	2
131860-33-8	0.2747	403.4	2
122-14-5	0.2783	277.24	2
103-90-2	0.2819	151.17	2
3320-83-0	0.2838	153.57	2
1506-02-1	0.2845	258.4	2
27955-94-8	0.2909	306.36	2
20830-75-5	0.2918	780.95	2
111-81-9	0.2927	198.31	2
65-45-2	0.2972	137.14	2
42874-03-3	0.2980	361.7	2
61213-25-0	0.2994	312.12	2
62-56-6	0.3024	76.123	2
35435-21-3	0.3024	276.49	2
101-02-0	0.3044	310.29	2
106-49-0	0.3067	107.16	2
6485-67-2	0.3070	150.18	2
50563-36-5	0.3115	255.75	2
84434-11-7	0.3154	316.34	2
15545-48-9	0.3278	212.68	2
7473-98-5	0.3279	164.2	2
298-46-4	0.3292	236.28	2
122-34-9	0.3309	201.67	2
111-85-3	0.3338	148.68	2
1918-00-9	0.3364	221.04	2
1912-24-9	0.3391	215.69	2
174489-76-0	0.3394	327.72	2
102985-93-3	0.3485	284.44	2
2362-14-3	0.3502	296.41	2
98-54-4	0.3538	150.22	2
95-54-5	0.3602	108.15	2
95-82-9	0.3613	162.02	2
939-97-9	0.3631	162.23	2
927-07-1	0.3637	174.24	2
125971-57-5	0.3671	293.37	2
100986-85-4	0.3743	361.38	2
61869-08-7	0.3748	329.37	2
3209-22-1	0.3805	192	2
611-19-8	0.3831	161.03	2
67-20-9	0.3879	238.16	2
88374-05-4	0.3886	232.23	2
88-27-7	0.3890	263.43	2
78605-96-6	0.3900	202.3	2
139-40-2	0.3913	229.72	2
61826-76-4	0.3913	225.25	2
52829-07-9	0.3914	480.74	2
17804-35-2	0.4030	290.33	2
79622-59-6	0.4036	465.1	2
115-32-2	0.4067	370.49	2
110-25-8	0.4081	353.55	2
50-02-2	0.4090	392.47	2
525-66-6	0.4104	259.35	2
49866-87-7	0.4110	249.34	2
121552-61-2	0.4134	225.3	2
100646-51-3	0.4134	372.81	2
3290-92-4	0.4141	338.4	2
105-67-9	0.4144	122.17	2
103-71-9	0.4145	119.12	2
4904-61-4	0.4146	162.28	2
63284-71-9	0.4181	314.75	2
99817-36-4	0.4197	236.06	2
74738-17-3	0.4205	237.09	2
17796-82-6	0.4225	261.34	2
556-67-2	0.4235	296.62	2
118-75-2	0.4286	245.88	2
174489-43-1	0.4317	297.74	2
6992-11-6	0.4329	492.33	2
12225-08-0	0.4329	576.59	2
31778-10-6	0.4329	523.55	2
51920-12-8	0.4329	560.6	2
6318-09-8	0.4379	234.39	2
99-30-9	0.4411	207.02	2
760-67-8	0.4432	162.66	2
90-30-2	0.4480	219.29	2
628-96-6	0.4489	152.06	2
94361-06-5	0.4551	291.79	2
59-50-7	0.4569	142.59	2
112-45-8	0.4575	168.28	2
131341-86-1	0.4584	248.19	2
14064-10-9	0.4597	194.61	2
5989-54-8	0.4609	136.24	2
24468-13-1	0.4612	192.69	2
66246-88-6	0.4628	284.19	2
624-03-3	0.4646	538.9	2
60-09-3	0.4705	197.24	2
841-06-5	0.4708	271.39	2
576-26-1	0.4717	122.17	2
2275-23-2	0.4744	287.34	2
72490-01-8	0.4753	301.34	2
99-54-7	0.4768	192	2
67129-08-2	0.4813	277.76	2
941-69-5	0.4894	173.17	2
59-92-7	0.4902	197.19	2
24085-06-1	0.4931	250.25	2
81-81-2	0.4937	308.33	2
22204-53-1	0.4950	230.26	2
120-51-4	0.4956	212.25	2
12236-62-3	0.5010	416.79	2
29920-31-8	0.5010	453.42	2
31837-42-0	0.5010	381.35	2
35636-63-6	0.5010	453.42	2
52846-56-7	0.5010	382.34	2
68134-22-5	0.5010	405.34	2
74441-05-7	0.5010	499.49	2
77804-81-0	0.5010	732.72	2
82199-12-0	0.5010	367.37	2
60207-90-1	0.5055	342.23	2
128-39-2	0.5075	206.33	2
91-17-8	0.5097	138.25	2
101-54-2	0.5175	184.24	2
101-84-8	0.5181	170.21	2
90498-90-1	0.5199	740.98	2
136239-66-2	0.5221	186.2	2
95-63-6	0.5296	120.19	2
583-39-1	0.5315	150.21	2
142-16-5	0.5331	340.5	2
13311-84-7	0.5332	276.22	2
102-09-0	0.5343	214.22	2
7785-70-8	0.5343	136.24	2
133467-41-1	0.5392	339.5	2
5292-45-5	0.5402	239.18	2
6600-31-3	0.5417	320.43	2
82419-36-1	0.5443	361.38	2
84281-74-3	0.5466	346.41	2
103-49-1	0.5502	197.28	2
106-02-5	0.5516	240.39	2
2612-57-9	0.5520	188.01	2
99-75-2	0.5555	150.18	2
149-30-4	0.5563	167.25	2
101-05-3	0.5590	275.53	2
89-83-8	0.5615	150.22	2
90-12-0	0.5643	142.2	2
6259-76-3	0.5650	222.28	2
79-81-2	0.5703	524.87	2
7069-42-3	0.5703	342.52	2
123-04-6	0.5763	148.68	2
126-07-8	0.5797	352.77	2
614-45-9	0.5816	194.23	2
101-80-4	0.5847	200.24	2
95-80-7	0.5891	122.17	2
16415-12-6	0.5973	346.63	2
345-92-6	0.5980	218.2	2
21643-42-5	0.5997	268.44	2
553-86-6	0.6016	134.13	2
56-41-7	0.6031	89.095	2
103-83-3	0.6074	135.21	2
85509-19-9	0.6091	315.4	2
114-26-1	0.6098	209.25	2
2528-61-2	0.6100	148.63	2
109-77-3	0.6108	66.065	2
147-85-3	0.6136	115.13	2
81782-77-6	0.6156	170.3	2
25057-89-0	0.6181	240.28	2
120-55-8	0.6206	314.34	2
86-74-8	0.6268	167.21	2
144-83-2	0.6272	249.29	2
98-17-9	0.6276	162.11	2
103-50-4	0.6295	198.26	2
116255-48-2	0.6304	377.08	2
65405-77-8	0.6316	220.27	2
5888-33-5	0.6335	208.3	2
2156-97-0	0.6504	240.39	2
104-66-5	0.6529	214.26	2
101-77-9	0.6572	198.27	2
298-06-6	0.6574	186.23	2
84852-15-3	0.6575	220.36	2
104-75-6	0.6659	129.25	2
15827-60-8	0.6662	573.2	2
80-08-0	0.6752	248.31	2
599-61-1	0.6752	248.31	2
53112-28-0	0.6765	199.26	2
95-53-4	0.6767	107.16	2
1689-84-5	0.6802	276.93	2
34123-59-6	0.6816	206.29	2
91273-04-0	0.6849	322.55	2
29091-05-2	0.6850	322.25	2
53-86-1	0.6894	357.79	2
83657-24-3	0.6901	326.23	2
7534-94-3	0.6901	222.33	2
91-64-5	0.6924	146.15	2
111-11-5	0.6951	158.24	2
112-30-1	0.6970	158.29	2
15457-05-3	0.6987	328.2	2
123968-25-2	0.6991	548.85	2
62-53-3	0.6993	93.13	2
100-63-0	0.7017	108.15	2
591-27-5	0.7039	109.13	2
123-17-1	0.7050	186.34	2
68-26-8	0.7090	286.46	2
49562-28-9	0.7123	360.84	2
117-81-7	0.7190	390.56	2
104-55-2	0.7264	132.16	2
161326-34-7	0.7280	311.41	2
140923-17-7	0.7352	320.44	2
793-24-8	0.7387	268.41	2
16298-38-7	0.7394	310.49	2
115-86-6	0.7416	326.29	2
142-91-6	0.7418	298.51	2
9016-45-9	0.7447	440.62	2
10004-44-1	0.7464	99.09	2
26787-78-0	0.7483	365.41	2
112-42-5	0.7558	172.31	2
121-86-8	0.7585	171.58	2
89-48-5	0.7616	198.31	2
89-63-4	0.7629	172.57	2
133636-82-5	0.7644	218.34	2
2402-79-1	0.7653	216.88	2
700-13-0	0.7654	152.19	2
105-95-3	0.7660	270.37	2
232938-43-1	0.7663	460.53	2
98-51-1	0.7695	148.25	2
156-43-4	0.7703	137.18	2
91-97-4	0.7706	264.29	2
66423-13-0	0.7718	326.86	2
94-91-7	0.7728	282.35	2
101-14-4	0.7730	267.16	2
1134-94-7	0.7789	201.29	2
1134-23-2	0.7799	215.36	2
162208-27-7	0.7819	353.36	2
55179-31-2	0.7819	337.43	2
2380-86-1	0.7831	133.15	2
2403-89-6	0.7835	171.29	2
2643-07-4	0.7882	211.69	2
4559-86-8	0.7940	284.49	2
830-13-7	0.7940	182.31	2
6041-94-7	0.7956	436.3	2
98-82-8	0.7975	120.19	2
119313-12-1	0.7996	366.51	2
99-62-7	0.8003	162.28	2
100-18-5	0.8003	162.28	2
118135-28-7	0.8057	246.78	2
71048-82-3	0.8106	192.3	2
108-45-2	0.8149	108.15	2
98-83-9	0.8168	118.18	2
106461-41-0	0.8217	393.5	2
15625-89-5	0.8245	296.32	2
181587-01-9	0.8267	397.21	2
71626-11-4	0.8285	325.41	2
108-68-9	0.8295	122.17	2
101-72-4	0.8344	226.32	2
2778-42-9	0.8349	244.3	2
5124-30-1	0.8383	262.36	2
131-57-7	0.8386	228.25	2
82-68-8	0.8405	295.34	2
56962-04-0	0.8436	207.46	2
86960-46-5	0.8440	292.38	2
150-68-5	0.8482	198.66	2
112-16-3	0.8499	218.77	2
32388-55-9	0.8527	246.39	2
5208-93-5	0.8564	220.36	2
97-74-5	0.8571	208.37	2
56973-87-6	0.8590	194.32	2
107898-54-4	0.8598	222.37	2
62850-32-2	0.8615	253.37	2
104-90-5	0.8617	121.18	2
77-90-7	0.8633	402.48	2
80-05-7	0.8667	228.29	2
125-12-2	0.8680	196.29	2
3508-98-3	0.8690	173.26	2
599-64-4	0.8690	212.29	2
105827-91-6	0.8704	168.05	2
56-75-7	0.8748	323.13	2
91-66-7	0.8822	149.24	2
92-88-6	0.8839	186.21	2
105-05-5	0.8853	134.22	2
89-62-3	0.8873	152.16	2
153719-23-4	0.8885	291.72	2
100-69-6	0.8912	105.14	2
161050-58-4	0.8926	368.48	2
135-19-3	0.8945	144.17	2
26741-53-7	0.8959	604.71	2
7195-44-0	0.8975	278.26	2
140-66-9	0.9007	206.33	2
61597-98-6	0.9036	228.33	2
611-06-3	0.9050	192	2
14858-73-2	0.9063	286.46	2
42125-46-2	0.9087	218.72	2
34893-92-0	0.9087	188.01	2
6386-38-5	0.9093	292.42	2
116539-55-0	0.9097	171.26	2
67801-15-4	0.9119	206.33	2
108-80-5	0.9139	129.08	2
119-64-2	0.9143	132.21	2
224049-04-1	0.9157	298.15	2
92-69-3	0.9202	170.21	2
83-42-1	0.9221	171.58	2
506-30-9	0.9227	312.54	2
120578-03-2	0.9234	293.75	2
1709-70-2	0.9243	775.22	2
208465-21-8	0.9255	503.51	2
48145-04-6	0.9326	192.21	2
123-99-9	0.9327	188.22	2
95-74-9	0.9335	141.6	2
2512-29-0	0.9381	340.34	2
6486-23-3	0.9381	395.21	2
6528-34-3	0.9381	386.37	2
13515-40-7	0.9381	390.79	2
15993-42-7	0.9381	420.81	2
818-61-1	0.9407	116.12	2
2409-55-4	0.9467	164.25	2
554-00-7	0.9469	162.02	2
87-59-2	0.9472	121.18	2
23135-22-0	0.9486	219.27	2
31027-31-3	0.9505	161.21	2
112-38-9	0.9513	184.28	2
4292-10-8	0.9522	342.53	2
3060-89-7	0.9635	259.11	2
15307-79-6	0.9650	318.14	2
108-67-8	0.9674	120.19	2
12225-18-2	0.9707	591.04	2
10605-21-7	0.9722	191.19	2
