,2012/12/31_Cbulk,2013/12/31_Cbulk,
   9517853,    0.59652E-12,    0.34580E-12,
   9593213,    0.47451E-10,    0.24462E-09,
   9518676,    0.95461E-14,    0.14401E-14,
   9518257,    0.23760E-11,    0.13452E-11,
   9593174,    0.69597E-12,    0.30322E-13,
   9593219,    0.36983E-11,    0.17720E-10,
   9502925,    0.14250E-09,    0.13092E-09,
   9518276,    0.15952E-08,    0.31279E-08,
   9503453,    0.21874E-11,    0.33634E-11,
   9518015,    0.30264E-12,    0.95328E-13,
   9592893,    0.13674E-10,    0.71289E-10,
   9502863,    0.30844E-11,    0.17080E-11,
   9592147,    0.17814E-12,    0.65365E-12,
   9500394,    0.51800E-10,    0.39200E-10,
   9504225,    0.12667E-10,    0.10218E-10,
   9591171,    0.18471E-12,    0.11711E-12,
   9503131,    0.27354E-10,    0.42552E-10,
   9500251,    0.20897E-10,    0.33818E-10,
   9517317,    0.45712E-11,    0.66757E-11,
   9516959,    0.17999E-12,    0.61402E-13,
   9517058,    0.50561E-12,    0.16885E-12,
   9518190,    0.33668E-10,    0.33445E-10,
   9500290,    0.25718E-10,    0.26814E-10,
   9517110,    0.10881E-12,    0.14784E-13,
   9501276,    0.82647E-12,    0.11540E-11,
   9517078,    0.18564E-09,    0.26667E-09,
   9592979,    0.20147E-10,    0.26598E-10,
   9518478,    0.97754E-20,    0.50897E-17,
   9500244,    0.43371E-10,    0.35600E-10,
   9518000,    0.66170E-12,    0.63647E-13,
   9517102,    0.42796E-12,    0.81710E-13,
   9503181,    0.73203E-09,    0.96843E-09,
   9593226,    0.10945E-10,    0.38954E-10,
   9503422,    0.21726E-11,    0.11743E-10,
   9503091,    0.46914E-11,    0.14208E-11,
   9516979,    0.42070E-12,    0.30562E-12,
   9502864,    0.33088E-12,    0.21900E-12,
   9504502,    0.22592E-10,    0.24594E-10,
   9593084,    0.10607E-11,    0.13747E-12,
   9503288,    0.24470E-11,    0.68722E-12,
   9518231,    0.85439E-09,    0.67375E-09,
   9592969,    0.71649E-12,    0.52527E-13,
   9517020,    0.43284E-12,    0.69670E-13,
   9592908,    0.52457E-11,    0.39129E-13,
   9517184,    0.31899E-10,    0.72839E-10,
   9593198,    0.52799E-11,    0.48175E-13,
   9517000,    0.22028E-10,    0.33899E-10,
   9593131,    0.39552E-11,    0.19884E-10,
   9503011,    0.53781E-09,    0.67038E-09,
   9517692,    0.44488E-12,    0.73985E-13,
   9593015,    0.53001E-11,    0.49792E-13,
   9518708,    0.55400E-11,    0.12009E-10,
   9517993,    0.37548E-12,    0.30638E-12,
   9592997,    0.90704E-12,    0.29063E-13,
   9504583,    0.21257E-10,    0.24727E-10,
   9504577,    0.60438E-09,    0.60466E-09,
   9592901,    0.19637E-10,    0.23490E-10,
   9518335,    0.37526E-12,    0.31247E-12,
   9503254,    0.15273E-10,    0.24986E-10,
   9592938,    0.47149E-10,    0.22963E-09,
   9517654,    0.47110E-10,    0.70552E-10,
   9503242,    0.17394E-10,    0.32512E-10,
   9517657,    0.73606E-11,    0.16132E-10,
   9591199,    0.10363E-11,    0.19602E-11,
   9517129,    0.50015E-12,    0.17074E-12,
   9517768,    0.22912E-09,    0.31374E-09,
   9504277,    0.32646E-10,    0.39617E-10,
   9518144,    0.15770E-11,    0.26727E-12,
   9503189,    0.26496E-11,    0.14008E-11,
   9518234,    0.11347E-11,    0.47614E-12,
   9518825,    0.26981E-12,    0.67683E-13,
   9517540,    0.18411E-11,    0.67943E-12,
   9592834,    0.69005E-12,    0.38279E-13,
   9518310,    0.56205E-11,    0.17213E-10,
   9500259,    0.74514E-09,    0.59780E-09,
   9518051,    0.16010E-11,    0.27368E-12,
   9518710,    0.96920E-12,    0.11636E-11,
   9518088,    0.41276E-09,    0.62817E-09,
   9503345,    0.84082E-11,    0.29615E-10,
   9518496,    0.32059E-12,    0.31737E-12,
   9500250,    0.24918E-11,    0.29180E-11,
   9517763,    0.13788E-11,    0.73268E-12,
   9518821,    0.15761E-10,    0.15739E-10,
   9517394,    0.31942E-11,    0.74020E-11,
   9592940,    0.39446E-11,    0.58784E-13,
   9518474,    0.91471E-15,    0.11897E-14,
   9503167,    0.69017E-09,    0.59630E-09,
   9593142,    0.35204E-11,    0.11842E-12,
   9504475,    0.27084E-10,    0.35895E-10,
   9500249,    0.22054E-11,    0.24484E-11,
   9500847,    0.56233E-11,    0.70515E-11,
   9500623,    0.38257E-11,    0.42165E-11,
   9517590,    0.29484E-12,    0.10518E-12,
   9593027,    0.40924E-11,    0.18367E-10,
   9517659,    0.27770E-11,    0.68385E-11,
   9517516,    0.30328E-12,    0.10410E-12,
   9517646,    0.47109E-11,    0.20739E-10,
   9503702,    0.13135E-10,    0.31750E-10,
   9593112,    0.36280E-11,    0.11506E-12,
   9518146,    0.24674E-11,    0.73400E-11,
   9518104,    0.57096E-09,    0.53187E-09,
   9518447,    0.22082E-14,    0.16651E-14,
   9518194,    0.16440E-11,    0.52759E-12,
   9503260,    0.19930E-10,    0.28942E-10,
   9517745,    0.11848E-09,    0.28541E-09,
   9504188,    0.69085E-11,    0.66565E-11,
   9592841,    0.16996E-10,    0.44645E-10,
   9504380,    0.22715E-10,    0.30103E-10,
   9517234,    0.26427E-11,    0.32939E-11,
   9502995,    0.48595E-09,    0.42531E-09,
   9517474,    0.54275E-11,    0.85888E-11,
   9504510,    0.17701E-10,    0.21845E-10,
   9517966,    0.32689E-09,    0.42733E-09,
   9517373,    0.29018E-11,    0.36781E-11,
   9518360,    0.20076E-11,    0.33837E-12,
   9517469,    0.14633E-11,    0.10083E-11,
   9517343,    0.85198E-12,    0.58872E-12,
   9517667,    0.31126E-11,    0.89022E-11,
   9517148,    0.16722E-10,    0.21072E-10,
   9518094,    0.56404E-09,    0.53572E-09,
   9502946,    0.47987E-09,    0.42511E-09,
   9518408,    0.15432E-10,    0.13308E-10,
   9517166,    0.15989E-10,    0.17614E-10,
