,2012/12/31_Cbulk,2013/12/31_Cbulk,
   9517414,    0.96497E-12,    0.84382E-12,
   9504690,    0.21201E-10,    0.29783E-10,
   9517012,    0.26563E-11,    0.31519E-11,
   9518229,    0.45902E-09,    0.48384E-09,
   9593201,    0.33632E-11,    0.95842E-13,
   9500232,    0.10444E-11,    0.13423E-11,
   9503220,    0.25167E-11,    0.10695E-11,
   9501334,    0.48566E-11,    0.49534E-11,
   9517771,    0.32062E-11,    0.93410E-11,
   9592788,    0.14189E-10,    0.32595E-10,
   9593096,    0.13945E-10,    0.27246E-10,
   9518325,    0.52143E-11,    0.37257E-11,
   9517944,    0.19135E-11,    0.36895E-12,
   9504470,    0.50068E-10,    0.56813E-10,
   9517054,    0.23549E-11,    0.26749E-11,
   9592854,    0.25373E-11,    0.41784E-13,
   9500161,    0.50420E-12,    0.71517E-12,
   9516968,    0.24205E-10,    0.49316E-10,
   9592768,    0.25714E-11,    0.37759E-13,
   9592790,    0.27031E-11,    0.33153E-13,
   9517331,    0.23603E-11,    0.26582E-11,
   9518626,    0.23147E-11,    0.86748E-12,
   9504409,    0.14953E-09,    0.19147E-09,
   9517912,    0.37215E-09,    0.40886E-09,
   9518698,    0.25298E-11,    0.14023E-11,
   9593045,    0.27794E-11,    0.70406E-13,
   9517483,    0.18400E-10,    0.28505E-10,
   9517630,    0.17950E-10,    0.27153E-10,
   9518302,    0.17817E-11,    0.43209E-12,
   9504417,    0.13763E-09,    0.18440E-09,
   9503578,    0.18504E-11,    0.20639E-11,
   9000849,    0.25405E-11,    0.81435E-12,
   9517136,    0.21249E-10,    0.26389E-10,
   9503006,    0.21445E-11,    0.91444E-12,
   9000847,    0.42282E-11,    0.93026E-11,
   9504372,    0.11175E-09,    0.15646E-09,
   9518633,    0.19722E-14,    0.20051E-14,
   9518114,    0.28979E-11,    0.78711E-12,
   9517900,    0.34853E-09,    0.40702E-09,
   9518314,    0.31169E-11,    0.16703E-11,
   9517345,    0.15294E-11,    0.18840E-11,
   9593097,    0.98094E-11,    0.12602E-10,
   9517423,    0.16631E-10,    0.23478E-10,
   9517178,    0.19021E-11,    0.32822E-11,
   9517157,    0.15820E-11,    0.20592E-11,
   9592015,    0.32788E-14,    0.26301E-14,
   9503155,    0.17878E-09,    0.21908E-09,
   9517976,    0.33429E-09,    0.40531E-09,
   9504331,    0.98027E-10,    0.14516E-09,
   9592830,    0.87517E-11,    0.91623E-11,
   9517549,    0.16032E-10,    0.22056E-10,
   9592873,    0.34158E-11,    0.35443E-13,
   9517090,    0.17776E-11,    0.28151E-11,
   9503376,    0.19527E-11,    0.31264E-11,
   9517845,    0.36091E-11,    0.36321E-11,
   9517880,    0.15703E-10,    0.21112E-10,
   9516975,    0.25157E-11,    0.36368E-11,
   9503717,    0.39486E-10,    0.62030E-10,
   9503236,    0.17357E-11,    0.72316E-12,
   9593137,    0.76831E-11,    0.63456E-11,
   9502916,    0.15605E-09,    0.19264E-09,
   9518752,    0.27486E-12,    0.75982E-12,
   9503338,    0.42943E-10,    0.59415E-10,
   9592989,    0.31578E-11,    0.39171E-13,
   9593038,    0.32097E-11,    0.37159E-13,
   9591237,    0.71796E-12,    0.11424E-11,
   9517448,    0.28153E-11,    0.41678E-11,
   9503264,    0.14180E-09,    0.17542E-09,
   9517725,    0.31068E-11,    0.51321E-11,
   9517837,    0.34416E-11,    0.38553E-11,
   9518642,    0.90375E-11,    0.10276E-10,
   9503398,    0.19910E-11,    0.30534E-11,
   9503076,    0.12082E-09,    0.15446E-09,
   9503162,    0.11652E-09,    0.14830E-09,
   9593246,    0.10831E-10,    0.10664E-10,
   9517603,    0.33516E-11,    0.37778E-11,
   9517851,    0.35118E-11,    0.43767E-11,
   9517740,    0.37612E-11,    0.64741E-11,
   9517720,    0.39206E-11,    0.70065E-11,
   9518429,    0.16195E-10,    0.15567E-10,
   9590967,    0.79182E-12,    0.15235E-11,
   9590909,    0.16470E-11,    0.24462E-11,
   9590867,    0.16555E-11,    0.25249E-11,
   9590865,    0.16043E-11,    0.24156E-11,
   9504620,    0.10988E-09,    0.15808E-09,
   9502956,    0.13052E-09,    0.18722E-09,
   9593204,    0.19427E-10,    0.45765E-10,
   9503192,    0.95127E-10,    0.12440E-09,
   9503146,    0.87772E-10,    0.11256E-09,
   9503125,    0.11717E-09,    0.17417E-09,
   9592816,    0.18452E-10,    0.37455E-10,
   9593143,    0.18179E-10,    0.29975E-10,
   9502881,    0.97908E-10,    0.15249E-09,
   9500231,    0.24813E-10,    0.17105E-10,
   9517686,    0.38327E-11,    0.74359E-11,
   9518668,    0.20932E-10,    0.14318E-10,
   9517584,    0.41848E-11,    0.91662E-11,
   9503241,    0.80857E-10,    0.12980E-09,
   9518747,    0.15544E-10,    0.14038E-10,
   9518102,    0.14857E-10,    0.13725E-10,
   9503149,    0.77893E-10,    0.12541E-09,
   9518042,    0.14915E-10,    0.13774E-10,
   9518047,    0.14323E-10,    0.13481E-10,
   9517450,    0.36945E-11,    0.78095E-11,
   9518305,    0.15707E-10,    0.16064E-10,
   9503190,    0.12800E-09,    0.19435E-09,
   9517936,    0.28758E-10,    0.34568E-10,
   9500237,    0.25481E-11,    0.29540E-11,
   9503147,    0.11939E-09,    0.18512E-09,
   9517998,    0.26723E-10,    0.33357E-10,
   9502927,    0.11708E-09,    0.18262E-09,
   9518150,    0.25692E-11,    0.27366E-11,
   9503243,    0.10970E-09,    0.17408E-09,
   9518277,    0.25694E-11,    0.26613E-11,
   9592803,    0.11268E-10,    0.16368E-10,
   9593189,    0.11696E-10,    0.18766E-10,
   9592992,    0.11437E-10,    0.16891E-10,
   9593074,    0.11161E-10,    0.15427E-10,
   9517644,    0.41095E-11,    0.88489E-11,
   9592773,    0.11059E-10,    0.13706E-10,
   9517637,    0.41187E-11,    0.94855E-11,
   9517511,    0.42436E-11,    0.10202E-10,
   9593217,    0.10840E-10,    0.13151E-10,
   9592766,    0.10650E-10,    0.12581E-10,
   9517789,    0.43842E-11,    0.11681E-10,
   9000285,    0.10596E-10,    0.12577E-10,
   9518222,    0.22605E-11,    0.20398E-11,
   9592754,    0.10512E-10,    0.13377E-10,
   9518236,    0.22434E-10,    0.29316E-10,
   9593190,    0.10042E-10,    0.13245E-10,
   9518004,    0.40596E-11,    0.49157E-11,
   9518347,    0.40648E-11,    0.48771E-11,
   9517941,    0.39814E-11,    0.47553E-11,
   9518350,    0.38677E-11,    0.45082E-11,
   9503214,    0.68294E-10,    0.11380E-09,
   9518241,    0.18508E-10,    0.26115E-10,
   9592929,    0.86331E-11,    0.10619E-10,
   9592794,    0.85925E-11,    0.10954E-10,
   9593058,    0.85126E-11,    0.10909E-10,
   9517827,    0.80662E-11,    0.12373E-10,
   9517426,    0.89611E-11,    0.16267E-10,
   9517489,    0.88773E-11,    0.16077E-10,
   9517727,    0.88928E-11,    0.16214E-10,
   9517580,    0.91597E-11,    0.18281E-10,
   9517497,    0.91953E-11,    0.17199E-10,
   9517632,    0.92538E-11,    0.16936E-10,
   9517874,    0.93315E-11,    0.16208E-10,
   9502934,    0.71339E-10,    0.11152E-09,
   9517687,    0.92302E-11,    0.15379E-10,
   9517530,    0.95895E-11,    0.13640E-10,
   9503284,    0.67763E-10,    0.10705E-09,
   9502977,    0.66432E-10,    0.10544E-09,
   9503022,    0.65794E-10,    0.10509E-09,
   9503010,    0.62822E-10,    0.10372E-09,
   9517866,    0.61385E-10,    0.10363E-09,
   9517495,    0.11177E-10,    0.20958E-10,
   9517562,    0.60915E-10,    0.10471E-09,
   9517595,    0.60414E-10,    0.10773E-09,
   9517466,    0.11514E-10,    0.18476E-10,
   9517645,    0.60195E-10,    0.11180E-09,
   9517425,    0.60432E-10,    0.11376E-09,
   9517979,    0.11525E-10,    0.16299E-10,
   9518098,    0.11230E-10,    0.14999E-10,
   9518040,    0.11292E-10,    0.14514E-10,
   9517980,    0.11290E-10,    0.14477E-10,
   9518178,    0.11464E-10,    0.14281E-10,
   9518238,    0.11363E-10,    0.14198E-10,
   9518343,    0.10867E-10,    0.13531E-10,
   9518340,    0.11192E-10,    0.13979E-10,
   9518282,    0.11295E-10,    0.14291E-10,
   9500070,    0.14113E-10,    0.26423E-10,
   9518060,    0.14189E-10,    0.26291E-10,
   9518085,    0.14317E-10,    0.26065E-10,
   9517995,    0.14504E-10,    0.25880E-10,
   9518245,    0.14176E-10,    0.25525E-10,
   9517918,    0.18079E-10,    0.42789E-10,
   9517986,    0.18224E-10,    0.42144E-10,
   9517968,    0.19147E-10,    0.45117E-10,
   9518265,    0.17906E-10,    0.41938E-10,
   9518385,    0.18035E-10,    0.41391E-10,
   9518322,    0.18067E-10,    0.41118E-10,
   9518207,    0.25224E-10,    0.57434E-10,
   9517554,    0.25373E-10,    0.57036E-10,
   9517490,    0.25485E-10,    0.62403E-10,
   9517608,    0.25506E-10,    0.64287E-10,
   9517664,    0.24866E-10,    0.63410E-10,
   9517743,    0.24950E-10,    0.64187E-10,
   9517818,    0.25015E-10,    0.65324E-10,
   9517427,    0.25136E-10,    0.66441E-10,
   9517759,    0.25230E-10,    0.67599E-10,
   9517758,    0.25838E-10,    0.69660E-10,
   9517419,    0.25922E-10,    0.70455E-10,
   9517781,    0.25962E-10,    0.70984E-10,
   9517504,    0.26092E-10,    0.72771E-10,
   9500288,    0.19055E-10,    0.61619E-10,
   9517640,    0.19766E-10,    0.64584E-10,
   9517690,    0.19831E-10,    0.65154E-10,
   9517859,    0.19900E-10,    0.65742E-10,
   9517873,    0.20052E-10,    0.66437E-10,
   9517431,    0.20178E-10,    0.67265E-10,
   9517831,    0.20378E-10,    0.68742E-10,
   9517462,    0.20439E-10,    0.69305E-10,
   9517456,    0.18008E-10,    0.59997E-10,
   9517544,    0.18131E-10,    0.60994E-10,
   9517731,    0.18260E-10,    0.61015E-10,
   9517555,    0.18239E-10,    0.59609E-10,
   9517589,    0.18263E-10,    0.60061E-10,
   9517537,    0.18450E-10,    0.59381E-10,
   9517631,    0.18030E-10,    0.55051E-10,
   9517238,    0.28339E-10,    0.76332E-10,
   9517364,    0.28625E-10,    0.75544E-10,
   9517138,    0.28615E-10,    0.76063E-10,
   9517321,    0.28764E-10,    0.77861E-10,
   9517089,    0.28846E-10,    0.78231E-10,
   9503484,    0.29147E-10,    0.78085E-10,
   9503414,    0.29680E-10,    0.74619E-10,
   9503355,    0.30014E-10,    0.74882E-10,
   9503529,    0.30895E-10,    0.75414E-10,
   9503379,    0.31024E-10,    0.77184E-10,
   9503490,    0.31395E-10,    0.76580E-10,
   9503342,    0.32826E-10,    0.76093E-10,
   9503393,    0.31961E-10,    0.70751E-10,
   9503467,    0.32414E-10,    0.72720E-10,
   9503416,    0.32954E-10,    0.74772E-10,
   9503374,    0.33055E-10,    0.75320E-10,
   9503451,    0.33209E-10,    0.76568E-10,
   9503303,    0.33751E-10,    0.76881E-10,
   9501188,    0.33981E-10,    0.78237E-10,
   9508561,    0.34162E-10,    0.79176E-10,
   9508021,    0.34392E-10,    0.80166E-10,
   9507768,    0.35167E-10,    0.77363E-10,
   9507706,    0.35814E-10,    0.75157E-10,
   9000041,    0.36022E-10,    0.74033E-10,
         1,    -999.00    ,    -999.00    ,
